10,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-09-21 14:03:00,1
2019-09-21 14:05:00,1
2019-09-21 14:08:00,1
2019-09-21 14:09:00,1
2019-09-21 14:10:00,1
2019-09-21 14:15:00,1
2019-09-21 14:19:00,1
2019-09-21 14:21:00,1
2019-09-21 14:34:00,1
2019-09-21 14:42:00,1
