102,select * from wise_xmatch x join wise_allsky a on x.wise_cntr=a.cntr where x.sdss_objid=#
2019-06-11 06:22:00,1
2019-06-11 06:26:00,1
2019-06-11 06:32:00,1
2019-06-11 06:38:00,1
2019-06-11 06:44:00,1
2019-06-11 06:47:00,1
2019-06-11 06:50:00,1
2019-06-11 06:53:00,1
2019-06-11 06:56:00,1
2019-06-11 06:59:00,1
2019-06-11 07:02:00,1
2019-06-11 07:06:00,1
2019-06-11 07:09:00,1
2019-06-11 07:12:00,1
2019-06-11 07:16:00,1
2019-06-11 07:19:00,1
2019-06-11 07:22:00,1
2019-06-11 07:24:00,1
2019-06-11 07:28:00,1
2019-06-11 07:31:00,1
2019-06-11 07:34:00,1
2019-06-11 07:37:00,1
2019-06-11 07:41:00,1
2019-06-11 07:44:00,1
2019-06-11 07:51:00,1
2019-06-11 07:54:00,1
2019-06-11 07:57:00,1
2019-06-11 08:01:00,1
2019-06-11 08:05:00,1
2019-06-11 08:09:00,1
2019-06-11 08:12:00,1
2019-06-11 08:16:00,1
2019-06-11 08:19:00,1
2019-06-11 08:23:00,1
2019-06-11 08:26:00,1
2019-06-11 08:30:00,1
2019-06-11 08:33:00,1
2019-06-11 08:37:00,1
2019-06-11 08:40:00,1
2019-06-11 08:44:00,1
2019-06-11 08:48:00,1
2019-06-11 08:51:00,1
2019-06-11 08:55:00,1
2019-06-11 08:59:00,1
2019-06-11 09:03:00,1
2019-06-11 09:07:00,1
2019-06-11 09:10:00,1
2019-06-11 09:15:00,1
2019-06-11 09:27:00,1
2019-06-11 09:31:00,1
2019-06-11 09:35:00,1
2019-06-11 09:39:00,1
2019-06-11 09:43:00,1
2019-06-11 09:47:00,1
2019-06-11 09:51:00,1
2019-06-11 09:55:00,1
2019-06-11 09:59:00,1
2019-06-11 10:03:00,1
2019-06-11 10:08:00,1
2019-06-11 10:13:00,1
2019-06-11 10:17:00,1
2019-06-11 10:21:00,1
2019-06-11 10:26:00,1
2019-06-11 10:30:00,1
2019-06-11 10:34:00,1
2019-06-11 10:39:00,1
2019-06-11 10:47:00,1
2019-06-11 10:51:00,1
2019-06-11 10:55:00,1
2019-06-11 10:59:00,1
2019-06-11 11:03:00,1
2019-06-11 11:08:00,1
2019-06-11 11:12:00,1
2019-06-11 11:18:00,1
2019-06-11 11:22:00,1
2019-06-11 11:26:00,1
2019-06-11 11:30:00,1
2019-06-11 11:34:00,1
2019-06-11 11:39:00,1
2019-06-11 11:43:00,1
2019-06-11 11:47:00,1
2019-06-11 11:52:00,1
2019-06-11 11:56:00,1
2019-06-11 12:01:00,1
2019-06-11 12:06:00,1
2019-06-11 12:12:00,1
2019-06-11 12:17:00,1
2019-06-11 12:21:00,1
2019-06-11 12:25:00,1
2019-06-11 12:29:00,1
2019-06-11 12:33:00,1
2019-06-11 12:37:00,1
2019-06-11 12:41:00,1
2019-06-11 12:45:00,1
2019-06-11 12:49:00,1
2019-06-11 12:53:00,1
2019-06-11 12:57:00,1
2019-06-11 13:01:00,1
2019-06-11 13:08:00,1
2019-06-11 13:12:00,1
2019-06-11 13:16:00,1
2019-06-11 13:20:00,1
