26,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-09-08 03:07:00,1
2019-09-08 03:08:00,1
2019-09-08 03:09:00,1
2019-09-08 03:10:00,1
2019-09-08 03:12:00,1
2019-09-08 03:13:00,1
2019-09-08 05:51:00,1
2019-09-08 05:52:00,1
2019-09-08 06:06:00,1
2019-09-08 10:42:00,1
2019-09-08 10:43:00,1
2019-09-08 10:51:00,1
2019-09-08 10:59:00,2
2019-09-08 11:37:00,1
2019-09-08 20:02:00,1
2019-09-08 20:04:00,1
2019-09-08 20:16:00,1
2019-09-08 20:18:00,1
2019-09-08 20:35:00,1
2019-09-08 20:36:00,1
2019-09-08 20:37:00,1
2019-09-08 20:43:00,1
2019-09-08 20:48:00,1
2019-09-08 21:53:00,1
2019-09-08 21:56:00,1
