22371,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-07-19 03:13:00,13
2019-07-19 03:14:00,14
2019-07-19 03:15:00,1
2019-07-19 03:16:00,2
2019-07-19 03:18:00,1
2019-07-19 03:19:00,13
2019-07-19 03:20:00,17
2019-07-19 03:21:00,9
2019-07-19 03:22:00,6
2019-07-19 03:23:00,13
2019-07-19 03:24:00,14
2019-07-19 03:25:00,1
2019-07-19 03:26:00,2
2019-07-19 03:28:00,1
2019-07-19 03:29:00,12
2019-07-19 03:30:00,18
2019-07-19 03:31:00,9
2019-07-19 03:32:00,6
2019-07-19 03:33:00,13
2019-07-19 03:34:00,14
2019-07-19 03:35:00,1
2019-07-19 03:36:00,2
2019-07-19 03:38:00,1
2019-07-19 03:39:00,12
2019-07-19 03:40:00,18
2019-07-19 03:41:00,9
2019-07-19 03:42:00,6
2019-07-19 03:43:00,64
2019-07-19 03:44:00,331
2019-07-19 03:45:00,132
2019-07-19 03:46:00,2
2019-07-19 03:48:00,1
2019-07-19 03:49:00,12
2019-07-19 03:50:00,18
2019-07-19 03:51:00,9
2019-07-19 03:52:00,6
2019-07-19 03:53:00,13
2019-07-19 03:54:00,14
2019-07-19 03:55:00,1
2019-07-19 03:56:00,2
2019-07-19 03:58:00,1
2019-07-19 03:59:00,12
2019-07-19 04:00:00,18
2019-07-19 04:01:00,9
2019-07-19 04:02:00,6
2019-07-19 04:03:00,13
2019-07-19 04:04:00,14
2019-07-19 04:05:00,1
2019-07-19 04:06:00,2
2019-07-19 04:08:00,1
2019-07-19 04:09:00,12
2019-07-19 04:10:00,18
2019-07-19 04:11:00,9
2019-07-19 04:12:00,6
2019-07-19 04:13:00,14
2019-07-19 04:14:00,14
2019-07-19 04:15:00,1
2019-07-19 04:16:00,492
2019-07-19 04:17:00,9
2019-07-19 04:18:00,1
2019-07-19 04:19:00,12
2019-07-19 04:20:00,17
2019-07-19 04:21:00,10
2019-07-19 04:22:00,6
2019-07-19 04:23:00,13
2019-07-19 04:24:00,15
2019-07-19 04:25:00,1
2019-07-19 04:26:00,2
2019-07-19 04:28:00,2
2019-07-19 04:29:00,12
2019-07-19 04:30:00,17
2019-07-19 04:31:00,10
2019-07-19 04:32:00,6
2019-07-19 04:33:00,13
2019-07-19 04:34:00,14
2019-07-19 04:35:00,1
2019-07-19 04:36:00,2
2019-07-19 04:37:00,1
2019-07-19 04:38:00,1
2019-07-19 04:39:00,12
2019-07-19 04:40:00,67
2019-07-19 04:41:00,324
2019-07-19 04:42:00,141
2019-07-19 04:43:00,13
2019-07-19 04:44:00,14
2019-07-19 04:45:00,1
2019-07-19 04:46:00,2
2019-07-19 04:47:00,1
2019-07-19 04:48:00,1
2019-07-19 04:49:00,12
2019-07-19 04:50:00,19
2019-07-19 04:51:00,10
2019-07-19 04:52:00,4
2019-07-19 04:53:00,16
2019-07-19 04:54:00,14
2019-07-19 04:55:00,1
2019-07-19 04:56:00,2
2019-07-19 04:57:00,1
2019-07-19 04:58:00,1
2019-07-19 04:59:00,12
2019-07-19 05:00:00,17
2019-07-19 05:01:00,10
2019-07-19 05:02:00,4
2019-07-19 05:03:00,15
2019-07-19 05:04:00,181
2019-07-19 05:05:00,249
2019-07-19 05:06:00,25
2019-07-19 05:08:00,1
2019-07-19 05:09:00,12
2019-07-19 05:10:00,17
2019-07-19 05:11:00,10
2019-07-19 05:12:00,4
2019-07-19 05:13:00,15
2019-07-19 05:14:00,14
2019-07-19 05:15:00,1
2019-07-19 05:16:00,2
2019-07-19 05:17:00,1
2019-07-19 05:18:00,1
2019-07-19 05:19:00,12
2019-07-19 05:20:00,17
2019-07-19 05:21:00,10
2019-07-19 05:22:00,5
2019-07-19 05:23:00,14
2019-07-19 05:24:00,15
2019-07-19 05:25:00,211
2019-07-19 05:26:00,291
2019-07-19 05:28:00,1
2019-07-19 05:29:00,12
2019-07-19 05:30:00,17
2019-07-19 05:31:00,10
2019-07-19 05:32:00,4
2019-07-19 05:33:00,14
2019-07-19 05:34:00,15
2019-07-19 05:35:00,1
2019-07-19 05:36:00,2
2019-07-19 05:38:00,1
2019-07-19 05:39:00,12
2019-07-19 05:40:00,17
2019-07-19 05:41:00,10
2019-07-19 05:42:00,4
2019-07-19 05:43:00,14
2019-07-19 05:44:00,15
2019-07-19 05:45:00,1
2019-07-19 05:46:00,3
2019-07-19 05:48:00,1
2019-07-19 05:49:00,12
2019-07-19 05:50:00,17
2019-07-19 05:51:00,10
2019-07-19 05:52:00,4
2019-07-19 05:53:00,14
2019-07-19 05:54:00,15
2019-07-19 05:55:00,1
2019-07-19 05:56:00,2
2019-07-19 05:58:00,2
2019-07-19 05:59:00,326
2019-07-19 06:00:00,201
2019-07-19 06:01:00,10
2019-07-19 06:02:00,4
2019-07-19 06:03:00,14
2019-07-19 06:04:00,15
2019-07-19 06:05:00,1
2019-07-19 06:06:00,2
2019-07-19 06:08:00,1
2019-07-19 06:09:00,11
2019-07-19 06:10:00,18
2019-07-19 06:11:00,10
2019-07-19 06:12:00,3
2019-07-19 06:13:00,15
2019-07-19 06:14:00,15
2019-07-19 06:15:00,1
2019-07-19 06:16:00,2
2019-07-19 06:18:00,1
2019-07-19 06:19:00,11
2019-07-19 06:20:00,18
2019-07-19 06:21:00,271
2019-07-19 06:22:00,311
2019-07-19 06:23:00,329
2019-07-19 06:24:00,329
2019-07-19 06:25:00,304
2019-07-19 06:26:00,2
2019-07-19 06:28:00,1
2019-07-19 06:29:00,11
2019-07-19 06:30:00,18
2019-07-19 06:31:00,10
2019-07-19 06:32:00,4
2019-07-19 06:33:00,14
2019-07-19 06:34:00,15
2019-07-19 06:35:00,1
2019-07-19 06:36:00,2
2019-07-19 06:38:00,1
2019-07-19 06:39:00,11
2019-07-19 06:40:00,18
2019-07-19 06:41:00,10
2019-07-19 06:42:00,4
2019-07-19 06:43:00,15
2019-07-19 06:44:00,15
2019-07-19 06:45:00,1
2019-07-19 06:46:00,2
2019-07-19 06:48:00,1
2019-07-19 06:49:00,11
2019-07-19 06:50:00,18
2019-07-19 06:51:00,10
2019-07-19 06:52:00,1
2019-07-19 06:53:00,18
2019-07-19 06:54:00,16
2019-07-19 06:55:00,1
2019-07-19 06:56:00,2
2019-07-19 06:57:00,1
2019-07-19 06:58:00,1
2019-07-19 06:59:00,5
2019-07-19 07:00:00,27
2019-07-19 07:01:00,10
2019-07-19 07:03:00,18
2019-07-19 07:04:00,15
2019-07-19 07:05:00,1
2019-07-19 07:06:00,2
2019-07-19 07:07:00,1
2019-07-19 07:08:00,1
2019-07-19 07:09:00,5
2019-07-19 07:10:00,27
2019-07-19 07:11:00,10
2019-07-19 07:13:00,18
2019-07-19 07:14:00,16
2019-07-19 07:15:00,1
2019-07-19 07:16:00,2
2019-07-19 07:18:00,1
2019-07-19 07:19:00,6
2019-07-19 07:20:00,21
2019-07-19 07:21:00,15
2019-07-19 07:23:00,19
2019-07-19 07:24:00,14
2019-07-19 07:25:00,2
2019-07-19 07:26:00,2
2019-07-19 07:27:00,1
2019-07-19 07:28:00,2
2019-07-19 07:29:00,5
2019-07-19 07:30:00,21
2019-07-19 07:31:00,14
2019-07-19 07:33:00,18
2019-07-19 07:34:00,14
2019-07-19 07:35:00,2
2019-07-19 07:36:00,2
2019-07-19 07:38:00,1
2019-07-19 07:39:00,5
2019-07-19 07:40:00,21
2019-07-19 07:41:00,13
2019-07-19 07:43:00,18
2019-07-19 07:44:00,14
2019-07-19 07:45:00,2
2019-07-19 07:46:00,2
2019-07-19 07:48:00,1
2019-07-19 07:49:00,5
2019-07-19 07:50:00,21
2019-07-19 07:51:00,13
2019-07-19 07:53:00,18
2019-07-19 07:54:00,14
2019-07-19 07:55:00,2
2019-07-19 07:56:00,2
2019-07-19 07:58:00,1
2019-07-19 07:59:00,4
2019-07-19 08:00:00,22
2019-07-19 08:01:00,13
2019-07-19 08:03:00,18
2019-07-19 08:04:00,14
2019-07-19 08:05:00,2
2019-07-19 08:06:00,2
2019-07-19 08:08:00,1
2019-07-19 08:09:00,4
2019-07-19 08:10:00,20
2019-07-19 08:11:00,15
2019-07-19 08:13:00,18
2019-07-19 08:14:00,14
2019-07-19 08:15:00,2
2019-07-19 08:16:00,2
2019-07-19 08:18:00,1
2019-07-19 08:19:00,4
2019-07-19 08:20:00,21
2019-07-19 08:21:00,15
2019-07-19 08:23:00,18
2019-07-19 08:24:00,14
2019-07-19 08:25:00,2
2019-07-19 08:26:00,2
2019-07-19 08:28:00,1
2019-07-19 08:29:00,3
2019-07-19 08:30:00,23
2019-07-19 08:31:00,15
2019-07-19 08:33:00,18
2019-07-19 08:34:00,14
2019-07-19 08:35:00,2
2019-07-19 08:36:00,2
2019-07-19 08:37:00,1
2019-07-19 08:38:00,1
2019-07-19 08:39:00,4
2019-07-19 08:40:00,20
2019-07-19 08:41:00,16
2019-07-19 08:43:00,18
2019-07-19 08:44:00,15
2019-07-19 08:45:00,3
2019-07-19 08:46:00,3
2019-07-19 08:48:00,1
2019-07-19 08:49:00,3
2019-07-19 08:50:00,20
2019-07-19 08:51:00,17
2019-07-19 08:53:00,19
2019-07-19 08:54:00,14
2019-07-19 08:55:00,3
2019-07-19 08:56:00,2
2019-07-19 08:58:00,1
2019-07-19 08:59:00,4
2019-07-19 09:00:00,19
2019-07-19 09:01:00,18
2019-07-19 09:03:00,18
2019-07-19 09:04:00,14
2019-07-19 09:05:00,3
2019-07-19 09:06:00,3
2019-07-19 09:08:00,1
2019-07-19 09:09:00,4
2019-07-19 09:10:00,19
2019-07-19 09:11:00,19
2019-07-19 09:12:00,1
2019-07-19 09:13:00,18
2019-07-19 09:14:00,14
2019-07-19 09:15:00,2
2019-07-19 09:16:00,2
2019-07-19 09:17:00,1
2019-07-19 09:18:00,1
2019-07-19 09:19:00,4
2019-07-19 09:20:00,20
2019-07-19 09:21:00,18
2019-07-19 09:23:00,18
2019-07-19 09:24:00,15
2019-07-19 09:25:00,2
2019-07-19 09:26:00,2
2019-07-19 09:28:00,1
2019-07-19 09:29:00,4
2019-07-19 09:30:00,8
2019-07-19 09:31:00,22
2019-07-19 09:32:00,17
2019-07-19 09:33:00,32
2019-07-19 09:34:00,14
2019-07-19 09:35:00,2
2019-07-19 09:36:00,2
2019-07-19 09:37:00,1
2019-07-19 09:38:00,2
2019-07-19 09:39:00,1
2019-07-19 09:40:00,4
2019-07-19 09:41:00,6
2019-07-19 09:42:00,17
2019-07-19 09:43:00,31
2019-07-19 09:44:00,15
2019-07-19 09:45:00,3
2019-07-19 09:46:00,2
2019-07-19 09:48:00,2
2019-07-19 09:49:00,1
2019-07-19 09:50:00,3
2019-07-19 09:51:00,6
2019-07-19 09:52:00,16
2019-07-19 09:53:00,31
2019-07-19 09:54:00,14
2019-07-19 09:55:00,2
2019-07-19 09:56:00,2
2019-07-19 09:57:00,1
2019-07-19 09:58:00,1
2019-07-19 09:59:00,1
2019-07-19 10:00:00,3
2019-07-19 10:01:00,6
2019-07-19 10:02:00,16
2019-07-19 10:03:00,31
2019-07-19 10:04:00,14
2019-07-19 10:05:00,2
2019-07-19 10:06:00,2
2019-07-19 10:08:00,1
2019-07-19 10:09:00,1
2019-07-19 10:10:00,4
2019-07-19 10:11:00,6
2019-07-19 10:12:00,17
2019-07-19 10:13:00,31
2019-07-19 10:14:00,14
2019-07-19 10:15:00,2
2019-07-19 10:16:00,2
2019-07-19 10:17:00,1
2019-07-19 10:18:00,1
2019-07-19 10:19:00,1
2019-07-19 10:20:00,4
2019-07-19 10:21:00,6
2019-07-19 10:22:00,17
2019-07-19 10:23:00,31
2019-07-19 10:24:00,14
2019-07-19 10:25:00,2
2019-07-19 10:26:00,2
2019-07-19 10:27:00,1
2019-07-19 10:28:00,1
2019-07-19 10:29:00,1
2019-07-19 10:30:00,4
2019-07-19 10:31:00,6
2019-07-19 10:32:00,16
2019-07-19 10:33:00,32
2019-07-19 10:34:00,14
2019-07-19 10:35:00,2
2019-07-19 10:36:00,2
2019-07-19 10:38:00,1
2019-07-19 10:39:00,1
2019-07-19 10:40:00,3
2019-07-19 10:41:00,6
2019-07-19 10:42:00,16
2019-07-19 10:43:00,31
2019-07-19 10:44:00,14
2019-07-19 10:45:00,2
2019-07-19 10:46:00,2
2019-07-19 10:48:00,1
2019-07-19 10:49:00,2
2019-07-19 10:50:00,3
2019-07-19 10:51:00,6
2019-07-19 10:52:00,17
2019-07-19 10:53:00,31
2019-07-19 10:54:00,14
2019-07-19 10:55:00,2
2019-07-19 10:56:00,3
2019-07-19 10:58:00,1
2019-07-19 10:59:00,1
2019-07-19 11:00:00,4
2019-07-19 11:01:00,6
2019-07-19 11:02:00,17
2019-07-19 11:03:00,31
2019-07-19 11:04:00,14
2019-07-19 11:05:00,2
2019-07-19 11:06:00,2
2019-07-19 11:07:00,1
2019-07-19 11:08:00,1
2019-07-19 11:09:00,1
2019-07-19 11:10:00,3
2019-07-19 11:11:00,6
2019-07-19 11:12:00,16
2019-07-19 11:13:00,31
2019-07-19 11:14:00,14
2019-07-19 11:15:00,2
2019-07-19 11:16:00,2
2019-07-19 11:18:00,1
2019-07-19 11:19:00,1
2019-07-19 11:20:00,3
2019-07-19 11:21:00,6
2019-07-19 11:22:00,16
2019-07-19 11:23:00,31
2019-07-19 11:24:00,14
2019-07-19 11:25:00,2
2019-07-19 11:26:00,2
2019-07-19 11:28:00,1
2019-07-19 11:29:00,1
2019-07-19 11:30:00,3
2019-07-19 11:31:00,6
2019-07-19 11:32:00,16
2019-07-19 11:33:00,31
2019-07-19 11:34:00,14
2019-07-19 11:35:00,2
2019-07-19 11:36:00,2
2019-07-19 11:38:00,1
2019-07-19 11:39:00,1
2019-07-19 11:40:00,3
2019-07-19 11:41:00,6
2019-07-19 11:42:00,16
2019-07-19 11:43:00,31
2019-07-19 11:44:00,14
2019-07-19 11:45:00,2
2019-07-19 11:46:00,2
2019-07-19 11:48:00,1
2019-07-19 11:49:00,1
2019-07-19 11:50:00,3
2019-07-19 11:51:00,6
2019-07-19 11:52:00,16
2019-07-19 11:53:00,31
2019-07-19 11:54:00,14
2019-07-19 11:55:00,2
2019-07-19 11:56:00,1
2019-07-19 11:57:00,2
2019-07-19 11:58:00,1
2019-07-19 11:59:00,1
2019-07-19 12:00:00,3
2019-07-19 12:01:00,6
2019-07-19 12:02:00,18
2019-07-19 12:03:00,31
2019-07-19 12:04:00,14
2019-07-19 12:05:00,2
2019-07-19 12:06:00,1
2019-07-19 12:07:00,1
2019-07-19 12:08:00,1
2019-07-19 12:09:00,1
2019-07-19 12:10:00,3
2019-07-19 12:11:00,6
2019-07-19 12:12:00,18
2019-07-19 12:13:00,32
2019-07-19 12:14:00,15
2019-07-19 12:15:00,2
2019-07-19 12:17:00,2
2019-07-19 12:18:00,1
2019-07-19 12:19:00,1
2019-07-19 12:20:00,3
2019-07-19 12:21:00,6
2019-07-19 12:22:00,17
2019-07-19 12:23:00,31
2019-07-19 12:24:00,14
2019-07-19 12:25:00,2
2019-07-19 12:27:00,2
2019-07-19 12:28:00,2
2019-07-19 12:29:00,1
2019-07-19 12:30:00,3
2019-07-19 12:31:00,6
2019-07-19 12:32:00,16
2019-07-19 12:33:00,31
2019-07-19 12:34:00,14
2019-07-19 12:35:00,3
2019-07-19 12:37:00,2
2019-07-19 12:38:00,1
2019-07-19 12:39:00,1
2019-07-19 12:40:00,3
2019-07-19 12:41:00,6
2019-07-19 12:42:00,16
2019-07-19 12:43:00,31
2019-07-19 12:44:00,14
2019-07-19 12:45:00,2
2019-07-19 12:46:00,1
2019-07-19 12:47:00,2
2019-07-19 12:48:00,2
2019-07-19 12:49:00,1
2019-07-19 12:50:00,3
2019-07-19 12:51:00,7
2019-07-19 12:52:00,16
2019-07-19 12:53:00,31
2019-07-19 12:54:00,14
2019-07-19 12:55:00,3
2019-07-19 12:57:00,2
2019-07-19 12:58:00,2
2019-07-19 12:59:00,1
2019-07-19 13:00:00,3
2019-07-19 13:01:00,6
2019-07-19 13:02:00,16
2019-07-19 13:03:00,31
2019-07-19 13:04:00,14
2019-07-19 13:05:00,2
2019-07-19 13:07:00,2
2019-07-19 13:09:00,2
2019-07-19 13:10:00,3
2019-07-19 13:11:00,7
2019-07-19 13:12:00,16
2019-07-19 13:13:00,31
2019-07-19 13:14:00,15
2019-07-19 13:15:00,3
2019-07-19 13:16:00,1
2019-07-19 13:17:00,2
2019-07-19 13:19:00,2
2019-07-19 13:20:00,3
2019-07-19 13:21:00,7
2019-07-19 13:22:00,17
2019-07-19 13:23:00,30
2019-07-19 13:24:00,16
2019-07-19 13:25:00,2
2019-07-19 13:27:00,2
2019-07-19 13:28:00,1
2019-07-19 13:29:00,3
2019-07-19 13:30:00,3
2019-07-19 13:31:00,7
2019-07-19 13:32:00,17
2019-07-19 13:33:00,30
2019-07-19 13:34:00,15
2019-07-19 13:35:00,3
2019-07-19 13:37:00,2
2019-07-19 13:38:00,1
2019-07-19 13:39:00,2
2019-07-19 13:40:00,4
2019-07-19 13:41:00,6
2019-07-19 13:42:00,16
2019-07-19 13:43:00,30
2019-07-19 13:44:00,15
2019-07-19 13:45:00,2
2019-07-19 13:47:00,2
2019-07-19 13:49:00,2
2019-07-19 13:50:00,4
2019-07-19 13:51:00,6
2019-07-19 13:52:00,16
2019-07-19 13:53:00,30
2019-07-19 13:54:00,15
2019-07-19 13:55:00,2
2019-07-19 13:57:00,2
2019-07-19 13:59:00,2
2019-07-19 14:00:00,3
2019-07-19 14:01:00,6
2019-07-19 14:02:00,16
2019-07-19 14:03:00,30
2019-07-19 14:04:00,15
2019-07-19 14:05:00,2
2019-07-19 14:07:00,2
2019-07-19 14:09:00,3
2019-07-19 14:10:00,3
2019-07-19 14:11:00,6
2019-07-19 14:12:00,17
2019-07-19 14:13:00,30
2019-07-19 14:14:00,15
2019-07-19 14:15:00,2
2019-07-19 14:17:00,3
2019-07-19 14:19:00,4
2019-07-19 14:20:00,3
2019-07-19 14:21:00,7
2019-07-19 14:22:00,16
2019-07-19 14:23:00,30
2019-07-19 14:24:00,16
2019-07-19 14:25:00,3
2019-07-19 14:27:00,2
2019-07-19 14:28:00,1
2019-07-19 14:29:00,2
2019-07-19 14:30:00,4
2019-07-19 14:31:00,6
2019-07-19 14:32:00,16
2019-07-19 14:33:00,30
2019-07-19 14:34:00,16
2019-07-19 14:35:00,2
2019-07-19 14:37:00,3
2019-07-19 14:39:00,2
2019-07-19 14:40:00,4
2019-07-19 14:41:00,6
2019-07-19 14:42:00,19
2019-07-19 14:43:00,30
2019-07-19 14:44:00,17
2019-07-19 14:45:00,4
2019-07-19 14:46:00,2
2019-07-19 14:47:00,3
2019-07-19 14:49:00,3
2019-07-19 14:50:00,4
2019-07-19 14:51:00,6
2019-07-19 14:52:00,17
2019-07-19 14:53:00,30
2019-07-19 14:54:00,17
2019-07-19 14:55:00,3
2019-07-19 14:56:00,1
2019-07-19 14:57:00,2
2019-07-19 14:58:00,1
2019-07-19 14:59:00,2
2019-07-19 15:00:00,3
2019-07-19 15:01:00,7
2019-07-19 15:02:00,16
2019-07-19 15:03:00,30
2019-07-19 15:04:00,15
2019-07-19 15:05:00,3
2019-07-19 15:07:00,2
2019-07-19 15:09:00,3
2019-07-19 15:10:00,3
2019-07-19 15:11:00,6
2019-07-19 15:12:00,17
2019-07-19 15:13:00,30
2019-07-19 15:14:00,15
2019-07-19 15:15:00,2
2019-07-19 15:16:00,1
2019-07-19 15:17:00,2
2019-07-19 15:19:00,2
2019-07-19 15:20:00,3
2019-07-19 15:21:00,6
2019-07-19 15:22:00,16
2019-07-19 15:23:00,30
2019-07-19 15:24:00,15
2019-07-19 15:25:00,2
2019-07-19 15:27:00,2
2019-07-19 15:29:00,2
2019-07-19 15:30:00,3
2019-07-19 15:31:00,6
2019-07-19 15:32:00,14
2019-07-19 15:33:00,36
2019-07-19 15:34:00,19
2019-07-19 15:35:00,2
2019-07-19 15:37:00,2
2019-07-19 15:39:00,4
2019-07-19 15:40:00,3
2019-07-19 15:41:00,1
2019-07-19 15:42:00,13
2019-07-19 15:43:00,36
2019-07-19 15:44:00,16
2019-07-19 15:45:00,6
2019-07-19 15:47:00,2
2019-07-19 15:48:00,1
2019-07-19 15:49:00,3
2019-07-19 15:50:00,3
2019-07-19 15:51:00,1
2019-07-19 15:52:00,12
2019-07-19 15:53:00,36
2019-07-19 15:54:00,15
2019-07-19 15:55:00,7
2019-07-19 15:56:00,1
2019-07-19 15:57:00,3
2019-07-19 15:58:00,1
2019-07-19 15:59:00,3
2019-07-19 16:00:00,3
2019-07-19 16:01:00,1
2019-07-19 16:02:00,13
2019-07-19 16:03:00,37
2019-07-19 16:04:00,16
2019-07-19 16:05:00,7
2019-07-19 16:06:00,1
2019-07-19 16:07:00,3
2019-07-19 16:08:00,1
2019-07-19 16:09:00,3
2019-07-19 16:10:00,4
2019-07-19 16:11:00,1
2019-07-19 16:12:00,13
2019-07-19 16:13:00,36
2019-07-19 16:14:00,15
2019-07-19 16:15:00,8
2019-07-19 16:17:00,3
2019-07-19 16:18:00,1
2019-07-19 16:19:00,3
2019-07-19 16:20:00,3
2019-07-19 16:21:00,1
2019-07-19 16:22:00,13
2019-07-19 16:23:00,36
2019-07-19 16:24:00,14
2019-07-19 16:25:00,8
2019-07-19 16:27:00,2
2019-07-19 16:28:00,1
2019-07-19 16:29:00,2
2019-07-19 16:30:00,3
2019-07-19 16:32:00,12
2019-07-19 16:33:00,38
2019-07-19 16:34:00,14
2019-07-19 16:35:00,7
2019-07-19 16:37:00,2
2019-07-19 16:39:00,2
2019-07-19 16:40:00,3
2019-07-19 16:42:00,12
2019-07-19 16:43:00,36
2019-07-19 16:44:00,14
2019-07-19 16:45:00,7
2019-07-19 16:47:00,2
2019-07-19 16:48:00,1
2019-07-19 16:49:00,2
2019-07-19 16:50:00,3
2019-07-19 16:52:00,12
2019-07-19 16:53:00,36
2019-07-19 16:54:00,14
2019-07-19 16:55:00,7
