18982,"SELECT objid, cModelFlux_u, cModelFluxIvar_u, cModelFlux_g, cModelFluxIvar_g, cModelFlux_r, cModelFluxIvar_r, cModelFlux_i, cModelFluxIvar_i, cModelFlux_z, cModelFluxIvar_z FROM PhotoObj WHERE objid=#"
2019-02-18 12:40:00,29
2019-02-18 12:41:00,29
2019-02-18 12:42:00,28
2019-02-18 12:43:00,25
2019-02-18 12:44:00,29
2019-02-18 12:45:00,28
2019-02-18 12:46:00,28
2019-02-18 12:47:00,29
2019-02-18 12:48:00,28
2019-02-18 12:49:00,27
2019-02-18 12:50:00,27
2019-02-18 12:51:00,27
2019-02-18 12:52:00,29
2019-02-18 12:53:00,30
2019-02-18 12:54:00,28
2019-02-18 12:55:00,28
2019-02-18 12:56:00,28
2019-02-18 12:57:00,29
2019-02-18 12:58:00,25
2019-02-18 12:59:00,30
2019-02-18 13:00:00,28
2019-02-18 13:01:00,27
2019-02-18 13:02:00,29
2019-02-18 13:03:00,26
2019-02-18 13:04:00,28
2019-02-18 13:05:00,23
2019-02-18 13:06:00,27
2019-02-18 13:07:00,30
2019-02-18 13:08:00,24
2019-02-18 13:09:00,29
2019-02-18 13:10:00,28
2019-02-18 13:11:00,27
2019-02-18 13:12:00,29
2019-02-18 13:13:00,28
2019-02-18 13:14:00,27
2019-02-18 13:15:00,27
2019-02-18 13:16:00,26
2019-02-18 13:17:00,27
2019-02-18 13:18:00,29
2019-02-18 13:19:00,27
2019-02-18 13:20:00,26
2019-02-18 13:21:00,28
2019-02-18 13:22:00,29
2019-02-18 13:23:00,28
2019-02-18 13:24:00,29
2019-02-18 13:25:00,26
2019-02-18 13:26:00,28
2019-02-18 13:27:00,28
2019-02-18 13:28:00,29
2019-02-18 13:29:00,26
2019-02-18 13:30:00,28
2019-02-18 13:31:00,27
2019-02-18 13:32:00,30
2019-02-18 13:33:00,26
2019-02-18 13:34:00,25
2019-02-18 13:35:00,27
2019-02-18 13:36:00,29
2019-02-18 13:37:00,29
2019-02-18 13:38:00,27
2019-02-18 13:39:00,27
2019-02-18 13:40:00,27
2019-02-18 13:41:00,30
2019-02-18 13:42:00,28
2019-02-18 13:43:00,28
2019-02-18 13:44:00,28
2019-02-18 13:45:00,28
2019-02-18 13:46:00,31
2019-02-18 13:47:00,30
2019-02-18 13:48:00,28
2019-02-18 13:49:00,28
2019-02-18 13:50:00,26
2019-02-18 13:51:00,30
2019-02-18 13:52:00,29
2019-02-18 13:53:00,28
2019-02-18 13:54:00,27
2019-02-18 13:55:00,28
2019-02-18 13:56:00,28
2019-02-18 13:57:00,27
2019-02-18 13:58:00,26
2019-02-18 13:59:00,30
2019-02-18 14:00:00,27
2019-02-18 14:01:00,28
2019-02-18 14:02:00,28
2019-02-18 14:03:00,28
2019-02-18 14:04:00,29
2019-02-18 14:05:00,21
2019-02-18 14:06:00,25
2019-02-18 14:07:00,30
2019-02-18 14:08:00,27
2019-02-18 14:09:00,28
2019-02-18 14:10:00,28
2019-02-18 14:11:00,25
2019-02-18 14:12:00,29
2019-02-18 14:13:00,27
2019-02-18 14:14:00,28
2019-02-18 14:15:00,27
2019-02-18 14:16:00,28
2019-02-18 14:17:00,25
2019-02-18 14:18:00,28
2019-02-18 14:19:00,31
2019-02-18 14:20:00,27
2019-02-18 14:21:00,26
2019-02-18 14:22:00,27
2019-02-18 14:23:00,27
2019-02-18 14:24:00,27
2019-02-18 14:25:00,27
2019-02-18 14:26:00,26
2019-02-18 14:27:00,28
2019-02-18 14:28:00,32
2019-02-18 14:29:00,29
2019-02-18 14:30:00,24
2019-02-18 14:31:00,26
2019-02-18 14:32:00,29
2019-02-18 14:33:00,30
2019-02-18 14:34:00,24
2019-02-18 14:35:00,27
2019-02-18 14:36:00,29
2019-02-18 14:37:00,28
2019-02-18 14:38:00,26
2019-02-18 14:39:00,29
2019-02-18 14:40:00,27
2019-02-18 14:41:00,25
2019-02-18 14:42:00,30
2019-02-18 14:43:00,29
2019-02-18 14:44:00,27
2019-02-18 14:45:00,26
2019-02-18 14:46:00,28
2019-02-18 14:47:00,26
2019-02-18 14:48:00,29
2019-02-18 14:49:00,28
2019-02-18 14:50:00,30
2019-02-18 14:51:00,27
2019-02-18 14:52:00,27
2019-02-18 14:53:00,27
2019-02-18 14:54:00,28
2019-02-18 14:55:00,28
2019-02-18 14:56:00,29
2019-02-18 14:57:00,27
2019-02-18 14:58:00,28
2019-02-18 14:59:00,28
2019-02-18 15:00:00,28
2019-02-18 15:01:00,28
2019-02-18 15:02:00,25
2019-02-18 15:03:00,29
2019-02-18 15:04:00,27
2019-02-18 15:05:00,26
2019-02-18 15:06:00,28
2019-02-18 15:07:00,26
2019-02-18 15:08:00,28
2019-02-18 15:09:00,27
2019-02-18 15:10:00,29
2019-02-18 15:11:00,26
2019-02-18 15:12:00,29
2019-02-18 15:13:00,28
2019-02-18 15:14:00,27
2019-02-18 15:15:00,28
2019-02-18 15:16:00,28
2019-02-18 15:17:00,27
2019-02-18 15:18:00,27
2019-02-18 15:19:00,30
2019-02-18 15:20:00,28
2019-02-18 15:21:00,27
2019-02-18 15:22:00,27
2019-02-18 15:23:00,25
2019-02-18 15:24:00,27
2019-02-18 15:25:00,28
2019-02-18 15:26:00,27
2019-02-18 15:27:00,29
2019-02-18 15:28:00,28
2019-02-18 15:29:00,28
2019-02-18 15:30:00,29
2019-02-18 15:31:00,28
2019-02-18 15:32:00,28
2019-02-18 15:33:00,30
2019-02-18 15:34:00,29
2019-02-18 15:35:00,29
2019-02-18 15:36:00,27
2019-02-18 15:37:00,28
2019-02-18 15:38:00,17
2019-02-18 16:35:00,19
2019-02-18 16:36:00,27
2019-02-18 16:37:00,29
2019-02-18 16:38:00,26
2019-02-18 16:39:00,27
2019-02-18 16:40:00,27
2019-02-18 16:41:00,27
2019-02-18 16:42:00,26
2019-02-18 16:43:00,28
2019-02-18 16:44:00,28
2019-02-18 16:45:00,30
2019-02-18 16:46:00,29
2019-02-18 16:47:00,29
2019-02-18 16:48:00,29
2019-02-18 16:49:00,28
2019-02-18 16:50:00,28
2019-02-18 16:51:00,29
2019-02-18 16:52:00,26
2019-02-18 16:53:00,28
2019-02-18 16:54:00,28
2019-02-18 16:55:00,28
2019-02-18 16:56:00,27
2019-02-18 16:57:00,28
2019-02-18 16:58:00,28
2019-02-18 16:59:00,28
2019-02-18 17:00:00,29
2019-02-18 17:01:00,28
2019-02-18 17:02:00,27
2019-02-18 17:03:00,27
2019-02-18 17:04:00,26
2019-02-18 17:05:00,25
2019-02-18 17:06:00,25
2019-02-18 17:07:00,28
2019-02-18 17:08:00,29
2019-02-18 17:09:00,30
2019-02-18 17:10:00,28
2019-02-18 17:11:00,29
2019-02-18 17:12:00,28
2019-02-18 17:13:00,25
2019-02-18 17:14:00,29
2019-02-18 17:15:00,29
2019-02-18 17:16:00,25
2019-02-18 17:17:00,29
2019-02-18 17:18:00,29
2019-02-18 17:19:00,30
2019-02-18 17:20:00,27
2019-02-18 17:21:00,26
2019-02-18 17:22:00,31
2019-02-18 17:23:00,30
2019-02-18 17:24:00,28
2019-02-18 17:25:00,30
2019-02-18 17:26:00,28
2019-02-18 17:27:00,28
2019-02-18 17:28:00,25
2019-02-18 17:29:00,30
2019-02-18 17:30:00,26
2019-02-18 17:31:00,26
2019-02-18 17:32:00,30
2019-02-18 17:33:00,27
2019-02-18 17:34:00,29
2019-02-18 17:35:00,29
2019-02-18 17:36:00,28
2019-02-18 17:37:00,25
2019-02-18 17:38:00,29
2019-02-18 17:39:00,29
2019-02-18 17:40:00,29
2019-02-18 17:41:00,27
2019-02-18 17:42:00,27
2019-02-18 17:43:00,28
2019-02-18 17:44:00,25
2019-02-18 17:45:00,30
2019-02-18 17:46:00,26
2019-02-18 17:47:00,26
2019-02-18 17:48:00,30
2019-02-18 17:49:00,26
2019-02-18 17:50:00,27
2019-02-18 17:51:00,27
2019-02-18 17:52:00,28
2019-02-18 17:53:00,30
2019-02-18 17:54:00,27
2019-02-18 17:55:00,29
2019-02-18 17:56:00,27
2019-02-18 17:57:00,28
2019-02-18 17:58:00,27
2019-02-18 17:59:00,27
2019-02-18 18:00:00,28
2019-02-18 18:01:00,29
2019-02-18 18:02:00,30
2019-02-18 18:03:00,27
2019-02-18 18:04:00,27
2019-02-18 18:05:00,30
2019-02-18 18:06:00,27
2019-02-18 18:07:00,30
2019-02-18 18:08:00,29
2019-02-18 18:09:00,27
2019-02-18 18:10:00,29
2019-02-18 18:11:00,27
2019-02-18 18:12:00,29
2019-02-18 18:13:00,28
2019-02-18 18:14:00,28
2019-02-18 18:15:00,28
2019-02-18 18:16:00,28
2019-02-18 18:17:00,29
2019-02-18 18:18:00,26
2019-02-18 18:19:00,30
2019-02-18 18:20:00,26
2019-02-18 18:21:00,28
2019-02-18 18:22:00,26
2019-02-18 18:23:00,26
2019-02-18 18:24:00,29
2019-02-18 18:25:00,27
2019-02-18 18:26:00,28
2019-02-18 18:27:00,28
2019-02-18 18:28:00,29
2019-02-18 18:29:00,28
2019-02-18 18:30:00,27
2019-02-18 18:31:00,29
2019-02-18 18:32:00,27
2019-02-18 18:33:00,27
2019-02-18 18:34:00,27
2019-02-18 18:35:00,28
2019-02-18 18:36:00,27
2019-02-18 18:37:00,27
2019-02-18 18:38:00,24
2019-02-18 18:39:00,26
2019-02-18 18:40:00,27
2019-02-18 18:41:00,29
2019-02-18 18:42:00,30
2019-02-18 18:43:00,29
2019-02-18 18:44:00,26
2019-02-18 18:45:00,26
2019-02-18 18:46:00,29
2019-02-18 18:47:00,26
2019-02-18 18:48:00,29
2019-02-18 18:49:00,26
2019-02-18 18:50:00,26
2019-02-18 18:51:00,31
2019-02-18 18:52:00,27
2019-02-18 18:53:00,26
2019-02-18 18:54:00,28
2019-02-18 18:55:00,28
2019-02-18 18:56:00,28
2019-02-18 18:57:00,25
2019-02-18 18:58:00,26
2019-02-18 18:59:00,28
2019-02-18 19:00:00,29
2019-02-18 19:01:00,26
2019-02-18 19:02:00,29
2019-02-18 19:03:00,27
2019-02-18 19:04:00,31
2019-02-18 19:05:00,26
2019-02-18 19:06:00,26
2019-02-18 19:07:00,28
2019-02-18 19:08:00,27
2019-02-18 19:09:00,28
2019-02-18 19:10:00,28
2019-02-18 19:11:00,26
2019-02-18 19:12:00,28
2019-02-18 19:13:00,26
2019-02-18 19:14:00,27
2019-02-18 19:15:00,27
2019-02-18 19:16:00,29
2019-02-18 19:17:00,29
2019-02-18 19:18:00,30
2019-02-18 19:19:00,30
2019-02-18 19:20:00,27
2019-02-18 19:21:00,24
2019-02-18 19:22:00,30
2019-02-18 19:23:00,29
2019-02-18 19:24:00,29
2019-02-18 19:25:00,28
2019-02-18 19:26:00,31
2019-02-18 19:27:00,26
2019-02-18 19:28:00,27
2019-02-18 19:29:00,29
2019-02-18 19:30:00,27
2019-02-18 19:31:00,29
2019-02-18 19:32:00,26
2019-02-18 19:33:00,29
2019-02-18 19:34:00,27
2019-02-18 19:35:00,26
2019-02-18 19:36:00,29
2019-02-18 19:37:00,29
2019-02-18 19:38:00,26
2019-02-18 19:39:00,28
2019-02-18 19:40:00,28
2019-02-18 19:41:00,26
2019-02-18 19:42:00,28
2019-02-18 19:43:00,27
2019-02-18 19:44:00,28
2019-02-18 19:45:00,29
2019-02-18 19:46:00,25
2019-02-18 19:47:00,28
2019-02-18 19:48:00,30
2019-02-18 19:49:00,28
2019-02-18 19:50:00,25
2019-02-18 19:51:00,28
2019-02-18 19:52:00,28
2019-02-18 19:53:00,25
2019-02-18 19:54:00,29
2019-02-18 19:55:00,29
2019-02-18 19:56:00,30
2019-02-18 19:57:00,29
2019-02-18 19:58:00,27
2019-02-18 19:59:00,17
2019-02-18 20:00:00,27
2019-02-18 20:01:00,30
2019-02-18 20:02:00,29
2019-02-18 20:03:00,28
2019-02-18 20:04:00,27
2019-02-18 20:05:00,26
2019-02-18 20:06:00,29
2019-02-18 20:07:00,27
2019-02-18 20:08:00,27
2019-02-18 20:09:00,26
2019-02-18 20:10:00,30
2019-02-18 20:11:00,27
2019-02-18 20:12:00,28
2019-02-18 20:13:00,28
2019-02-18 20:14:00,28
2019-02-18 20:15:00,25
2019-02-18 20:16:00,29
2019-02-18 20:17:00,29
2019-02-18 20:18:00,24
2019-02-18 20:19:00,16
2019-02-18 20:20:00,29
2019-02-18 20:21:00,28
2019-02-18 20:22:00,30
2019-02-18 20:23:00,26
2019-02-18 20:24:00,27
2019-02-18 20:25:00,28
2019-02-18 20:26:00,26
2019-02-18 20:27:00,28
2019-02-18 20:28:00,27
2019-02-18 20:29:00,28
2019-02-18 20:30:00,27
2019-02-18 20:31:00,27
2019-02-18 20:32:00,27
2019-02-18 20:33:00,28
2019-02-18 20:34:00,29
2019-02-18 20:35:00,26
2019-02-18 20:36:00,33
2019-02-18 20:37:00,29
2019-02-18 20:38:00,27
2019-02-18 20:39:00,32
2019-02-18 20:40:00,27
2019-02-18 20:41:00,27
2019-02-18 20:42:00,29
2019-02-18 20:43:00,27
2019-02-18 20:44:00,27
2019-02-18 20:45:00,20
2019-02-18 20:46:00,8
2019-02-18 20:47:00,8
2019-02-18 20:48:00,7
2019-02-18 20:49:00,7
2019-02-18 20:50:00,8
2019-02-18 20:51:00,8
2019-02-18 20:52:00,7
2019-02-18 20:53:00,8
2019-02-18 20:54:00,9
2019-02-18 20:55:00,7
2019-02-18 20:56:00,8
2019-02-18 20:57:00,8
2019-02-18 20:58:00,7
2019-02-18 20:59:00,8
2019-02-18 21:00:00,8
2019-02-18 21:01:00,12
2019-02-18 21:02:00,27
2019-02-18 21:03:00,30
2019-02-18 21:04:00,27
2019-02-18 21:05:00,28
2019-02-18 21:06:00,29
2019-02-18 21:07:00,27
2019-02-18 21:08:00,28
2019-02-18 21:09:00,32
2019-02-18 21:10:00,17
2019-02-18 21:11:00,8
2019-02-18 21:12:00,8
2019-02-18 21:13:00,7
2019-02-18 21:14:00,8
2019-02-18 21:15:00,8
2019-02-18 21:16:00,7
2019-02-18 21:17:00,8
2019-02-18 21:18:00,8
2019-02-18 21:19:00,8
2019-02-18 21:20:00,10
2019-02-18 21:21:00,14
2019-02-18 21:22:00,28
2019-02-18 21:23:00,28
2019-02-18 21:24:00,30
2019-02-18 21:25:00,30
2019-02-18 21:26:00,14
2019-02-18 21:27:00,7
2019-02-18 21:28:00,7
2019-02-18 21:29:00,8
2019-02-18 21:30:00,7
2019-02-18 21:31:00,8
2019-02-18 21:32:00,8
2019-02-18 21:33:00,16
2019-02-18 21:34:00,31
2019-02-18 21:35:00,28
2019-02-18 21:36:00,28
2019-02-18 21:37:00,25
2019-02-18 21:38:00,8
2019-02-18 21:39:00,7
2019-02-18 21:40:00,7
2019-02-18 21:41:00,7
2019-02-18 21:42:00,8
2019-02-18 21:43:00,6
2019-02-18 21:44:00,7
2019-02-18 21:45:00,7
2019-02-18 21:46:00,7
2019-02-18 21:47:00,6
2019-02-18 21:48:00,7
2019-02-18 21:49:00,7
2019-02-18 21:50:00,7
2019-02-18 21:51:00,8
2019-02-18 21:52:00,7
2019-02-18 21:53:00,8
2019-02-18 21:54:00,8
2019-02-18 21:55:00,10
2019-02-18 21:56:00,21
2019-02-18 21:57:00,30
2019-02-18 21:58:00,30
2019-02-18 21:59:00,27
2019-02-18 22:00:00,28
2019-02-18 22:01:00,27
2019-02-18 22:02:00,28
2019-02-18 22:03:00,26
2019-02-18 22:04:00,10
2019-02-18 22:05:00,8
2019-02-18 22:06:00,7
2019-02-18 22:07:00,7
2019-02-18 22:08:00,7
2019-02-18 22:09:00,7
2019-02-18 22:10:00,8
2019-02-18 22:11:00,7
2019-02-18 22:12:00,7
2019-02-18 22:13:00,8
2019-02-18 22:14:00,7
2019-02-18 22:15:00,8
2019-02-18 22:16:00,8
2019-02-18 22:17:00,7
2019-02-18 22:18:00,7
2019-02-18 22:19:00,8
2019-02-18 22:20:00,7
2019-02-18 22:21:00,8
2019-02-18 22:22:00,7
2019-02-18 22:23:00,8
2019-02-18 22:24:00,7
2019-02-18 22:25:00,8
2019-02-18 22:26:00,7
2019-02-18 22:27:00,11
2019-02-18 22:28:00,12
2019-02-18 22:29:00,24
2019-02-18 22:30:00,27
2019-02-18 22:31:00,29
2019-02-18 22:32:00,28
2019-02-18 22:33:00,28
2019-02-18 22:34:00,28
2019-02-18 22:35:00,29
2019-02-18 22:36:00,28
2019-02-18 22:37:00,29
2019-02-18 22:38:00,28
2019-02-18 22:39:00,28
2019-02-18 22:40:00,27
2019-02-18 22:41:00,27
2019-02-18 22:42:00,27
2019-02-18 22:43:00,30
2019-02-18 22:44:00,25
2019-02-18 22:45:00,27
2019-02-18 22:46:00,26
2019-02-18 22:47:00,26
2019-02-18 22:48:00,29
2019-02-18 22:49:00,28
2019-02-18 22:50:00,32
2019-02-18 22:51:00,28
2019-02-18 22:52:00,29
2019-02-18 22:53:00,27
2019-02-18 22:54:00,29
2019-02-18 22:55:00,28
2019-02-18 22:56:00,25
2019-02-18 22:57:00,28
2019-02-18 22:58:00,30
2019-02-18 22:59:00,25
2019-02-18 23:00:00,27
2019-02-18 23:01:00,28
2019-02-18 23:02:00,26
2019-02-18 23:03:00,28
2019-02-18 23:04:00,25
2019-02-18 23:05:00,27
2019-02-18 23:06:00,27
2019-02-18 23:07:00,26
2019-02-18 23:08:00,24
2019-02-18 23:09:00,25
2019-02-18 23:10:00,29
2019-02-18 23:11:00,27
2019-02-18 23:12:00,26
2019-02-18 23:13:00,28
2019-02-18 23:14:00,28
2019-02-18 23:15:00,28
2019-02-18 23:16:00,30
2019-02-18 23:17:00,28
2019-02-18 23:18:00,30
2019-02-18 23:19:00,29
2019-02-18 23:20:00,30
2019-02-18 23:21:00,26
2019-02-18 23:22:00,28
2019-02-18 23:23:00,28
2019-02-18 23:24:00,26
2019-02-18 23:25:00,28
2019-02-18 23:26:00,28
2019-02-18 23:27:00,26
2019-02-18 23:28:00,28
2019-02-18 23:29:00,27
2019-02-18 23:30:00,27
2019-02-18 23:31:00,29
2019-02-18 23:32:00,27
2019-02-18 23:33:00,26
2019-02-18 23:34:00,26
2019-02-18 23:35:00,29
2019-02-18 23:36:00,28
2019-02-18 23:37:00,25
2019-02-18 23:38:00,27
2019-02-18 23:39:00,28
2019-02-18 23:40:00,27
2019-02-18 23:41:00,29
2019-02-18 23:42:00,27
2019-02-18 23:43:00,27
2019-02-18 23:44:00,26
2019-02-18 23:45:00,28
2019-02-18 23:46:00,27
2019-02-18 23:47:00,28
2019-02-18 23:48:00,27
2019-02-18 23:49:00,30
2019-02-18 23:50:00,27
2019-02-18 23:51:00,28
2019-02-18 23:52:00,28
2019-02-18 23:53:00,27
2019-02-18 23:54:00,29
2019-02-18 23:55:00,29
2019-02-18 23:56:00,27
2019-02-18 23:57:00,28
2019-02-18 23:58:00,27
2019-02-18 23:59:00,27
