97,"SELECT TOP # a.apogee_id, cast (str (a.glon, #, #) as float) glon, cast (str (a.glat, #, #) as float) glat, a.snr, a.vhelio_avg, a.vscatter, q.teff, q.logg, q.param_m_h, q.param_alpha_m FROM apogeeStar as a JOIN dbo.fgetNearbyApogeeStarEq (#, #, #) AS b ON b.apstar_id = a.apstar_id JOIN apogeeObject as o ON a.apogee_id = o.apogee_id JOIN aspcapStar as q ON a.apstar_id = q.apstar_id"
2019-01-01 02:01:00,1
2019-01-01 10:54:00,1
2019-01-02 02:37:00,1
2019-01-07 23:36:00,1
2019-01-08 07:27:00,1
2019-01-14 18:33:00,1
2019-01-24 14:32:00,1
2019-01-27 23:43:00,1
2019-01-28 16:58:00,1
2019-02-02 23:40:00,1
2019-02-12 20:25:00,1
2019-02-14 11:54:00,1
2019-02-26 03:40:00,1
2019-02-27 09:56:00,1
2019-02-28 09:26:00,1
2019-02-28 18:47:00,1
2019-03-01 22:29:00,1
2019-03-03 04:07:00,1
2019-03-07 14:53:00,1
2019-03-08 23:05:00,1
2019-03-09 12:59:00,1
2019-03-11 17:40:00,1
2019-03-21 04:38:00,1
2019-03-25 03:08:00,1
2019-03-26 11:58:00,1
2019-04-05 09:03:00,1
2019-04-07 20:02:00,1
2019-04-07 20:04:00,1
2019-04-14 13:58:00,1
2019-04-18 10:52:00,1
2019-04-18 11:14:00,1
2019-04-22 20:32:00,1
2019-04-23 00:21:00,1
2019-04-28 04:21:00,1
2019-04-28 21:24:00,1
2019-04-30 12:20:00,1
2019-05-11 03:55:00,1
2019-05-17 05:39:00,1
2019-05-17 05:41:00,1
2019-05-21 07:36:00,1
2019-05-21 20:24:00,1
2019-05-25 08:10:00,1
2019-05-30 08:31:00,1
2019-06-04 20:39:00,1
2019-06-18 20:55:00,1
2019-06-20 06:47:00,1
2019-06-27 03:51:00,1
2019-06-30 12:52:00,1
2019-07-02 08:35:00,1
2019-07-02 19:42:00,1
2019-07-02 23:54:00,1
2019-07-03 10:49:00,1
2019-07-06 02:04:00,1
2019-07-13 21:01:00,1
2019-07-14 02:49:00,1
2019-07-20 05:46:00,1
2019-07-31 05:17:00,1
2019-08-11 01:36:00,1
2019-08-11 20:30:00,1
2019-08-12 04:12:00,1
2019-08-12 19:34:00,1
2019-08-18 13:32:00,1
2019-08-28 01:01:00,1
2019-09-01 00:08:00,1
2019-09-01 09:20:00,1
2019-09-10 09:06:00,1
2019-09-20 01:30:00,1
2019-09-21 13:50:00,1
2019-09-24 18:07:00,1
2019-09-25 19:22:00,1
2019-10-02 07:54:00,1
2019-10-10 02:49:00,1
2019-10-14 00:12:00,1
2019-10-17 13:47:00,1
2019-10-22 23:19:00,1
2019-10-24 16:01:00,1
2019-11-02 00:53:00,1
2019-11-02 15:08:00,1
2019-11-04 14:42:00,1
2019-11-08 21:35:00,1
2019-11-09 17:12:00,1
2019-11-15 03:28:00,1
2019-11-16 14:07:00,1
2019-11-18 01:48:00,1
2019-11-22 09:24:00,1
2019-11-27 13:41:00,1
2019-12-01 01:01:00,1
2019-12-05 11:36:00,1
2019-12-06 10:06:00,1
2019-12-06 22:34:00,1
2019-12-09 16:23:00,1
2019-12-12 11:23:00,1
2019-12-13 17:58:00,1
2019-12-14 07:06:00,1
2019-12-25 05:34:00,1
2019-12-25 17:56:00,1
2019-12-27 13:48:00,1
