93,"SELECT TOP # a.apogee_id, cast (str (a.glon, #, #) as float) glon, cast (str (a.glat, #, #) as float) glat, a.snr, a.vhelio_avg, a.vscatter, q.teff, q.logg, q.param_m_h, q.param_alpha_m FROM apogeeStar as a JOIN apogeeObject as o ON a.apogee_id = o.apogee_id JOIN aspcapStar as q ON a.apstar_id = q.apstar_id"
2019-01-01 02:01:00,1
2019-01-01 10:54:00,1
2019-01-02 02:37:00,1
2019-01-07 23:36:00,1
2019-01-08 07:27:00,1
2019-01-24 14:32:00,1
2019-01-27 23:43:00,1
2019-01-28 16:58:00,1
2019-02-12 20:25:00,1
2019-02-14 11:54:00,1
2019-02-26 03:40:00,1
2019-02-26 20:14:00,1
2019-02-28 09:26:00,1
2019-02-28 17:33:00,1
2019-02-28 18:47:00,1
2019-03-01 22:29:00,1
2019-03-03 04:07:00,1
2019-03-07 14:53:00,1
2019-03-08 22:58:00,1
2019-03-08 23:05:00,1
2019-03-09 12:59:00,1
2019-03-12 02:03:00,1
2019-03-22 12:53:00,1
2019-03-25 03:08:00,1
2019-03-26 11:58:00,1
2019-04-05 09:03:00,1
2019-04-05 19:25:00,1
2019-04-07 20:03:00,1
2019-04-14 13:59:00,1
2019-04-18 10:52:00,1
2019-04-18 11:15:00,1
2019-04-22 20:32:00,1
2019-04-23 00:21:00,1
2019-04-28 04:21:00,1
2019-04-29 08:29:00,1
2019-04-30 12:20:00,1
2019-05-08 23:21:00,1
2019-05-17 05:39:00,1
2019-05-17 05:41:00,1
2019-05-21 00:01:00,1
2019-05-21 07:36:00,1
2019-05-21 20:24:00,1
2019-05-25 08:10:00,1
2019-05-30 08:31:00,1
2019-06-01 13:29:00,1
2019-06-08 15:03:00,1
2019-06-21 02:28:00,1
2019-06-24 18:53:00,1
2019-06-27 03:51:00,1
2019-07-02 08:32:00,1
2019-07-02 19:42:00,1
2019-07-02 23:54:00,1
2019-07-03 10:49:00,1
2019-07-14 02:49:00,1
2019-07-14 04:49:00,1
2019-07-20 05:46:00,1
2019-07-31 19:20:00,1
2019-08-11 01:37:00,1
2019-08-12 04:12:00,1
2019-08-12 19:34:00,1
2019-08-16 19:01:00,1
2019-08-28 01:01:00,1
2019-09-01 00:08:00,1
2019-09-01 09:20:00,1
2019-09-10 09:06:00,1
2019-09-20 01:30:00,1
2019-09-21 13:50:00,1
2019-09-25 19:22:00,1
2019-10-02 07:54:00,1
2019-10-04 00:51:00,1
2019-10-10 02:49:00,1
2019-10-17 13:47:00,1
2019-10-21 18:47:00,1
2019-10-22 23:19:00,1
2019-11-02 00:53:00,1
2019-11-03 16:57:00,1
2019-11-04 14:42:00,1
2019-11-08 21:35:00,1
2019-11-09 17:12:00,1
2019-11-15 03:28:00,1
2019-11-16 13:13:00,1
2019-11-16 14:08:00,1
2019-11-22 09:24:00,1
2019-11-27 13:41:00,1
2019-12-01 01:01:00,1
2019-12-05 11:36:00,1
2019-12-09 16:23:00,1
2019-12-12 11:23:00,1
2019-12-13 17:58:00,1
2019-12-14 07:06:00,1
2019-12-25 05:34:00,1
2019-12-25 16:55:00,1
2019-12-27 13:48:00,1
