38,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-07-25 19:44:00,1
2019-07-25 19:45:00,1
2019-07-25 19:48:00,2
2019-07-25 19:54:00,2
2019-07-25 19:59:00,1
2019-07-25 20:00:00,1
2019-07-25 20:16:00,1
2019-07-25 20:18:00,1
2019-07-25 20:21:00,1
2019-07-25 20:55:00,1
2019-07-25 20:59:00,2
2019-07-25 21:14:00,1
2019-07-25 21:15:00,1
2019-07-25 21:22:00,2
2019-07-25 21:28:00,2
2019-07-25 21:31:00,1
2019-07-25 21:36:00,1
2019-07-25 21:37:00,1
2019-07-25 21:41:00,1
2019-07-25 22:22:00,1
2019-07-25 22:27:00,1
2019-07-25 22:32:00,1
2019-07-25 22:35:00,2
2019-07-25 22:49:00,1
2019-07-25 22:50:00,1
2019-07-25 22:51:00,1
2019-07-25 22:55:00,2
2019-07-25 22:58:00,1
2019-07-25 23:05:00,1
2019-07-25 23:41:00,1
2019-07-25 23:42:00,1
