17,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-01-20 07:34:00,2
2019-01-20 07:39:00,1
2019-01-20 08:19:00,1
2019-01-20 08:21:00,1
2019-01-20 08:27:00,1
2019-01-20 08:31:00,1
2019-01-20 08:35:00,3
2019-01-20 08:42:00,1
2019-01-20 08:44:00,1
2019-01-20 08:46:00,1
2019-01-20 08:51:00,1
2019-01-20 08:54:00,1
2019-01-20 09:06:00,1
2019-01-20 12:19:00,1
