140,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-08-05 00:49:00,1
2019-08-05 01:30:00,9
2019-08-05 01:45:00,1
2019-08-05 01:46:00,2
2019-08-05 02:45:00,1
2019-08-05 03:46:00,1
2019-08-05 03:52:00,2
2019-08-05 03:54:00,2
2019-08-05 04:16:00,1
2019-08-05 04:19:00,1
2019-08-05 04:29:00,1
2019-08-05 04:33:00,1
2019-08-05 04:46:00,1
2019-08-05 05:45:00,1
2019-08-05 06:47:00,1
2019-08-05 07:45:00,1
2019-08-05 07:49:00,1
2019-08-05 07:52:00,1
2019-08-05 07:55:00,1
2019-08-05 07:58:00,1
2019-08-05 08:03:00,1
2019-08-05 08:07:00,1
2019-08-05 08:15:00,1
2019-08-05 08:18:00,1
2019-08-05 08:45:00,1
2019-08-05 09:45:00,1
2019-08-05 10:19:00,1
2019-08-05 10:21:00,1
2019-08-05 10:46:00,1
2019-08-05 10:50:00,9
2019-08-05 11:45:00,1
2019-08-05 12:25:00,9
2019-08-05 12:46:00,1
2019-08-05 12:51:00,9
2019-08-05 13:46:00,1
2019-08-05 14:46:00,1
2019-08-05 15:01:00,9
2019-08-05 15:43:00,1
2019-08-05 15:45:00,2
2019-08-05 15:46:00,1
2019-08-05 15:49:00,1
2019-08-05 15:50:00,1
2019-08-05 15:53:00,1
2019-08-05 15:54:00,1
2019-08-05 15:56:00,1
2019-08-05 15:57:00,1
2019-08-05 16:01:00,1
2019-08-05 16:20:00,1
2019-08-05 16:24:00,1
2019-08-05 16:30:00,1
2019-08-05 16:32:00,1
2019-08-05 16:34:00,1
2019-08-05 16:38:00,1
2019-08-05 16:45:00,1
2019-08-05 16:48:00,1
2019-08-05 16:51:00,1
2019-08-05 17:08:00,1
2019-08-05 17:10:00,1
2019-08-05 17:12:00,1
2019-08-05 17:13:00,1
2019-08-05 17:46:00,1
2019-08-05 18:01:00,9
2019-08-05 18:03:00,1
2019-08-05 18:04:00,9
2019-08-05 18:06:00,1
2019-08-05 18:10:00,1
2019-08-05 18:13:00,1
2019-08-05 18:16:00,1
2019-08-05 18:19:00,1
2019-08-05 18:46:00,1
2019-08-05 19:16:00,9
2019-08-05 19:46:00,1
