139,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-04-25 00:17:00,1
2019-04-25 01:53:00,10
2019-04-25 02:53:00,8
2019-04-25 05:05:00,6
2019-04-25 05:41:00,1
2019-04-25 08:36:00,1
2019-04-25 12:27:00,10
2019-04-25 13:36:00,1
2019-04-25 15:57:00,1
2019-04-25 15:59:00,1
2019-04-25 16:02:00,1
2019-04-25 16:03:00,1
2019-04-25 16:05:00,1
2019-04-25 16:07:00,2
2019-04-25 16:09:00,3
2019-04-25 16:21:00,2
2019-04-25 16:24:00,5
2019-04-25 16:32:00,1
2019-04-25 16:33:00,1
2019-04-25 16:39:00,2
2019-04-25 16:42:00,1
2019-04-25 16:44:00,2
2019-04-25 16:46:00,2
2019-04-25 16:50:00,4
2019-04-25 16:54:00,1
2019-04-25 16:56:00,3
2019-04-25 16:59:00,1
2019-04-25 17:01:00,1
2019-04-25 17:03:00,1
2019-04-25 17:05:00,1
2019-04-25 17:07:00,2
2019-04-25 17:08:00,1
2019-04-25 17:10:00,1
2019-04-25 17:11:00,1
2019-04-25 17:13:00,2
2019-04-25 17:17:00,1
2019-04-25 17:19:00,1
2019-04-25 17:20:00,2
2019-04-25 17:21:00,1
2019-04-25 17:22:00,1
2019-04-25 17:24:00,1
2019-04-25 17:27:00,2
2019-04-25 17:30:00,1
2019-04-25 17:31:00,1
2019-04-25 17:32:00,1
2019-04-25 17:35:00,4
2019-04-25 17:38:00,1
2019-04-25 17:39:00,1
2019-04-25 17:40:00,2
2019-04-25 17:42:00,1
2019-04-25 17:52:00,1
2019-04-25 17:53:00,1
2019-04-25 17:54:00,2
2019-04-25 17:55:00,2
2019-04-25 17:59:00,2
2019-04-25 18:02:00,1
2019-04-25 18:04:00,1
2019-04-25 18:07:00,1
2019-04-25 18:10:00,2
2019-04-25 18:11:00,1
2019-04-25 18:13:00,1
2019-04-25 18:18:00,3
2019-04-25 18:20:00,1
2019-04-25 18:21:00,2
2019-04-25 18:25:00,3
2019-04-25 18:27:00,2
2019-04-25 18:31:00,2
2019-04-25 18:33:00,2
2019-04-25 18:37:00,1
2019-04-25 18:39:00,1
2019-04-25 18:40:00,1
2019-04-25 18:41:00,1
2019-04-25 20:07:00,1
