669,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-04-25 00:47:00,1
2019-04-25 01:47:00,1
2019-04-25 02:18:00,2
2019-04-25 02:19:00,1
2019-04-25 02:25:00,1
2019-04-25 02:47:00,1
2019-04-25 03:24:00,1
2019-04-25 03:44:00,1
2019-04-25 03:46:00,1
2019-04-25 04:46:00,1
2019-04-25 05:23:00,9
2019-04-25 05:48:00,1
2019-04-25 06:26:00,9
2019-04-25 06:48:00,1
2019-04-25 07:48:00,1
2019-04-25 07:52:00,9
2019-04-25 08:47:00,1
2019-04-25 09:37:00,1
2019-04-25 09:46:00,1
2019-04-25 10:18:00,1
2019-04-25 10:28:00,1
2019-04-25 10:31:00,1
2019-04-25 10:35:00,2
2019-04-25 10:36:00,1
2019-04-25 10:45:00,1
2019-04-25 11:45:00,1
2019-04-25 11:49:00,1
2019-04-25 12:46:00,1
2019-04-25 13:45:00,10
2019-04-25 13:46:00,35
2019-04-25 13:47:00,28
2019-04-25 14:00:00,9
2019-04-25 14:20:00,9
2019-04-25 14:26:00,1
2019-04-25 14:27:00,1
2019-04-25 14:28:00,1
2019-04-25 14:29:00,1
2019-04-25 14:30:00,1
2019-04-25 14:31:00,1
2019-04-25 14:32:00,1
2019-04-25 14:45:00,1
2019-04-25 15:46:00,1
2019-04-25 16:34:00,17
2019-04-25 16:35:00,1
2019-04-25 16:36:00,9
2019-04-25 16:37:00,9
2019-04-25 16:46:00,1
2019-04-25 17:30:00,9
2019-04-25 17:45:00,2
2019-04-25 18:27:00,140
2019-04-25 18:28:00,231
2019-04-25 18:29:00,94
2019-04-25 18:45:00,1
2019-04-25 19:46:00,1
