5390,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-06-15 00:00:00,1
2019-06-15 00:01:00,1
2019-06-15 00:02:00,1
2019-06-15 00:03:00,4
2019-06-15 00:05:00,16
2019-06-15 00:06:00,9
2019-06-15 00:07:00,2
2019-06-15 00:08:00,1
2019-06-15 00:10:00,1
2019-06-15 00:11:00,1
2019-06-15 00:12:00,1
2019-06-15 00:13:00,4
2019-06-15 00:15:00,17
2019-06-15 00:16:00,10
2019-06-15 00:17:00,2
2019-06-15 00:18:00,1
2019-06-15 00:20:00,1
2019-06-15 00:21:00,1
2019-06-15 00:22:00,1
2019-06-15 00:23:00,4
2019-06-15 00:25:00,18
2019-06-15 00:26:00,11
2019-06-15 00:27:00,2
2019-06-15 00:28:00,1
2019-06-15 00:30:00,1
2019-06-15 00:31:00,1
2019-06-15 00:32:00,1
2019-06-15 00:33:00,4
2019-06-15 00:35:00,16
2019-06-15 00:36:00,10
2019-06-15 00:37:00,2
2019-06-15 00:38:00,1
2019-06-15 00:40:00,1
2019-06-15 00:41:00,1
2019-06-15 00:42:00,1
2019-06-15 00:43:00,4
2019-06-15 00:45:00,16
2019-06-15 00:46:00,10
2019-06-15 00:47:00,2
2019-06-15 00:48:00,1
2019-06-15 00:50:00,1
2019-06-15 00:51:00,1
2019-06-15 00:52:00,1
2019-06-15 00:53:00,4
2019-06-15 00:55:00,16
2019-06-15 00:56:00,10
2019-06-15 00:57:00,2
2019-06-15 00:58:00,1
2019-06-15 01:00:00,1
2019-06-15 01:01:00,1
2019-06-15 01:02:00,1
2019-06-15 01:03:00,4
2019-06-15 01:05:00,15
2019-06-15 01:06:00,11
2019-06-15 01:07:00,2
2019-06-15 01:08:00,1
2019-06-15 01:10:00,1
2019-06-15 01:11:00,1
2019-06-15 01:12:00,1
2019-06-15 01:13:00,4
2019-06-15 01:15:00,15
2019-06-15 01:16:00,11
2019-06-15 01:17:00,2
2019-06-15 01:18:00,1
2019-06-15 01:20:00,1
2019-06-15 01:21:00,1
2019-06-15 01:22:00,1
2019-06-15 01:23:00,4
2019-06-15 01:25:00,16
2019-06-15 01:26:00,11
2019-06-15 01:27:00,2
2019-06-15 01:28:00,1
2019-06-15 01:30:00,1
2019-06-15 01:31:00,1
2019-06-15 01:32:00,1
2019-06-15 01:33:00,4
2019-06-15 01:35:00,16
2019-06-15 01:36:00,11
2019-06-15 01:37:00,2
2019-06-15 01:38:00,1
2019-06-15 01:40:00,1
2019-06-15 01:41:00,1
2019-06-15 01:42:00,1
2019-06-15 01:43:00,4
2019-06-15 01:45:00,15
2019-06-15 01:46:00,11
2019-06-15 01:47:00,2
2019-06-15 01:48:00,1
2019-06-15 01:50:00,1
2019-06-15 01:51:00,1
2019-06-15 01:52:00,1
2019-06-15 01:53:00,4
2019-06-15 01:55:00,15
2019-06-15 01:56:00,11
2019-06-15 01:57:00,2
2019-06-15 01:58:00,1
2019-06-15 02:00:00,1
2019-06-15 02:01:00,1
2019-06-15 02:02:00,1
2019-06-15 02:03:00,6
2019-06-15 02:05:00,16
2019-06-15 02:06:00,11
2019-06-15 02:07:00,2
2019-06-15 02:08:00,1
2019-06-15 02:10:00,1
2019-06-15 02:11:00,1
2019-06-15 02:12:00,1
2019-06-15 02:13:00,4
2019-06-15 02:15:00,15
2019-06-15 02:16:00,11
2019-06-15 02:17:00,2
2019-06-15 02:18:00,1
2019-06-15 02:20:00,1
2019-06-15 02:21:00,1
2019-06-15 02:22:00,1
2019-06-15 02:23:00,4
2019-06-15 02:25:00,15
2019-06-15 02:26:00,11
2019-06-15 02:27:00,2
2019-06-15 02:28:00,1
2019-06-15 02:30:00,1
2019-06-15 02:31:00,1
2019-06-15 02:32:00,1
2019-06-15 02:33:00,4
2019-06-15 02:35:00,15
2019-06-15 02:36:00,11
2019-06-15 02:37:00,2
2019-06-15 02:38:00,1
2019-06-15 02:40:00,1
2019-06-15 02:41:00,1
2019-06-15 02:42:00,1
2019-06-15 02:43:00,4
2019-06-15 02:45:00,15
2019-06-15 02:46:00,11
2019-06-15 02:47:00,2
2019-06-15 02:48:00,1
2019-06-15 02:50:00,1
2019-06-15 02:51:00,1
2019-06-15 02:52:00,1
2019-06-15 02:53:00,4
2019-06-15 02:55:00,15
2019-06-15 02:56:00,11
2019-06-15 02:57:00,2
2019-06-15 02:58:00,1
2019-06-15 03:00:00,1
2019-06-15 03:01:00,1
2019-06-15 03:02:00,1
2019-06-15 03:03:00,4
2019-06-15 03:05:00,15
2019-06-15 03:06:00,11
2019-06-15 03:07:00,2
2019-06-15 03:08:00,1
2019-06-15 03:10:00,1
2019-06-15 03:11:00,1
2019-06-15 03:12:00,1
2019-06-15 03:13:00,4
2019-06-15 03:15:00,16
2019-06-15 03:16:00,11
2019-06-15 03:17:00,2
2019-06-15 03:18:00,1
2019-06-15 03:20:00,1
2019-06-15 03:21:00,1
2019-06-15 03:22:00,1
2019-06-15 03:23:00,4
2019-06-15 03:25:00,15
2019-06-15 03:26:00,11
2019-06-15 03:27:00,2
2019-06-15 03:28:00,1
2019-06-15 03:30:00,1
2019-06-15 03:31:00,1
2019-06-15 03:32:00,1
2019-06-15 03:33:00,4
2019-06-15 03:35:00,15
2019-06-15 03:36:00,11
2019-06-15 03:37:00,2
2019-06-15 03:38:00,1
2019-06-15 03:40:00,1
2019-06-15 03:41:00,1
2019-06-15 03:42:00,1
2019-06-15 03:43:00,4
2019-06-15 03:45:00,15
2019-06-15 03:46:00,11
2019-06-15 03:47:00,2
2019-06-15 03:48:00,1
2019-06-15 03:50:00,1
2019-06-15 03:51:00,1
2019-06-15 03:52:00,1
2019-06-15 03:53:00,4
2019-06-15 03:55:00,15
2019-06-15 03:56:00,11
2019-06-15 03:57:00,2
2019-06-15 03:58:00,1
2019-06-15 04:00:00,1
2019-06-15 04:01:00,1
2019-06-15 04:02:00,1
2019-06-15 04:03:00,4
2019-06-15 04:05:00,15
2019-06-15 04:06:00,11
2019-06-15 04:07:00,2
2019-06-15 04:08:00,1
2019-06-15 04:10:00,1
2019-06-15 04:11:00,1
2019-06-15 04:12:00,1
2019-06-15 04:13:00,4
2019-06-15 04:15:00,15
2019-06-15 04:16:00,11
2019-06-15 04:17:00,2
2019-06-15 04:18:00,1
2019-06-15 04:20:00,1
2019-06-15 04:21:00,1
2019-06-15 04:22:00,1
2019-06-15 04:23:00,4
2019-06-15 04:25:00,16
2019-06-15 04:26:00,11
2019-06-15 04:27:00,2
2019-06-15 04:28:00,1
2019-06-15 04:30:00,1
2019-06-15 04:31:00,1
2019-06-15 04:32:00,1
2019-06-15 04:33:00,4
2019-06-15 04:35:00,15
2019-06-15 04:36:00,13
2019-06-15 04:37:00,2
2019-06-15 04:38:00,1
2019-06-15 04:40:00,1
2019-06-15 04:41:00,1
2019-06-15 04:42:00,1
2019-06-15 04:43:00,4
2019-06-15 04:45:00,15
2019-06-15 04:46:00,11
2019-06-15 04:47:00,2
2019-06-15 04:48:00,1
2019-06-15 04:50:00,1
2019-06-15 04:51:00,1
2019-06-15 04:52:00,1
2019-06-15 04:53:00,4
2019-06-15 04:55:00,15
2019-06-15 04:56:00,11
2019-06-15 04:57:00,2
2019-06-15 04:58:00,1
2019-06-15 05:00:00,1
2019-06-15 05:01:00,1
2019-06-15 05:02:00,1
2019-06-15 05:03:00,4
2019-06-15 05:05:00,16
2019-06-15 05:06:00,11
2019-06-15 05:07:00,2
2019-06-15 05:08:00,1
2019-06-15 05:10:00,1
2019-06-15 05:11:00,1
2019-06-15 05:12:00,1
2019-06-15 05:13:00,4
2019-06-15 05:15:00,15
2019-06-15 05:16:00,10
2019-06-15 05:17:00,3
2019-06-15 05:18:00,1
2019-06-15 05:20:00,1
2019-06-15 05:21:00,1
2019-06-15 05:22:00,1
2019-06-15 05:23:00,4
2019-06-15 05:25:00,15
2019-06-15 05:26:00,10
2019-06-15 05:27:00,3
2019-06-15 05:28:00,1
2019-06-15 05:30:00,1
2019-06-15 05:31:00,1
2019-06-15 05:32:00,1
2019-06-15 05:33:00,4
2019-06-15 05:35:00,17
2019-06-15 05:36:00,11
2019-06-15 05:37:00,3
2019-06-15 05:38:00,1
2019-06-15 05:40:00,1
2019-06-15 05:41:00,1
2019-06-15 05:42:00,1
2019-06-15 05:43:00,4
2019-06-15 05:45:00,15
2019-06-15 05:46:00,10
2019-06-15 05:47:00,3
2019-06-15 05:48:00,1
2019-06-15 05:50:00,1
2019-06-15 05:51:00,1
2019-06-15 05:52:00,1
2019-06-15 05:53:00,4
2019-06-15 05:55:00,15
2019-06-15 05:56:00,12
2019-06-15 05:57:00,3
2019-06-15 05:58:00,1
2019-06-15 06:00:00,1
2019-06-15 06:01:00,1
2019-06-15 06:02:00,1
2019-06-15 06:03:00,4
2019-06-15 06:05:00,15
2019-06-15 06:06:00,10
2019-06-15 06:07:00,3
2019-06-15 06:08:00,1
2019-06-15 06:10:00,1
2019-06-15 06:11:00,1
2019-06-15 06:12:00,1
2019-06-15 06:13:00,4
2019-06-15 06:15:00,15
2019-06-15 06:16:00,10
2019-06-15 06:17:00,3
2019-06-15 06:18:00,1
2019-06-15 06:20:00,1
2019-06-15 06:21:00,1
2019-06-15 06:22:00,1
2019-06-15 06:23:00,4
2019-06-15 06:25:00,15
2019-06-15 06:26:00,10
2019-06-15 06:27:00,3
2019-06-15 06:28:00,1
2019-06-15 06:30:00,1
2019-06-15 06:31:00,1
2019-06-15 06:32:00,1
2019-06-15 06:33:00,4
2019-06-15 06:35:00,15
2019-06-15 06:36:00,10
2019-06-15 06:37:00,3
2019-06-15 06:38:00,1
2019-06-15 06:40:00,1
2019-06-15 06:41:00,1
2019-06-15 06:42:00,1
2019-06-15 06:43:00,4
2019-06-15 06:45:00,16
2019-06-15 06:46:00,10
2019-06-15 06:47:00,3
2019-06-15 06:48:00,1
2019-06-15 06:50:00,1
2019-06-15 06:51:00,1
2019-06-15 06:52:00,1
2019-06-15 06:53:00,4
2019-06-15 06:55:00,15
2019-06-15 06:56:00,10
2019-06-15 06:57:00,3
2019-06-15 06:58:00,1
2019-06-15 07:00:00,1
2019-06-15 07:01:00,1
2019-06-15 07:02:00,1
2019-06-15 07:03:00,6
2019-06-15 07:05:00,15
2019-06-15 07:06:00,10
2019-06-15 07:07:00,3
2019-06-15 07:08:00,1
2019-06-15 07:10:00,1
2019-06-15 07:11:00,1
2019-06-15 07:12:00,1
2019-06-15 07:13:00,4
2019-06-15 07:15:00,16
2019-06-15 07:16:00,10
2019-06-15 07:17:00,3
2019-06-15 07:18:00,1
2019-06-15 07:20:00,1
2019-06-15 07:21:00,1
2019-06-15 07:22:00,1
2019-06-15 07:23:00,4
2019-06-15 07:25:00,17
2019-06-15 07:26:00,10
2019-06-15 07:27:00,3
2019-06-15 07:28:00,1
2019-06-15 07:30:00,1
2019-06-15 07:31:00,1
2019-06-15 07:32:00,1
2019-06-15 07:33:00,4
2019-06-15 07:35:00,15
2019-06-15 07:36:00,10
2019-06-15 07:37:00,3
2019-06-15 07:38:00,1
2019-06-15 07:40:00,1
2019-06-15 07:41:00,1
2019-06-15 07:42:00,1
2019-06-15 07:43:00,4
2019-06-15 07:45:00,17
