5286,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-05 05:06:00,5
2019-10-05 05:07:00,6
2019-10-05 05:09:00,3
2019-10-05 05:11:00,2
2019-10-05 05:12:00,3
2019-10-05 05:13:00,10
2019-10-05 05:14:00,5
2019-10-05 05:15:00,2
2019-10-05 05:16:00,5
2019-10-05 05:17:00,6
2019-10-05 05:19:00,3
2019-10-05 05:21:00,2
2019-10-05 05:22:00,3
2019-10-05 05:23:00,10
2019-10-05 05:24:00,5
2019-10-05 05:25:00,2
2019-10-05 05:26:00,5
2019-10-05 05:27:00,6
2019-10-05 05:29:00,3
2019-10-05 05:31:00,2
2019-10-05 05:32:00,3
2019-10-05 05:33:00,12
2019-10-05 05:34:00,6
2019-10-05 05:35:00,2
2019-10-05 05:36:00,5
2019-10-05 05:37:00,6
2019-10-05 05:39:00,3
2019-10-05 05:41:00,2
2019-10-05 05:42:00,3
2019-10-05 05:43:00,10
2019-10-05 05:44:00,5
2019-10-05 05:45:00,2
2019-10-05 05:46:00,5
2019-10-05 05:47:00,6
2019-10-05 05:49:00,3
2019-10-05 05:51:00,2
2019-10-05 05:52:00,3
2019-10-05 05:53:00,10
2019-10-05 05:54:00,5
2019-10-05 05:55:00,2
2019-10-05 05:56:00,5
2019-10-05 05:57:00,6
2019-10-05 05:59:00,3
2019-10-05 06:01:00,2
2019-10-05 06:02:00,3
2019-10-05 06:03:00,10
2019-10-05 06:04:00,5
2019-10-05 06:05:00,2
2019-10-05 06:06:00,5
2019-10-05 06:07:00,6
2019-10-05 06:09:00,3
2019-10-05 06:11:00,2
2019-10-05 06:12:00,3
2019-10-05 06:13:00,10
2019-10-05 06:14:00,5
2019-10-05 06:15:00,2
2019-10-05 06:16:00,5
2019-10-05 06:17:00,6
2019-10-05 06:19:00,3
2019-10-05 06:21:00,2
2019-10-05 06:22:00,3
2019-10-05 06:23:00,12
2019-10-05 06:24:00,5
2019-10-05 06:25:00,2
2019-10-05 06:26:00,5
2019-10-05 06:27:00,6
2019-10-05 06:29:00,3
2019-10-05 06:31:00,2
2019-10-05 06:32:00,3
2019-10-05 06:33:00,10
2019-10-05 06:34:00,5
2019-10-05 06:35:00,2
2019-10-05 06:36:00,5
2019-10-05 06:37:00,6
2019-10-05 06:39:00,3
2019-10-05 06:41:00,2
2019-10-05 06:42:00,3
2019-10-05 06:43:00,10
2019-10-05 06:44:00,7
2019-10-05 06:45:00,2
2019-10-05 06:46:00,5
2019-10-05 06:47:00,6
2019-10-05 06:49:00,3
2019-10-05 06:51:00,2
2019-10-05 06:52:00,3
2019-10-05 06:53:00,8
2019-10-05 06:54:00,8
2019-10-05 06:55:00,2
2019-10-05 06:56:00,5
2019-10-05 06:57:00,6
2019-10-05 06:59:00,3
2019-10-05 07:01:00,2
2019-10-05 07:02:00,3
2019-10-05 07:03:00,8
2019-10-05 07:04:00,7
2019-10-05 07:05:00,2
2019-10-05 07:06:00,5
2019-10-05 07:07:00,6
2019-10-05 07:09:00,3
2019-10-05 07:11:00,2
2019-10-05 07:12:00,3
2019-10-05 07:13:00,8
2019-10-05 07:14:00,7
2019-10-05 07:15:00,2
2019-10-05 07:16:00,5
2019-10-05 07:17:00,6
2019-10-05 07:19:00,3
2019-10-05 07:21:00,2
2019-10-05 07:22:00,3
2019-10-05 07:23:00,8
2019-10-05 07:24:00,8
2019-10-05 07:25:00,2
2019-10-05 07:26:00,5
2019-10-05 07:27:00,6
2019-10-05 07:29:00,3
2019-10-05 07:31:00,2
2019-10-05 07:32:00,3
2019-10-05 07:33:00,8
2019-10-05 07:34:00,8
2019-10-05 07:35:00,2
2019-10-05 07:37:00,11
2019-10-05 07:39:00,3
2019-10-05 07:41:00,2
2019-10-05 07:42:00,3
2019-10-05 07:43:00,8
2019-10-05 07:44:00,7
2019-10-05 07:45:00,2
2019-10-05 07:47:00,11
2019-10-05 07:49:00,3
2019-10-05 07:51:00,2
2019-10-05 07:52:00,3
2019-10-05 07:53:00,10
2019-10-05 07:54:00,7
2019-10-05 07:55:00,2
2019-10-05 07:57:00,11
2019-10-05 07:59:00,3
2019-10-05 08:01:00,2
2019-10-05 08:02:00,3
2019-10-05 08:03:00,8
2019-10-05 08:04:00,7
2019-10-05 08:05:00,2
2019-10-05 08:07:00,11
2019-10-05 08:09:00,3
2019-10-05 08:11:00,2
2019-10-05 08:12:00,3
2019-10-05 08:13:00,8
2019-10-05 08:14:00,7
2019-10-05 08:15:00,2
2019-10-05 08:17:00,13
2019-10-05 08:19:00,3
2019-10-05 08:21:00,2
2019-10-05 08:22:00,3
2019-10-05 08:23:00,8
2019-10-05 08:24:00,7
2019-10-05 08:25:00,1
2019-10-05 08:26:00,1
2019-10-05 08:27:00,11
2019-10-05 08:29:00,3
2019-10-05 08:31:00,2
2019-10-05 08:32:00,3
2019-10-05 08:33:00,8
2019-10-05 08:34:00,8
2019-10-05 08:35:00,1
2019-10-05 08:36:00,1
2019-10-05 08:37:00,11
2019-10-05 08:39:00,3
2019-10-05 08:41:00,2
2019-10-05 08:42:00,3
2019-10-05 08:43:00,8
2019-10-05 08:44:00,7
2019-10-05 08:45:00,1
2019-10-05 08:46:00,1
2019-10-05 08:47:00,12
2019-10-05 08:49:00,3
2019-10-05 08:51:00,2
2019-10-05 08:52:00,3
2019-10-05 08:53:00,8
2019-10-05 08:54:00,7
2019-10-05 08:55:00,1
2019-10-05 08:56:00,1
2019-10-05 08:57:00,12
2019-10-05 08:59:00,3
2019-10-05 09:01:00,2
2019-10-05 09:02:00,3
2019-10-05 09:03:00,8
2019-10-05 09:04:00,7
2019-10-05 09:05:00,1
2019-10-05 09:06:00,1
2019-10-05 09:07:00,11
2019-10-05 09:09:00,3
2019-10-05 09:11:00,2
2019-10-05 09:12:00,3
2019-10-05 09:13:00,8
2019-10-05 09:14:00,7
2019-10-05 09:15:00,1
2019-10-05 09:16:00,1
2019-10-05 09:17:00,11
2019-10-05 09:19:00,3
2019-10-05 09:21:00,2
2019-10-05 09:22:00,3
2019-10-05 09:23:00,8
2019-10-05 09:24:00,7
2019-10-05 09:25:00,1
2019-10-05 09:26:00,1
2019-10-05 09:27:00,11
2019-10-05 09:29:00,3
2019-10-05 09:31:00,2
2019-10-05 09:32:00,3
2019-10-05 09:33:00,8
2019-10-05 09:34:00,7
2019-10-05 09:35:00,1
2019-10-05 09:36:00,1
2019-10-05 09:37:00,11
2019-10-05 09:39:00,3
2019-10-05 09:41:00,2
2019-10-05 09:42:00,3
2019-10-05 09:43:00,8
2019-10-05 09:44:00,7
2019-10-05 09:45:00,1
2019-10-05 09:46:00,1
2019-10-05 09:47:00,11
2019-10-05 09:49:00,3
2019-10-05 09:51:00,2
2019-10-05 09:52:00,3
2019-10-05 09:53:00,8
2019-10-05 09:54:00,7
2019-10-05 09:55:00,1
2019-10-05 09:56:00,1
2019-10-05 09:57:00,11
2019-10-05 09:59:00,3
2019-10-05 10:01:00,2
2019-10-05 10:02:00,3
2019-10-05 10:03:00,8
2019-10-05 10:04:00,7
2019-10-05 10:05:00,1
2019-10-05 10:06:00,1
2019-10-05 10:07:00,11
2019-10-05 10:09:00,3
2019-10-05 10:11:00,2
2019-10-05 10:12:00,3
2019-10-05 10:13:00,8
2019-10-05 10:14:00,7
2019-10-05 10:15:00,1
2019-10-05 10:16:00,1
2019-10-05 10:17:00,11
2019-10-05 10:19:00,3
2019-10-05 10:21:00,2
2019-10-05 10:22:00,3
2019-10-05 10:23:00,8
2019-10-05 10:24:00,7
2019-10-05 10:25:00,1
2019-10-05 10:26:00,1
2019-10-05 10:27:00,11
2019-10-05 10:29:00,3
2019-10-05 10:31:00,2
2019-10-05 10:32:00,3
2019-10-05 10:33:00,8
2019-10-05 10:34:00,7
2019-10-05 10:35:00,1
2019-10-05 10:36:00,1
2019-10-05 10:37:00,11
2019-10-05 10:39:00,3
2019-10-05 10:41:00,2
2019-10-05 10:42:00,3
2019-10-05 10:43:00,8
2019-10-05 10:44:00,7
2019-10-05 10:45:00,1
2019-10-05 10:46:00,1
2019-10-05 10:47:00,11
2019-10-05 10:49:00,3
2019-10-05 10:51:00,2
2019-10-05 10:52:00,3
2019-10-05 10:53:00,10
2019-10-05 10:54:00,7
2019-10-05 10:55:00,1
2019-10-05 10:56:00,1
2019-10-05 10:57:00,12
2019-10-05 10:59:00,3
2019-10-05 11:01:00,2
2019-10-05 11:02:00,3
2019-10-05 11:03:00,8
2019-10-05 11:04:00,7
2019-10-05 11:05:00,1
2019-10-05 11:06:00,1
2019-10-05 11:07:00,12
2019-10-05 11:09:00,3
2019-10-05 11:11:00,2
2019-10-05 11:12:00,3
2019-10-05 11:13:00,10
2019-10-05 11:14:00,7
2019-10-05 11:15:00,1
2019-10-05 11:16:00,1
2019-10-05 11:17:00,11
2019-10-05 11:19:00,3
2019-10-05 11:21:00,2
2019-10-05 11:22:00,3
2019-10-05 11:23:00,10
2019-10-05 11:24:00,7
2019-10-05 11:25:00,1
2019-10-05 11:26:00,1
2019-10-05 11:27:00,11
2019-10-05 11:29:00,3
2019-10-05 11:31:00,2
2019-10-05 11:32:00,3
2019-10-05 11:33:00,10
2019-10-05 11:34:00,7
2019-10-05 11:36:00,2
2019-10-05 11:37:00,11
2019-10-05 11:39:00,3
2019-10-05 11:41:00,2
2019-10-05 11:42:00,4
2019-10-05 11:43:00,8
2019-10-05 11:44:00,7
2019-10-05 11:45:00,1
2019-10-05 11:46:00,1
2019-10-05 11:47:00,11
2019-10-05 11:49:00,3
2019-10-05 11:51:00,2
2019-10-05 11:52:00,3
2019-10-05 11:53:00,10
2019-10-05 11:54:00,7
2019-10-05 11:56:00,2
2019-10-05 11:57:00,11
2019-10-05 11:59:00,3
2019-10-05 12:01:00,1
2019-10-05 12:02:00,4
2019-10-05 12:03:00,8
2019-10-05 12:04:00,7
2019-10-05 12:06:00,2
2019-10-05 12:07:00,11
2019-10-05 12:09:00,3
2019-10-05 12:11:00,1
2019-10-05 12:12:00,4
2019-10-05 12:13:00,8
2019-10-05 12:14:00,7
2019-10-05 12:16:00,2
2019-10-05 12:17:00,11
2019-10-05 12:19:00,3
2019-10-05 12:21:00,2
2019-10-05 12:22:00,4
2019-10-05 12:23:00,8
2019-10-05 12:24:00,7
2019-10-05 12:26:00,2
2019-10-05 12:27:00,11
2019-10-05 12:29:00,3
2019-10-05 12:32:00,6
2019-10-05 12:33:00,8
2019-10-05 12:34:00,8
2019-10-05 12:36:00,2
2019-10-05 12:37:00,11
2019-10-05 12:39:00,3
2019-10-05 12:42:00,5
2019-10-05 12:43:00,8
2019-10-05 12:44:00,8
2019-10-05 12:46:00,2
2019-10-05 12:47:00,11
2019-10-05 12:49:00,3
2019-10-05 12:52:00,5
2019-10-05 12:53:00,8
2019-10-05 12:54:00,7
2019-10-05 12:56:00,2
2019-10-05 12:57:00,12
2019-10-05 12:59:00,3
2019-10-05 13:02:00,5
2019-10-05 13:03:00,8
2019-10-05 13:04:00,8
2019-10-05 13:06:00,2
2019-10-05 13:07:00,11
2019-10-05 13:09:00,3
2019-10-05 13:12:00,5
2019-10-05 13:13:00,10
2019-10-05 13:14:00,7
2019-10-05 13:16:00,2
2019-10-05 13:17:00,11
2019-10-05 13:19:00,3
2019-10-05 13:22:00,5
2019-10-05 13:23:00,8
2019-10-05 13:24:00,7
2019-10-05 13:26:00,2
2019-10-05 13:27:00,11
2019-10-05 13:29:00,3
2019-10-05 13:32:00,5
2019-10-05 13:33:00,8
2019-10-05 13:34:00,7
2019-10-05 13:36:00,2
2019-10-05 13:37:00,11
2019-10-05 13:39:00,3
2019-10-05 13:42:00,6
2019-10-05 13:43:00,8
2019-10-05 13:44:00,7
2019-10-05 13:46:00,2
2019-10-05 13:47:00,11
2019-10-05 13:49:00,3
2019-10-05 13:52:00,5
2019-10-05 13:53:00,8
2019-10-05 13:54:00,7
2019-10-05 13:56:00,2
2019-10-05 13:57:00,11
2019-10-05 13:59:00,3
2019-10-05 14:02:00,5
2019-10-05 14:03:00,8
2019-10-05 14:04:00,7
2019-10-05 14:06:00,2
2019-10-05 14:07:00,11
2019-10-05 14:09:00,3
2019-10-05 14:12:00,5
2019-10-05 14:13:00,8
2019-10-05 14:14:00,7
2019-10-05 14:16:00,2
2019-10-05 14:17:00,11
2019-10-05 14:19:00,3
2019-10-05 14:22:00,5
2019-10-05 14:23:00,8
2019-10-05 14:24:00,7
2019-10-05 14:26:00,2
2019-10-05 14:27:00,11
2019-10-05 14:29:00,3
2019-10-05 14:32:00,5
2019-10-05 14:33:00,10
2019-10-05 14:34:00,7
2019-10-05 14:36:00,2
2019-10-05 14:37:00,11
2019-10-05 14:39:00,3
2019-10-05 14:42:00,5
2019-10-05 14:43:00,8
2019-10-05 14:44:00,7
2019-10-05 14:46:00,2
2019-10-05 14:47:00,11
2019-10-05 14:49:00,3
2019-10-05 14:52:00,5
2019-10-05 14:53:00,8
2019-10-05 14:54:00,7
2019-10-05 14:56:00,2
2019-10-05 14:57:00,11
2019-10-05 14:59:00,2
2019-10-05 15:00:00,1
2019-10-05 15:02:00,5
2019-10-05 15:03:00,9
2019-10-05 15:04:00,5
2019-10-05 15:05:00,2
2019-10-05 15:06:00,2
2019-10-05 15:07:00,11
2019-10-05 15:09:00,2
2019-10-05 15:10:00,1
2019-10-05 15:12:00,5
2019-10-05 15:13:00,8
2019-10-05 15:14:00,5
2019-10-05 15:15:00,2
2019-10-05 15:16:00,2
2019-10-05 15:17:00,12
2019-10-05 15:19:00,3
2019-10-05 15:20:00,1
2019-10-05 15:22:00,5
2019-10-05 15:23:00,8
2019-10-05 15:24:00,5
2019-10-05 15:25:00,2
2019-10-05 15:26:00,2
2019-10-05 15:27:00,11
2019-10-05 15:29:00,2
2019-10-05 15:30:00,1
2019-10-05 15:32:00,5
2019-10-05 15:33:00,8
2019-10-05 15:34:00,5
2019-10-05 15:35:00,2
2019-10-05 15:36:00,2
2019-10-05 15:37:00,11
2019-10-05 15:39:00,2
2019-10-05 15:40:00,1
2019-10-05 15:42:00,5
2019-10-05 15:43:00,8
2019-10-05 15:44:00,5
2019-10-05 15:45:00,3
2019-10-05 15:46:00,2
2019-10-05 15:47:00,11
2019-10-05 15:49:00,2
2019-10-05 15:50:00,1
2019-10-05 15:52:00,5
2019-10-05 15:53:00,8
2019-10-05 15:54:00,5
2019-10-05 15:55:00,2
2019-10-05 15:56:00,2
2019-10-05 15:57:00,11
2019-10-05 15:59:00,2
2019-10-05 16:00:00,2
2019-10-05 16:02:00,5
2019-10-05 16:03:00,10
2019-10-05 16:04:00,5
2019-10-05 16:05:00,2
2019-10-05 16:06:00,2
2019-10-05 16:07:00,12
2019-10-05 16:09:00,2
2019-10-05 16:10:00,2
2019-10-05 16:12:00,5
2019-10-05 16:13:00,8
2019-10-05 16:14:00,5
2019-10-05 16:15:00,2
2019-10-05 16:16:00,2
2019-10-05 16:17:00,11
2019-10-05 16:19:00,2
2019-10-05 16:20:00,1
2019-10-05 16:22:00,5
2019-10-05 16:23:00,8
2019-10-05 16:24:00,5
2019-10-05 16:25:00,2
2019-10-05 16:26:00,2
2019-10-05 16:27:00,11
2019-10-05 16:29:00,2
2019-10-05 16:30:00,1
2019-10-05 16:32:00,5
2019-10-05 16:33:00,8
2019-10-05 16:34:00,5
2019-10-05 16:35:00,2
2019-10-05 16:36:00,2
2019-10-05 16:37:00,9
2019-10-05 16:38:00,2
2019-10-05 16:39:00,2
2019-10-05 16:40:00,1
2019-10-05 16:42:00,5
2019-10-05 16:43:00,8
2019-10-05 16:44:00,5
2019-10-05 16:45:00,2
2019-10-05 16:46:00,2
2019-10-05 16:47:00,10
2019-10-05 16:48:00,2
2019-10-05 16:49:00,2
2019-10-05 16:50:00,1
2019-10-05 16:52:00,5
2019-10-05 16:53:00,8
2019-10-05 16:54:00,5
2019-10-05 16:55:00,2
2019-10-05 16:56:00,2
2019-10-05 16:57:00,9
2019-10-05 16:58:00,2
2019-10-05 16:59:00,2
2019-10-05 17:00:00,1
2019-10-05 17:02:00,5
2019-10-05 17:03:00,8
2019-10-05 17:04:00,5
2019-10-05 17:05:00,2
2019-10-05 17:06:00,2
2019-10-05 17:07:00,10
2019-10-05 17:08:00,2
2019-10-05 17:09:00,2
2019-10-05 17:10:00,1
2019-10-05 17:12:00,5
2019-10-05 17:13:00,8
2019-10-05 17:14:00,5
2019-10-05 17:15:00,2
2019-10-05 17:16:00,2
2019-10-05 17:17:00,9
2019-10-05 17:18:00,2
2019-10-05 17:19:00,2
2019-10-05 17:20:00,1
2019-10-05 17:22:00,6
2019-10-05 17:23:00,8
2019-10-05 17:24:00,5
2019-10-05 17:25:00,2
2019-10-05 17:26:00,2
2019-10-05 17:27:00,9
2019-10-05 17:28:00,2
2019-10-05 17:29:00,2
2019-10-05 17:30:00,1
2019-10-05 17:32:00,5
2019-10-05 17:33:00,8
2019-10-05 17:34:00,5
2019-10-05 17:35:00,2
2019-10-05 17:36:00,2
2019-10-05 17:37:00,9
2019-10-05 17:38:00,2
2019-10-05 17:39:00,2
2019-10-05 17:40:00,1
2019-10-05 17:42:00,5
2019-10-05 17:43:00,8
2019-10-05 17:44:00,5
2019-10-05 17:45:00,2
2019-10-05 17:46:00,2
2019-10-05 17:47:00,9
2019-10-05 17:48:00,2
2019-10-05 17:49:00,2
2019-10-05 17:50:00,1
2019-10-05 17:52:00,5
2019-10-05 17:53:00,8
2019-10-05 17:54:00,5
2019-10-05 17:55:00,2
2019-10-05 17:56:00,2
2019-10-05 17:57:00,9
2019-10-05 17:58:00,2
2019-10-05 17:59:00,2
2019-10-05 18:00:00,1
2019-10-05 18:02:00,5
2019-10-05 18:03:00,8
2019-10-05 18:04:00,5
2019-10-05 18:05:00,2
2019-10-05 18:06:00,2
2019-10-05 18:07:00,9
2019-10-05 18:08:00,2
2019-10-05 18:09:00,2
2019-10-05 18:10:00,1
2019-10-05 18:12:00,5
2019-10-05 18:13:00,8
2019-10-05 18:14:00,5
2019-10-05 18:15:00,2
2019-10-05 18:16:00,2
2019-10-05 18:17:00,9
2019-10-05 18:18:00,2
2019-10-05 18:19:00,2
2019-10-05 18:20:00,1
2019-10-05 18:22:00,5
2019-10-05 18:23:00,8
2019-10-05 18:24:00,5
2019-10-05 18:25:00,2
2019-10-05 18:26:00,2
2019-10-05 18:27:00,9
2019-10-05 18:28:00,2
2019-10-05 18:29:00,2
2019-10-05 18:30:00,1
2019-10-05 18:32:00,5
2019-10-05 18:33:00,8
2019-10-05 18:34:00,5
2019-10-05 18:35:00,2
2019-10-05 18:36:00,2
2019-10-05 18:37:00,9
2019-10-05 18:38:00,2
2019-10-05 18:39:00,2
2019-10-05 18:40:00,1
2019-10-05 18:42:00,5
2019-10-05 18:43:00,8
2019-10-05 18:44:00,5
2019-10-05 18:45:00,2
2019-10-05 18:46:00,2
2019-10-05 18:47:00,9
2019-10-05 18:48:00,2
2019-10-05 18:49:00,2
2019-10-05 18:50:00,1
2019-10-05 18:52:00,5
2019-10-05 18:53:00,8
2019-10-05 18:54:00,5
2019-10-05 18:55:00,2
2019-10-05 18:56:00,2
2019-10-05 18:57:00,9
2019-10-05 18:58:00,2
2019-10-05 18:59:00,2
2019-10-05 19:00:00,1
2019-10-05 19:02:00,5
2019-10-05 19:03:00,8
2019-10-05 19:04:00,5
2019-10-05 19:05:00,2
2019-10-05 19:06:00,2
2019-10-05 19:07:00,10
2019-10-05 19:08:00,2
2019-10-05 19:09:00,2
2019-10-05 19:10:00,1
2019-10-05 19:12:00,5
2019-10-05 19:13:00,8
2019-10-05 19:14:00,5
2019-10-05 19:15:00,2
2019-10-05 19:16:00,2
2019-10-05 19:17:00,9
2019-10-05 19:18:00,2
2019-10-05 19:19:00,2
2019-10-05 19:20:00,1
2019-10-05 19:22:00,5
2019-10-05 19:23:00,8
2019-10-05 19:24:00,5
2019-10-05 19:25:00,2
2019-10-05 19:26:00,2
2019-10-05 19:27:00,9
2019-10-05 19:28:00,2
2019-10-05 19:29:00,2
2019-10-05 19:30:00,1
