51,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-06-14 02:26:00,1
2019-06-14 02:33:00,1
2019-06-14 02:35:00,1
2019-06-14 02:36:00,1
2019-06-14 02:57:00,1
2019-06-14 03:04:00,1
2019-06-14 03:06:00,1
2019-06-14 03:16:00,1
2019-06-14 03:24:00,1
2019-06-14 03:32:00,2
2019-06-14 03:45:00,1
2019-06-14 03:46:00,2
2019-06-14 03:56:00,1
2019-06-14 04:09:00,1
2019-06-14 04:19:00,1
2019-06-14 04:28:00,1
2019-06-14 04:33:00,1
2019-06-14 04:35:00,1
2019-06-14 04:36:00,1
2019-06-14 04:37:00,1
2019-06-14 04:39:00,1
2019-06-14 04:42:00,1
2019-06-14 04:48:00,2
2019-06-14 04:50:00,1
2019-06-14 04:51:00,1
2019-06-14 04:53:00,1
2019-06-14 04:54:00,1
2019-06-14 04:56:00,1
2019-06-14 04:59:00,1
2019-06-14 05:02:00,1
2019-06-14 05:03:00,1
2019-06-14 05:06:00,1
2019-06-14 05:58:00,1
2019-06-14 05:59:00,1
2019-06-14 06:05:00,1
2019-06-14 06:06:00,1
2019-06-14 06:09:00,1
2019-06-14 06:12:00,1
2019-06-14 06:15:00,1
2019-06-14 06:16:00,1
2019-06-14 06:19:00,1
2019-06-14 06:20:00,1
2019-06-14 06:21:00,1
2019-06-14 19:38:00,1
2019-06-14 20:08:00,2
2019-06-14 20:51:00,1
2019-06-14 20:52:00,1
