52,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-06-14 00:52:00,1
2019-06-14 01:10:00,1
2019-06-14 01:14:00,1
2019-06-14 05:16:00,1
2019-06-14 07:14:00,2
2019-06-14 08:17:00,1
2019-06-14 13:01:00,3
2019-06-14 13:03:00,6
2019-06-14 13:04:00,3
2019-06-14 13:05:00,6
2019-06-14 13:08:00,5
2019-06-14 14:54:00,1
2019-06-14 15:02:00,1
2019-06-14 15:06:00,1
2019-06-14 15:09:00,1
2019-06-14 18:34:00,1
2019-06-14 19:42:00,1
2019-06-14 22:18:00,1
2019-06-14 22:27:00,1
2019-06-14 22:31:00,1
2019-06-14 22:34:00,6
2019-06-14 23:21:00,1
2019-06-14 23:23:00,1
2019-06-14 23:38:00,1
2019-06-14 23:46:00,1
2019-06-14 23:52:00,1
2019-06-14 23:54:00,1
2019-06-14 23:59:00,1
