68,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-03-26 00:18:00,1
2019-03-26 00:19:00,1
2019-03-26 05:50:00,5
2019-03-26 05:51:00,2
2019-03-26 06:50:00,3
2019-03-26 06:51:00,10
2019-03-26 07:25:00,1
2019-03-26 07:48:00,3
2019-03-26 09:49:00,7
2019-03-26 10:49:00,3
2019-03-26 11:17:00,1
2019-03-26 11:31:00,1
2019-03-26 11:32:00,2
2019-03-26 11:48:00,1
2019-03-26 12:48:00,2
2019-03-26 12:49:00,2
2019-03-26 13:00:00,2
2019-03-26 13:01:00,5
2019-03-26 13:02:00,1
2019-03-26 13:03:00,1
2019-03-26 13:04:00,4
2019-03-26 13:06:00,2
2019-03-26 13:08:00,1
2019-03-26 15:00:00,1
2019-03-26 16:26:00,1
2019-03-26 16:27:00,1
2019-03-26 17:48:00,1
2019-03-26 18:03:00,2
2019-03-26 18:39:00,1
