79,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-12-11 00:01:00,1
2019-12-11 00:09:00,1
2019-12-11 00:45:00,1
2019-12-11 01:45:00,1
2019-12-11 02:20:00,2
2019-12-11 02:45:00,1
2019-12-11 03:44:00,1
2019-12-11 04:44:00,1
2019-12-11 05:45:00,1
2019-12-11 06:40:00,9
2019-12-11 06:45:00,1
2019-12-11 07:45:00,1
2019-12-11 08:26:00,1
2019-12-11 08:44:00,1
2019-12-11 09:45:00,1
2019-12-11 10:20:00,1
2019-12-11 10:28:00,1
2019-12-11 10:29:00,1
2019-12-11 10:31:00,1
2019-12-11 10:45:00,19
2019-12-11 10:58:00,1
2019-12-11 11:01:00,1
2019-12-11 11:09:00,1
2019-12-11 11:42:00,1
2019-12-11 11:45:00,1
2019-12-11 11:47:00,1
2019-12-11 12:45:00,1
2019-12-11 13:37:00,1
2019-12-11 13:45:00,1
2019-12-11 14:45:00,1
2019-12-11 15:29:00,9
2019-12-11 15:46:00,1
2019-12-11 16:14:00,9
2019-12-11 16:45:00,1
2019-12-11 17:45:00,1
2019-12-11 18:45:00,1
