96,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-08-09 00:36:00,9
2019-08-09 00:46:00,1
2019-08-09 01:13:00,1
2019-08-09 01:23:00,1
2019-08-09 01:30:00,1
2019-08-09 01:33:00,1
2019-08-09 01:35:00,1
2019-08-09 01:45:00,1
2019-08-09 02:46:00,1
2019-08-09 03:15:00,1
2019-08-09 03:45:00,1
2019-08-09 04:46:00,1
2019-08-09 05:45:00,1
2019-08-09 06:46:00,1
2019-08-09 07:46:00,1
2019-08-09 08:37:00,9
2019-08-09 08:46:00,1
2019-08-09 09:43:00,1
2019-08-09 09:45:00,1
2019-08-09 09:46:00,9
2019-08-09 10:45:00,1
2019-08-09 11:45:00,1
2019-08-09 11:46:00,1
2019-08-09 12:46:00,1
2019-08-09 13:45:00,1
2019-08-09 14:45:00,1
2019-08-09 15:45:00,1
2019-08-09 16:13:00,2
2019-08-09 16:15:00,3
2019-08-09 16:35:00,1
2019-08-09 16:45:00,1
2019-08-09 17:16:00,9
2019-08-09 17:45:00,1
2019-08-09 18:45:00,1
2019-08-09 19:45:00,1
2019-08-09 19:47:00,3
2019-08-09 19:50:00,2
2019-08-09 19:51:00,3
2019-08-09 20:03:00,9
2019-08-09 20:06:00,9
