258,select * from dbo.fDocColumns(&&&)
2019-10-12 00:17:00,1
2019-10-12 00:31:00,1
2019-10-12 00:53:00,1
2019-10-12 02:25:00,2
2019-10-12 02:32:00,1
2019-10-12 02:50:00,2
2019-10-12 02:55:00,1
2019-10-12 03:51:00,1
2019-10-12 03:53:00,1
2019-10-12 03:55:00,1
2019-10-12 04:10:00,1
2019-10-12 05:04:00,1
2019-10-12 05:45:00,2
2019-10-12 06:11:00,1
2019-10-12 06:34:00,1
2019-10-12 07:19:00,1
2019-10-12 07:36:00,1
2019-10-12 07:38:00,1
2019-10-12 09:28:00,1
2019-10-12 09:37:00,1
2019-10-12 09:47:00,1
2019-10-12 09:57:00,2
2019-10-12 10:04:00,1
2019-10-12 10:07:00,1
2019-10-12 10:08:00,2
2019-10-12 10:15:00,1
2019-10-12 10:17:00,1
2019-10-12 10:27:00,1
2019-10-12 10:33:00,1
2019-10-12 10:37:00,1
2019-10-12 10:40:00,1
2019-10-12 10:47:00,1
2019-10-12 10:48:00,1
2019-10-12 10:56:00,1
2019-10-12 11:07:00,1
2019-10-12 11:17:00,1
2019-10-12 11:27:00,1
2019-10-12 11:34:00,1
2019-10-12 11:37:00,12
2019-10-12 11:38:00,2
2019-10-12 11:39:00,14
2019-10-12 11:40:00,9
2019-10-12 11:57:00,1
2019-10-12 11:59:00,10
2019-10-12 12:00:00,12
2019-10-12 12:01:00,9
2019-10-12 12:02:00,8
2019-10-12 12:03:00,1
2019-10-12 12:04:00,3
2019-10-12 12:07:00,1
2019-10-12 12:08:00,1
2019-10-12 12:10:00,1
2019-10-12 12:13:00,2
2019-10-12 12:14:00,9
2019-10-12 12:15:00,9
2019-10-12 12:17:00,1
2019-10-12 12:28:00,1
2019-10-12 12:32:00,1
2019-10-12 12:37:00,1
2019-10-12 12:45:00,1
2019-10-12 12:52:00,1
2019-10-12 12:57:00,1
2019-10-12 13:07:00,2
2019-10-12 13:09:00,1
2019-10-12 13:16:00,1
2019-10-12 13:18:00,1
2019-10-12 13:28:00,1
2019-10-12 13:29:00,1
2019-10-12 13:32:00,1
2019-10-12 13:37:00,1
2019-10-12 13:50:00,1
2019-10-12 13:57:00,1
2019-10-12 14:07:00,1
2019-10-12 14:16:00,1
2019-10-12 14:17:00,1
2019-10-12 14:20:00,1
2019-10-12 14:32:00,1
2019-10-12 14:38:00,1
2019-10-12 14:48:00,1
2019-10-12 14:53:00,2
2019-10-12 14:54:00,2
2019-10-12 15:02:00,1
2019-10-12 15:08:00,1
2019-10-12 15:12:00,1
2019-10-12 15:18:00,1
2019-10-12 15:26:00,1
2019-10-12 15:30:00,1
2019-10-12 15:36:00,1
2019-10-12 15:38:00,1
2019-10-12 15:47:00,1
2019-10-12 15:57:00,1
2019-10-12 16:07:00,1
2019-10-12 16:14:00,1
2019-10-12 16:17:00,1
2019-10-12 16:23:00,1
2019-10-12 16:25:00,1
2019-10-12 16:28:00,1
2019-10-12 16:37:00,1
2019-10-12 16:47:00,1
2019-10-12 16:58:00,1
2019-10-12 17:08:00,1
2019-10-12 17:17:00,1
2019-10-12 17:27:00,1
2019-10-12 17:28:00,1
2019-10-12 17:38:00,1
2019-10-12 17:48:00,1
2019-10-12 17:57:00,1
2019-10-12 18:07:00,2
2019-10-12 18:17:00,1
2019-10-12 18:30:00,2
2019-10-12 18:37:00,1
2019-10-12 18:48:00,1
2019-10-12 19:10:00,1
2019-10-12 19:17:00,1
2019-10-12 19:22:00,1
2019-10-12 19:28:00,1
2019-10-12 19:33:00,1
2019-10-12 19:37:00,1
2019-10-12 19:47:00,3
2019-10-12 19:55:00,1
2019-10-12 20:00:00,1
2019-10-12 20:07:00,1
2019-10-12 20:17:00,1
2019-10-12 20:27:00,1
2019-10-12 20:31:00,1
2019-10-12 20:37:00,1
2019-10-12 20:47:00,2
2019-10-12 20:57:00,1
2019-10-12 21:01:00,1
2019-10-12 21:07:00,1
2019-10-12 21:18:00,1
2019-10-12 21:32:00,1
2019-10-12 21:35:00,1
2019-10-12 21:37:00,1
2019-10-12 21:48:00,1
2019-10-12 21:59:00,1
2019-10-12 22:07:00,1
2019-10-12 22:17:00,1
2019-10-12 22:27:00,1
2019-10-12 22:29:00,1
2019-10-12 22:37:00,1
2019-10-12 22:44:00,1
2019-10-12 22:48:00,1
2019-10-12 22:49:00,1
2019-10-12 22:58:00,1
2019-10-12 23:07:00,1
2019-10-12 23:08:00,2
2019-10-12 23:11:00,1
2019-10-12 23:17:00,1
2019-10-12 23:27:00,1
2019-10-12 23:30:00,2
2019-10-12 23:32:00,1
2019-10-12 23:37:00,1
2019-10-12 23:42:00,1
2019-10-12 23:47:00,1
2019-10-12 23:57:00,1
