84,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-08-26 00:45:00,1
2019-08-26 01:28:00,7
2019-08-26 01:29:00,2
2019-08-26 01:45:00,1
2019-08-26 01:52:00,9
2019-08-26 02:05:00,9
2019-08-26 02:45:00,1
2019-08-26 03:45:00,1
2019-08-26 04:45:00,1
2019-08-26 05:44:00,1
2019-08-26 06:45:00,1
2019-08-26 07:45:00,1
2019-08-26 08:44:00,1
2019-08-26 09:45:00,1
2019-08-26 09:46:00,9
2019-08-26 10:45:00,1
2019-08-26 11:45:00,1
2019-08-26 12:45:00,1
2019-08-26 13:08:00,1
2019-08-26 13:24:00,9
2019-08-26 13:45:00,1
2019-08-26 14:45:00,1
2019-08-26 15:45:00,1
2019-08-26 15:53:00,9
2019-08-26 16:45:00,1
2019-08-26 17:45:00,1
2019-08-26 17:58:00,1
2019-08-26 17:59:00,8
2019-08-26 18:45:00,1
2019-08-26 19:45:00,1
