130,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-03-01 01:02:00,1
2019-03-01 01:11:00,1
2019-03-01 05:53:00,1
2019-03-01 06:41:00,5
2019-03-01 06:42:00,5
2019-03-01 07:41:00,2
2019-03-01 07:42:00,9
2019-03-01 08:32:00,2
2019-03-01 08:33:00,1
2019-03-01 08:42:00,7
2019-03-01 08:43:00,3
2019-03-01 09:43:00,9
2019-03-01 09:44:00,13
2019-03-01 09:45:00,2
2019-03-01 10:15:00,1
2019-03-01 10:32:00,1
2019-03-01 13:00:00,1
2019-03-01 13:01:00,3
2019-03-01 13:03:00,1
2019-03-01 13:05:00,1
2019-03-01 13:06:00,1
2019-03-01 13:07:00,2
2019-03-01 13:08:00,1
2019-03-01 13:10:00,1
2019-03-01 13:11:00,1
2019-03-01 13:12:00,2
2019-03-01 13:13:00,1
2019-03-01 13:14:00,1
2019-03-01 13:15:00,2
2019-03-01 13:16:00,1
2019-03-01 13:17:00,1
2019-03-01 13:18:00,2
2019-03-01 13:19:00,2
2019-03-01 13:22:00,1
2019-03-01 13:23:00,3
2019-03-01 13:24:00,1
2019-03-01 13:25:00,1
2019-03-01 13:27:00,2
2019-03-01 13:28:00,1
2019-03-01 13:30:00,3
2019-03-01 13:32:00,1
2019-03-01 13:33:00,2
2019-03-01 13:34:00,1
2019-03-01 13:35:00,1
2019-03-01 13:37:00,2
2019-03-01 13:38:00,1
2019-03-01 16:58:00,1
2019-03-01 17:01:00,1
2019-03-01 17:08:00,1
2019-03-01 17:09:00,1
2019-03-01 17:41:00,1
2019-03-01 17:42:00,1
2019-03-01 17:55:00,1
2019-03-01 19:44:00,1
2019-03-01 20:38:00,1
2019-03-01 20:39:00,4
2019-03-01 21:40:00,1
2019-03-01 21:41:00,8
2019-03-01 22:49:00,1
