111,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-09-24 00:46:00,1
2019-09-24 01:45:00,1
2019-09-24 02:45:00,1
2019-09-24 03:45:00,1
2019-09-24 04:45:00,1
2019-09-24 05:46:00,1
2019-09-24 06:37:00,9
2019-09-24 06:45:00,1
2019-09-24 07:46:00,1
2019-09-24 08:45:00,1
2019-09-24 09:46:00,1
2019-09-24 10:45:00,1
2019-09-24 11:45:00,1
2019-09-24 12:24:00,9
2019-09-24 12:45:00,1
2019-09-24 13:38:00,9
2019-09-24 13:45:00,1
2019-09-24 14:02:00,9
2019-09-24 14:45:00,1
2019-09-24 15:12:00,9
2019-09-24 15:14:00,9
2019-09-24 15:29:00,9
2019-09-24 15:46:00,1
2019-09-24 16:33:00,1
2019-09-24 16:45:00,1
2019-09-24 16:55:00,9
2019-09-24 17:00:00,1
2019-09-24 17:01:00,17
2019-09-24 17:45:00,1
2019-09-24 18:45:00,1
2019-09-24 19:45:00,1
