1542,select * from PhotoTag where objId=#
2019-09-24 07:24:00,3
2019-09-24 07:25:00,2
2019-09-24 07:27:00,1
2019-09-24 07:28:00,1
2019-09-24 07:29:00,1
2019-09-24 07:32:00,2
2019-09-24 07:34:00,2
2019-09-24 07:37:00,1
2019-09-24 07:39:00,3
2019-09-24 07:40:00,1
2019-09-24 07:41:00,1
2019-09-24 07:43:00,1
2019-09-24 07:48:00,1
2019-09-24 07:49:00,1
2019-09-24 07:50:00,3
2019-09-24 07:52:00,2
2019-09-24 07:53:00,1
2019-09-24 07:55:00,3
2019-09-24 07:56:00,1
2019-09-24 07:57:00,1
2019-09-24 07:59:00,1
2019-09-24 08:00:00,1
2019-09-24 08:01:00,1
2019-09-24 08:02:00,1
2019-09-24 08:07:00,1
2019-09-24 08:08:00,3
2019-09-24 08:11:00,5
2019-09-24 08:12:00,4
2019-09-24 08:15:00,1
2019-09-24 08:17:00,1
2019-09-24 08:18:00,4
2019-09-24 08:19:00,1
2019-09-24 08:20:00,1
2019-09-24 08:21:00,2
2019-09-24 08:22:00,2
2019-09-24 08:24:00,3
2019-09-24 08:25:00,1
2019-09-24 08:26:00,2
2019-09-24 08:29:00,5
2019-09-24 08:30:00,2
2019-09-24 08:34:00,2
2019-09-24 08:35:00,1
2019-09-24 08:36:00,1
2019-09-24 08:39:00,2
2019-09-24 08:40:00,1
2019-09-24 08:41:00,1
2019-09-24 08:44:00,3
2019-09-24 08:45:00,2
2019-09-24 08:46:00,2
2019-09-24 08:47:00,1
2019-09-24 08:48:00,1
2019-09-24 08:49:00,2
2019-09-24 08:50:00,1
2019-09-24 08:51:00,4
2019-09-24 08:54:00,1
2019-09-24 08:55:00,1
2019-09-24 08:56:00,1
2019-09-24 08:57:00,2
2019-09-24 09:00:00,3
2019-09-24 09:01:00,2
2019-09-24 09:02:00,2
2019-09-24 09:03:00,4
2019-09-24 09:04:00,1
2019-09-24 09:08:00,2
2019-09-24 09:09:00,1
2019-09-24 09:10:00,1
2019-09-24 09:11:00,1
2019-09-24 09:13:00,4
2019-09-24 09:14:00,1
2019-09-24 09:15:00,1
2019-09-24 09:17:00,3
2019-09-24 09:18:00,2
2019-09-24 09:20:00,3
2019-09-24 09:22:00,1
2019-09-24 09:23:00,2
2019-09-24 09:24:00,1
2019-09-24 09:25:00,1
2019-09-24 09:28:00,1
2019-09-24 09:29:00,3
2019-09-24 09:30:00,1
2019-09-24 09:31:00,1
2019-09-24 09:32:00,1
2019-09-24 09:34:00,1
2019-09-24 09:36:00,1
2019-09-24 09:37:00,2
2019-09-24 09:38:00,1
2019-09-24 09:39:00,1
2019-09-24 09:40:00,1
2019-09-24 09:41:00,3
2019-09-24 09:42:00,3
2019-09-24 09:43:00,2
2019-09-24 09:45:00,2
2019-09-24 09:46:00,2
2019-09-24 09:48:00,3
2019-09-24 09:50:00,1
2019-09-24 09:51:00,2
2019-09-24 09:52:00,3
2019-09-24 09:54:00,2
2019-09-24 09:55:00,1
2019-09-24 09:56:00,4
2019-09-24 09:57:00,1
2019-09-24 09:58:00,2
2019-09-24 09:59:00,2
2019-09-24 10:00:00,1
2019-09-24 10:02:00,2
2019-09-24 10:04:00,1
2019-09-24 10:05:00,1
2019-09-24 10:07:00,1
2019-09-24 10:08:00,1
2019-09-24 10:09:00,2
2019-09-24 10:11:00,3
2019-09-24 10:12:00,2
2019-09-24 10:13:00,2
2019-09-24 10:15:00,1
2019-09-24 10:17:00,1
2019-09-24 10:18:00,1
2019-09-24 10:19:00,1
2019-09-24 10:20:00,2
2019-09-24 10:21:00,4
2019-09-24 10:22:00,1
2019-09-24 10:26:00,1
2019-09-24 10:27:00,1
2019-09-24 10:28:00,1
2019-09-24 10:29:00,1
2019-09-24 10:30:00,1
2019-09-24 10:32:00,2
2019-09-24 10:34:00,2
2019-09-24 10:36:00,2
2019-09-24 10:37:00,3
2019-09-24 10:38:00,1
2019-09-24 10:39:00,1
2019-09-24 10:41:00,3
2019-09-24 10:42:00,2
2019-09-24 10:43:00,1
2019-09-24 10:44:00,15
2019-09-24 10:45:00,13
2019-09-24 10:46:00,15
2019-09-24 10:47:00,1
2019-09-24 10:48:00,2
2019-09-24 10:49:00,3
2019-09-24 10:50:00,1
2019-09-24 10:51:00,4
2019-09-24 10:52:00,1
2019-09-24 10:54:00,2
2019-09-24 10:56:00,1
2019-09-24 10:58:00,1
2019-09-24 10:59:00,1
2019-09-24 11:00:00,1
2019-09-24 11:03:00,5
2019-09-24 11:04:00,1
2019-09-24 11:05:00,2
2019-09-24 11:07:00,2
2019-09-24 11:08:00,1
2019-09-24 11:09:00,1
2019-09-24 11:10:00,1
2019-09-24 11:11:00,2
2019-09-24 11:12:00,3
2019-09-24 11:13:00,1
2019-09-24 11:14:00,4
2019-09-24 11:17:00,3
2019-09-24 11:18:00,2
2019-09-24 11:19:00,1
2019-09-24 11:21:00,1
2019-09-24 11:22:00,1
2019-09-24 11:25:00,2
2019-09-24 11:26:00,1
2019-09-24 11:27:00,2
2019-09-24 11:28:00,2
2019-09-24 11:29:00,1
2019-09-24 11:30:00,2
2019-09-24 11:32:00,3
2019-09-24 11:33:00,2
2019-09-24 11:37:00,2
2019-09-24 11:41:00,2
2019-09-24 11:42:00,1
2019-09-24 11:43:00,3
2019-09-24 11:44:00,1
2019-09-24 11:45:00,2
2019-09-24 11:47:00,2
2019-09-24 11:48:00,1
2019-09-24 11:49:00,3
2019-09-24 11:50:00,3
2019-09-24 11:51:00,2
2019-09-24 11:52:00,1
2019-09-24 11:53:00,1
2019-09-24 11:54:00,1
2019-09-24 11:55:00,4
2019-09-24 11:57:00,1
2019-09-24 11:58:00,3
2019-09-24 12:00:00,2
2019-09-24 12:01:00,4
2019-09-24 12:03:00,1
2019-09-24 12:04:00,3
2019-09-24 12:05:00,2
2019-09-24 12:06:00,1
2019-09-24 12:07:00,2
2019-09-24 12:08:00,1
2019-09-24 12:09:00,6
2019-09-24 12:11:00,1
2019-09-24 12:14:00,1
2019-09-24 12:16:00,2
2019-09-24 12:19:00,1
2019-09-24 12:20:00,1
2019-09-24 12:21:00,1
2019-09-24 12:22:00,2
2019-09-24 12:26:00,1
2019-09-24 12:27:00,1
2019-09-24 12:28:00,1
2019-09-24 12:30:00,2
2019-09-24 12:31:00,3
2019-09-24 12:32:00,2
2019-09-24 12:34:00,1
2019-09-24 12:35:00,1
2019-09-24 12:37:00,2
2019-09-24 12:38:00,3
2019-09-24 12:39:00,1
2019-09-24 12:40:00,1
2019-09-24 12:41:00,2
2019-09-24 12:42:00,2
2019-09-24 12:43:00,1
2019-09-24 12:44:00,1
2019-09-24 12:47:00,1
2019-09-24 12:48:00,1
2019-09-24 12:49:00,2
2019-09-24 12:50:00,1
2019-09-24 12:52:00,1
2019-09-24 12:53:00,3
2019-09-24 12:54:00,1
2019-09-24 12:55:00,2
2019-09-24 12:56:00,2
2019-09-24 12:58:00,2
2019-09-24 12:59:00,1
2019-09-24 13:00:00,3
2019-09-24 13:03:00,1
2019-09-24 13:04:00,2
2019-09-24 13:05:00,1
2019-09-24 13:06:00,1
2019-09-24 13:07:00,1
2019-09-24 13:09:00,2
2019-09-24 13:10:00,1
2019-09-24 13:11:00,2
2019-09-24 13:12:00,1
2019-09-24 13:13:00,1
2019-09-24 13:14:00,1
2019-09-24 13:15:00,1
2019-09-24 13:16:00,1
2019-09-24 13:17:00,1
2019-09-24 13:18:00,5
2019-09-24 13:19:00,1
2019-09-24 13:20:00,1
2019-09-24 13:21:00,4
2019-09-24 13:22:00,1
2019-09-24 13:23:00,3
2019-09-24 13:25:00,3
2019-09-24 13:27:00,1
2019-09-24 13:29:00,1
2019-09-24 13:30:00,1
2019-09-24 13:31:00,1
2019-09-24 13:32:00,2
2019-09-24 13:33:00,2
2019-09-24 13:34:00,2
2019-09-24 13:35:00,1
2019-09-24 13:38:00,1
2019-09-24 13:39:00,2
2019-09-24 13:40:00,2
2019-09-24 13:42:00,3
2019-09-24 13:43:00,3
2019-09-24 13:44:00,1
2019-09-24 13:45:00,1
2019-09-24 13:47:00,3
2019-09-24 13:48:00,1
2019-09-24 13:51:00,1
2019-09-24 13:53:00,2
2019-09-24 13:54:00,1
2019-09-24 13:55:00,1
2019-09-24 13:56:00,1
2019-09-24 13:57:00,1
2019-09-24 13:59:00,1
2019-09-24 14:00:00,1
2019-09-24 14:01:00,3
2019-09-24 14:02:00,1
2019-09-24 14:04:00,3
2019-09-24 14:05:00,1
2019-09-24 14:06:00,1
2019-09-24 14:07:00,2
2019-09-24 14:09:00,1
2019-09-24 14:10:00,3
2019-09-24 14:12:00,2
2019-09-24 14:13:00,2
2019-09-24 14:14:00,2
2019-09-24 14:15:00,1
2019-09-24 14:16:00,3
2019-09-24 14:17:00,3
2019-09-24 14:18:00,1
2019-09-24 14:20:00,1
2019-09-24 14:22:00,1
2019-09-24 14:23:00,1
2019-09-24 14:24:00,1
2019-09-24 14:25:00,1
2019-09-24 14:28:00,1
2019-09-24 14:29:00,1
2019-09-24 14:32:00,1
2019-09-24 14:33:00,1
2019-09-24 14:34:00,2
2019-09-24 14:35:00,4
2019-09-24 14:36:00,1
2019-09-24 14:41:00,2
2019-09-24 14:43:00,1
2019-09-24 14:44:00,1
2019-09-24 14:45:00,2
2019-09-24 14:46:00,1
2019-09-24 14:48:00,1
2019-09-24 14:49:00,1
2019-09-24 14:51:00,1
2019-09-24 14:52:00,1
2019-09-24 14:53:00,1
2019-09-24 14:54:00,4
2019-09-24 14:55:00,2
2019-09-24 14:56:00,2
2019-09-24 14:58:00,1
2019-09-24 15:00:00,1
2019-09-24 15:01:00,1
2019-09-24 15:03:00,1
2019-09-24 15:04:00,5
2019-09-24 15:05:00,2
2019-09-24 15:06:00,1
2019-09-24 15:07:00,1
2019-09-24 15:08:00,1
2019-09-24 15:10:00,4
2019-09-24 15:11:00,3
2019-09-24 15:13:00,1
2019-09-24 15:15:00,2
2019-09-24 15:17:00,1
2019-09-24 15:19:00,2
2019-09-24 15:21:00,1
2019-09-24 15:22:00,2
2019-09-24 15:23:00,2
2019-09-24 15:25:00,1
2019-09-24 15:26:00,2
2019-09-24 15:27:00,1
2019-09-24 15:28:00,3
2019-09-24 15:30:00,2
2019-09-24 15:31:00,1
2019-09-24 15:32:00,4
2019-09-24 15:33:00,2
2019-09-24 15:34:00,1
2019-09-24 15:35:00,2
2019-09-24 15:37:00,3
2019-09-24 15:38:00,1
2019-09-24 15:39:00,3
2019-09-24 15:40:00,3
2019-09-24 15:42:00,1
2019-09-24 15:45:00,1
2019-09-24 15:46:00,1
2019-09-24 15:47:00,1
2019-09-24 15:49:00,4
2019-09-24 15:50:00,3
2019-09-24 15:51:00,4
2019-09-24 15:52:00,2
2019-09-24 15:53:00,2
2019-09-24 15:54:00,1
2019-09-24 15:55:00,2
2019-09-24 15:57:00,3
2019-09-24 15:59:00,1
2019-09-24 16:02:00,1
2019-09-24 16:03:00,1
2019-09-24 16:05:00,3
2019-09-24 16:07:00,1
2019-09-24 16:08:00,2
2019-09-24 16:10:00,3
2019-09-24 16:12:00,1
2019-09-24 16:13:00,2
2019-09-24 16:14:00,2
2019-09-24 16:15:00,1
2019-09-24 16:16:00,2
2019-09-24 16:17:00,1
2019-09-24 16:18:00,1
2019-09-24 16:19:00,2
2019-09-24 16:20:00,2
2019-09-24 16:21:00,3
2019-09-24 16:22:00,3
2019-09-24 16:23:00,3
2019-09-24 16:25:00,1
2019-09-24 16:27:00,1
2019-09-24 16:28:00,2
2019-09-24 16:29:00,4
2019-09-24 16:30:00,1
2019-09-24 16:34:00,1
2019-09-24 16:35:00,2
2019-09-24 16:36:00,3
2019-09-24 16:38:00,2
2019-09-24 16:39:00,2
2019-09-24 16:40:00,1
2019-09-24 16:42:00,1
2019-09-24 16:43:00,4
2019-09-24 16:44:00,1
2019-09-24 16:45:00,3
2019-09-24 16:47:00,1
2019-09-24 16:48:00,1
2019-09-24 16:49:00,1
2019-09-24 16:50:00,1
2019-09-24 16:51:00,2
2019-09-24 16:53:00,2
2019-09-24 16:54:00,2
2019-09-24 16:55:00,1
2019-09-24 16:57:00,3
2019-09-24 16:58:00,4
2019-09-24 17:01:00,1
2019-09-24 17:02:00,1
2019-09-24 17:03:00,1
2019-09-24 17:05:00,3
2019-09-24 17:06:00,3
2019-09-24 17:07:00,3
2019-09-24 17:08:00,1
2019-09-24 17:09:00,2
2019-09-24 17:10:00,2
2019-09-24 17:12:00,1
2019-09-24 17:13:00,1
2019-09-24 17:14:00,1
2019-09-24 17:16:00,1
2019-09-24 17:18:00,2
2019-09-24 17:21:00,1
2019-09-24 17:22:00,2
2019-09-24 17:24:00,1
2019-09-24 17:25:00,1
2019-09-24 17:27:00,2
2019-09-24 17:28:00,1
2019-09-24 17:29:00,1
2019-09-24 17:30:00,2
2019-09-24 17:31:00,2
2019-09-24 17:33:00,1
2019-09-24 17:35:00,4
2019-09-24 17:36:00,3
2019-09-24 17:38:00,3
2019-09-24 17:39:00,2
2019-09-24 17:40:00,2
2019-09-24 17:42:00,1
2019-09-24 17:44:00,4
2019-09-24 17:45:00,5
2019-09-24 17:46:00,2
2019-09-24 17:48:00,1
2019-09-24 17:51:00,2
2019-09-24 17:54:00,1
2019-09-24 17:58:00,1
2019-09-24 18:00:00,2
2019-09-24 18:02:00,3
2019-09-24 18:04:00,3
2019-09-24 18:06:00,4
2019-09-24 18:07:00,3
2019-09-24 18:08:00,2
2019-09-24 18:10:00,2
2019-09-24 18:12:00,1
2019-09-24 18:14:00,4
2019-09-24 18:15:00,3
2019-09-24 18:17:00,1
2019-09-24 18:18:00,1
2019-09-24 18:21:00,1
2019-09-24 18:22:00,1
2019-09-24 18:23:00,3
2019-09-24 18:24:00,1
2019-09-24 18:25:00,1
2019-09-24 18:26:00,1
2019-09-24 18:28:00,3
2019-09-24 18:29:00,2
2019-09-24 18:30:00,1
2019-09-24 18:31:00,2
2019-09-24 18:32:00,2
2019-09-24 18:33:00,4
2019-09-24 18:35:00,3
2019-09-24 18:36:00,1
2019-09-24 18:37:00,1
2019-09-24 18:38:00,1
2019-09-24 18:39:00,1
2019-09-24 18:40:00,4
2019-09-24 18:41:00,1
2019-09-24 18:44:00,2
2019-09-24 18:47:00,1
2019-09-24 18:48:00,1
2019-09-24 18:49:00,2
2019-09-24 18:50:00,1
2019-09-24 18:51:00,1
2019-09-24 18:52:00,3
2019-09-24 18:53:00,2
2019-09-24 18:55:00,3
2019-09-24 18:56:00,1
2019-09-24 18:57:00,1
2019-09-24 18:58:00,2
2019-09-24 18:59:00,1
2019-09-24 19:01:00,3
2019-09-24 19:02:00,1
2019-09-24 19:04:00,3
2019-09-24 19:06:00,1
2019-09-24 19:07:00,1
2019-09-24 19:10:00,1
2019-09-24 19:11:00,1
2019-09-24 19:12:00,2
2019-09-24 19:14:00,1
2019-09-24 19:16:00,2
2019-09-24 19:17:00,1
2019-09-24 19:19:00,1
2019-09-24 19:20:00,2
2019-09-24 19:22:00,1
2019-09-24 19:23:00,1
2019-09-24 19:24:00,2
2019-09-24 19:25:00,2
2019-09-24 19:26:00,1
2019-09-24 19:29:00,3
2019-09-24 19:30:00,1
2019-09-24 19:34:00,1
2019-09-24 19:35:00,3
2019-09-24 19:36:00,2
2019-09-24 19:37:00,1
2019-09-24 19:38:00,1
2019-09-24 19:39:00,1
2019-09-24 19:40:00,1
2019-09-24 19:41:00,2
2019-09-24 19:42:00,2
2019-09-24 19:44:00,1
2019-09-24 19:45:00,1
2019-09-24 19:47:00,2
2019-09-24 19:49:00,4
2019-09-24 19:50:00,1
2019-09-24 19:51:00,2
2019-09-24 19:52:00,1
2019-09-24 19:53:00,3
2019-09-24 19:54:00,3
2019-09-24 19:57:00,1
2019-09-24 20:00:00,2
2019-09-24 20:01:00,1
2019-09-24 20:02:00,2
2019-09-24 20:03:00,1
2019-09-24 20:04:00,1
2019-09-24 20:05:00,1
2019-09-24 20:06:00,1
2019-09-24 20:07:00,1
2019-09-24 20:08:00,1
2019-09-24 20:09:00,4
2019-09-24 20:10:00,2
2019-09-24 20:12:00,2
2019-09-24 20:13:00,2
2019-09-24 20:14:00,1
2019-09-24 20:15:00,1
2019-09-24 20:17:00,1
2019-09-24 20:18:00,3
2019-09-24 20:19:00,1
2019-09-24 20:20:00,3
2019-09-24 20:22:00,1
2019-09-24 20:23:00,1
2019-09-24 20:24:00,1
2019-09-24 20:30:00,1
2019-09-24 20:32:00,1
2019-09-24 20:35:00,3
2019-09-24 20:36:00,1
2019-09-24 20:37:00,3
2019-09-24 20:41:00,1
2019-09-24 20:43:00,2
2019-09-24 20:44:00,1
2019-09-24 20:45:00,2
2019-09-24 20:46:00,1
2019-09-24 20:49:00,1
2019-09-24 20:50:00,1
2019-09-24 20:51:00,1
2019-09-24 20:52:00,1
2019-09-24 20:53:00,1
2019-09-24 20:54:00,1
2019-09-24 20:56:00,2
2019-09-24 20:58:00,5
2019-09-24 20:59:00,1
2019-09-24 21:53:00,1
2019-09-24 21:54:00,1
2019-09-24 22:08:00,1
2019-09-24 22:09:00,2
2019-09-24 22:10:00,3
2019-09-24 22:11:00,1
2019-09-24 22:12:00,1
2019-09-24 22:13:00,1
2019-09-24 22:14:00,1
2019-09-24 22:17:00,1
2019-09-24 22:20:00,2
2019-09-24 22:21:00,1
2019-09-24 22:22:00,2
2019-09-24 22:24:00,1
2019-09-24 22:26:00,3
2019-09-24 22:27:00,1
2019-09-24 22:29:00,3
2019-09-24 22:30:00,1
2019-09-24 22:32:00,1
2019-09-24 22:33:00,4
2019-09-24 22:34:00,1
2019-09-24 22:35:00,3
2019-09-24 22:36:00,2
2019-09-24 22:37:00,1
2019-09-24 22:38:00,3
2019-09-24 22:40:00,2
2019-09-24 22:41:00,1
2019-09-24 22:42:00,1
2019-09-24 22:43:00,3
2019-09-24 22:44:00,1
2019-09-24 22:47:00,1
2019-09-24 22:48:00,1
2019-09-24 22:49:00,2
2019-09-24 22:51:00,2
2019-09-24 22:52:00,2
2019-09-24 22:54:00,2
2019-09-24 22:55:00,1
2019-09-24 22:56:00,2
2019-09-24 22:57:00,1
2019-09-24 23:01:00,2
2019-09-24 23:05:00,1
2019-09-24 23:07:00,2
2019-09-24 23:09:00,2
2019-09-24 23:10:00,2
2019-09-24 23:11:00,2
2019-09-24 23:12:00,1
2019-09-24 23:13:00,2
2019-09-24 23:14:00,1
2019-09-24 23:15:00,1
2019-09-24 23:16:00,1
2019-09-24 23:17:00,3
2019-09-24 23:18:00,1
2019-09-24 23:20:00,3
2019-09-24 23:21:00,1
2019-09-24 23:22:00,2
2019-09-24 23:23:00,1
2019-09-24 23:24:00,1
2019-09-24 23:25:00,2
2019-09-24 23:26:00,3
2019-09-24 23:28:00,1
2019-09-24 23:32:00,3
2019-09-24 23:33:00,2
2019-09-24 23:34:00,1
2019-09-24 23:35:00,2
2019-09-24 23:36:00,1
2019-09-24 23:37:00,1
2019-09-24 23:38:00,1
2019-09-24 23:40:00,2
2019-09-24 23:42:00,2
2019-09-24 23:43:00,1
2019-09-24 23:44:00,3
2019-09-24 23:47:00,1
2019-09-24 23:48:00,1
2019-09-24 23:49:00,1
2019-09-24 23:52:00,1
2019-09-24 23:53:00,3
2019-09-24 23:55:00,2
2019-09-24 23:56:00,3
2019-09-24 23:58:00,3
2019-09-24 23:59:00,2
