40,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-02-10 05:09:00,1
2019-02-10 05:29:00,1
2019-02-10 07:33:00,2
2019-02-10 07:34:00,2
2019-02-10 07:35:00,1
2019-02-10 07:46:00,3
2019-02-10 09:13:00,1
2019-02-10 09:32:00,1
2019-02-10 09:36:00,1
2019-02-10 09:37:00,1
2019-02-10 10:11:00,1
2019-02-10 10:26:00,1
2019-02-10 11:18:00,1
2019-02-10 13:52:00,1
2019-02-10 14:02:00,1
2019-02-10 15:01:00,1
2019-02-10 15:56:00,4
2019-02-10 15:57:00,3
2019-02-10 15:58:00,1
2019-02-10 18:33:00,1
2019-02-10 18:45:00,1
2019-02-10 18:48:00,1
2019-02-10 18:54:00,1
2019-02-10 19:01:00,1
2019-02-10 19:18:00,1
2019-02-10 21:40:00,1
2019-02-10 21:43:00,1
2019-02-10 21:44:00,1
2019-02-10 21:45:00,3
