124,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-06-01 05:32:00,8
2019-06-01 05:33:00,1
2019-06-01 06:41:00,2
2019-06-01 06:42:00,2
2019-06-01 08:28:00,1
2019-06-01 09:03:00,1
2019-06-01 09:04:00,3
2019-06-01 09:13:00,2
2019-06-01 09:14:00,1
2019-06-01 09:29:00,2
2019-06-01 10:31:00,2
2019-06-01 10:40:00,6
2019-06-01 10:41:00,6
2019-06-01 11:29:00,1
2019-06-01 11:56:00,1
2019-06-01 12:32:00,1
2019-06-01 13:01:00,2
2019-06-01 13:03:00,3
2019-06-01 13:05:00,2
2019-06-01 13:07:00,6
2019-06-01 13:08:00,9
2019-06-01 13:12:00,3
2019-06-01 13:13:00,1
2019-06-01 13:14:00,1
2019-06-01 13:16:00,3
2019-06-01 15:00:00,1
2019-06-01 15:31:00,1
2019-06-01 15:44:00,2
2019-06-01 15:51:00,2
2019-06-01 15:56:00,2
2019-06-01 15:58:00,2
2019-06-01 15:59:00,2
2019-06-01 16:00:00,1
2019-06-01 16:17:00,9
2019-06-01 16:18:00,7
2019-06-01 16:19:00,9
2019-06-01 16:20:00,2
2019-06-01 16:24:00,2
2019-06-01 16:26:00,1
2019-06-01 16:27:00,11
