50,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-06-16 06:05:00,1
2019-06-16 06:26:00,1
2019-06-16 06:28:00,2
2019-06-16 07:15:00,1
2019-06-16 08:29:00,1
2019-06-16 09:13:00,1
2019-06-16 09:19:00,1
2019-06-16 10:28:00,2
2019-06-16 12:04:00,1
2019-06-16 13:01:00,1
2019-06-16 13:03:00,7
2019-06-16 13:04:00,4
2019-06-16 15:24:00,2
2019-06-16 15:29:00,1
2019-06-16 15:35:00,1
2019-06-16 15:37:00,1
2019-06-16 15:40:00,1
2019-06-16 16:27:00,1
2019-06-16 16:49:00,1
2019-06-16 20:33:00,1
2019-06-16 22:37:00,2
2019-06-16 22:39:00,1
2019-06-16 22:45:00,1
2019-06-16 22:47:00,1
2019-06-16 23:39:00,2
2019-06-16 23:44:00,1
2019-06-16 23:46:00,3
2019-06-16 23:47:00,1
2019-06-16 23:48:00,1
2019-06-16 23:49:00,1
2019-06-16 23:53:00,1
2019-06-16 23:55:00,2
2019-06-16 23:57:00,1
