264,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-10-02 00:45:00,1
2019-10-02 01:22:00,2
2019-10-02 01:23:00,7
2019-10-02 01:24:00,9
2019-10-02 01:26:00,9
2019-10-02 01:39:00,9
2019-10-02 01:40:00,7
2019-10-02 01:41:00,2
2019-10-02 01:45:00,1
2019-10-02 02:45:00,1
2019-10-02 02:58:00,1
2019-10-02 03:06:00,1
2019-10-02 03:07:00,1
2019-10-02 03:08:00,1
2019-10-02 03:09:00,1
2019-10-02 03:10:00,1
2019-10-02 03:11:00,1
2019-10-02 03:13:00,1
2019-10-02 03:14:00,1
2019-10-02 03:16:00,1
2019-10-02 03:18:00,1
2019-10-02 03:20:00,1
2019-10-02 03:22:00,1
2019-10-02 03:37:00,1
2019-10-02 03:39:00,1
2019-10-02 03:45:00,1
2019-10-02 04:20:00,1
2019-10-02 04:22:00,1
2019-10-02 04:25:00,1
2019-10-02 04:45:00,1
2019-10-02 05:14:00,1
2019-10-02 05:45:00,1
2019-10-02 06:45:00,1
2019-10-02 07:10:00,1
2019-10-02 07:45:00,1
2019-10-02 08:36:00,9
2019-10-02 08:45:00,1
2019-10-02 08:59:00,1
2019-10-02 09:00:00,1
2019-10-02 09:02:00,1
2019-10-02 09:03:00,1
2019-10-02 09:06:00,1
2019-10-02 09:17:00,9
2019-10-02 09:45:00,1
2019-10-02 09:46:00,9
2019-10-02 10:45:00,1
2019-10-02 11:18:00,5
2019-10-02 11:19:00,2
2019-10-02 11:32:00,6
2019-10-02 11:33:00,1
2019-10-02 11:35:00,5
2019-10-02 11:36:00,23
2019-10-02 11:37:00,21
2019-10-02 11:45:00,1
2019-10-02 12:31:00,2
2019-10-02 12:45:00,1
2019-10-02 12:50:00,1
2019-10-02 13:06:00,9
2019-10-02 13:27:00,9
2019-10-02 13:29:00,9
2019-10-02 13:46:00,1
2019-10-02 14:45:00,1
2019-10-02 14:51:00,1
2019-10-02 14:52:00,1
2019-10-02 14:53:00,1
2019-10-02 14:54:00,1
2019-10-02 14:55:00,1
2019-10-02 14:56:00,1
2019-10-02 15:14:00,1
2019-10-02 15:24:00,1
2019-10-02 15:29:00,9
2019-10-02 15:39:00,1
2019-10-02 15:45:00,1
2019-10-02 15:46:00,6
2019-10-02 15:47:00,4
2019-10-02 15:48:00,1
2019-10-02 15:54:00,1
2019-10-02 15:55:00,1
2019-10-02 16:00:00,1
2019-10-02 16:01:00,1
2019-10-02 16:03:00,1
2019-10-02 16:05:00,1
2019-10-02 16:06:00,1
2019-10-02 16:09:00,1
2019-10-02 16:10:00,1
2019-10-02 16:12:00,1
2019-10-02 16:37:00,2
2019-10-02 16:44:00,4
2019-10-02 16:45:00,6
2019-10-02 17:01:00,1
2019-10-02 17:11:00,1
2019-10-02 17:15:00,1
2019-10-02 17:18:00,1
2019-10-02 17:45:00,1
2019-10-02 18:45:00,1
2019-10-02 19:45:00,1
