59,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-12-26 00:45:00,1
2019-12-26 00:49:00,1
2019-12-26 01:45:00,1
2019-12-26 01:49:00,9
2019-12-26 02:45:00,1
2019-12-26 02:49:00,1
2019-12-26 03:45:00,1
2019-12-26 04:24:00,3
2019-12-26 04:37:00,2
2019-12-26 04:38:00,1
2019-12-26 04:46:00,1
2019-12-26 04:48:00,3
2019-12-26 04:50:00,1
2019-12-26 05:45:00,1
2019-12-26 06:04:00,1
2019-12-26 06:05:00,1
2019-12-26 06:45:00,1
2019-12-26 06:51:00,1
2019-12-26 07:45:00,1
2019-12-26 07:50:00,1
2019-12-26 08:45:00,1
2019-12-26 08:50:00,1
2019-12-26 08:51:00,1
2019-12-26 09:45:00,1
2019-12-26 09:50:00,1
2019-12-26 10:45:00,1
2019-12-26 10:51:00,1
2019-12-26 11:45:00,1
2019-12-26 11:50:00,1
2019-12-26 12:45:00,1
2019-12-26 13:45:00,1
2019-12-26 13:50:00,1
2019-12-26 14:45:00,1
2019-12-26 15:45:00,1
2019-12-26 16:45:00,1
2019-12-26 17:45:00,1
2019-12-26 18:02:00,4
2019-12-26 18:03:00,5
2019-12-26 18:45:00,1
