72,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-08-14 00:39:00,1
2019-08-14 00:46:00,1
2019-08-14 00:47:00,1
2019-08-14 02:25:00,1
2019-08-14 04:52:00,1
2019-08-14 04:53:00,1
2019-08-14 04:55:00,1
2019-08-14 06:38:00,1
2019-08-14 11:26:00,1
2019-08-14 12:31:00,1
2019-08-14 13:00:00,1
2019-08-14 13:01:00,1
2019-08-14 13:02:00,2
2019-08-14 13:04:00,6
2019-08-14 13:05:00,2
2019-08-14 13:07:00,4
2019-08-14 13:08:00,18
2019-08-14 13:09:00,2
2019-08-14 13:11:00,9
2019-08-14 13:14:00,5
2019-08-14 13:15:00,1
2019-08-14 16:01:00,1
2019-08-14 16:06:00,1
2019-08-14 18:11:00,1
2019-08-14 18:12:00,2
2019-08-14 18:36:00,1
2019-08-14 18:38:00,1
2019-08-14 18:44:00,1
2019-08-14 18:47:00,2
2019-08-14 20:05:00,1
