119,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-04-05 00:28:00,1
2019-04-05 01:00:00,1
2019-04-05 01:11:00,7
2019-04-05 01:18:00,9
2019-04-05 01:21:00,9
2019-04-05 01:28:00,1
2019-04-05 01:35:00,9
2019-04-05 02:30:00,1
2019-04-05 02:54:00,2
2019-04-05 03:30:00,1
2019-04-05 05:31:00,1
2019-04-05 09:15:00,8
2019-04-05 09:16:00,1
2019-04-05 09:39:00,9
2019-04-05 09:48:00,1
2019-04-05 09:50:00,1
2019-04-05 09:51:00,1
2019-04-05 10:13:00,9
2019-04-05 10:14:00,9
2019-04-05 11:17:00,1
2019-04-05 11:18:00,1
2019-04-05 12:59:00,1
2019-04-05 13:43:00,1
2019-04-05 13:51:00,9
2019-04-05 13:58:00,1
2019-04-05 15:00:00,1
2019-04-05 15:59:00,1
2019-04-05 16:59:00,1
2019-04-05 17:58:00,1
2019-04-05 18:59:00,1
2019-04-05 19:54:00,9
2019-04-05 19:58:00,10
