117,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-10-14 00:45:00,1
2019-10-14 01:45:00,1
2019-10-14 02:17:00,1
2019-10-14 02:45:00,1
2019-10-14 03:46:00,1
2019-10-14 04:34:00,3
2019-10-14 04:41:00,9
2019-10-14 04:43:00,9
2019-10-14 04:46:00,1
2019-10-14 04:49:00,3
2019-10-14 04:54:00,1
2019-10-14 05:01:00,3
2019-10-14 05:09:00,1
2019-10-14 05:16:00,1
2019-10-14 05:23:00,1
2019-10-14 05:31:00,1
2019-10-14 05:34:00,2
2019-10-14 05:45:00,2
2019-10-14 06:09:00,4
2019-10-14 06:10:00,2
2019-10-14 06:11:00,5
2019-10-14 06:12:00,3
2019-10-14 06:18:00,2
2019-10-14 06:19:00,4
2019-10-14 06:45:00,1
2019-10-14 07:15:00,9
2019-10-14 07:39:00,1
2019-10-14 07:40:00,1
2019-10-14 07:41:00,1
2019-10-14 07:46:00,2
2019-10-14 08:06:00,1
2019-10-14 08:45:00,1
2019-10-14 09:00:00,1
2019-10-14 09:01:00,8
2019-10-14 09:45:00,1
2019-10-14 09:46:00,9
2019-10-14 10:45:00,1
2019-10-14 11:47:00,1
2019-10-14 12:47:00,1
2019-10-14 13:47:00,1
2019-10-14 14:46:00,1
2019-10-14 15:45:00,1
2019-10-14 16:24:00,9
2019-10-14 16:45:00,1
2019-10-14 17:45:00,1
2019-10-14 18:45:00,1
2019-10-14 19:46:00,1
