23,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-05-16 04:11:00,1
2019-05-16 08:58:00,1
2019-05-16 08:59:00,1
2019-05-16 13:00:00,1
2019-05-16 13:01:00,1
2019-05-16 13:09:00,1
2019-05-16 13:11:00,2
2019-05-16 13:19:00,1
2019-05-16 13:27:00,2
2019-05-16 14:01:00,1
2019-05-16 14:02:00,1
2019-05-16 14:03:00,2
2019-05-16 14:04:00,1
2019-05-16 14:16:00,1
2019-05-16 14:20:00,1
2019-05-16 14:36:00,1
2019-05-16 20:43:00,1
2019-05-16 20:44:00,1
2019-05-16 20:59:00,1
2019-05-16 22:17:00,1
