70,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-01-12 01:37:00,1
2019-01-12 10:49:00,1
2019-01-12 12:23:00,1
2019-01-12 14:49:00,1
2019-01-12 14:50:00,1
2019-01-12 15:00:00,1
2019-01-12 15:01:00,1
2019-01-12 15:02:00,1
2019-01-12 15:03:00,2
2019-01-12 15:08:00,1
2019-01-12 15:22:00,1
2019-01-12 16:32:00,1
2019-01-12 16:34:00,1
2019-01-12 16:37:00,1
2019-01-12 16:38:00,1
2019-01-12 16:39:00,1
2019-01-12 16:40:00,2
2019-01-12 16:41:00,1
2019-01-12 16:42:00,2
2019-01-12 16:43:00,1
2019-01-12 16:44:00,1
2019-01-12 16:45:00,2
2019-01-12 16:46:00,1
2019-01-12 17:02:00,1
2019-01-12 17:05:00,1
2019-01-12 17:06:00,1
2019-01-12 17:11:00,1
2019-01-12 17:12:00,1
2019-01-12 17:13:00,1
2019-01-12 17:14:00,1
2019-01-12 17:15:00,2
2019-01-12 17:17:00,1
2019-01-12 17:18:00,1
2019-01-12 17:19:00,1
2019-01-12 17:21:00,1
2019-01-12 17:22:00,3
2019-01-12 17:25:00,1
2019-01-12 17:26:00,1
2019-01-12 17:27:00,1
2019-01-12 17:28:00,1
2019-01-12 17:29:00,1
2019-01-12 17:30:00,2
2019-01-12 17:36:00,1
2019-01-12 17:37:00,1
2019-01-12 17:38:00,1
2019-01-12 17:39:00,1
2019-01-12 17:40:00,1
2019-01-12 17:41:00,2
2019-01-12 17:42:00,2
2019-01-12 17:43:00,1
2019-01-12 17:44:00,1
2019-01-12 17:45:00,1
2019-01-12 17:49:00,1
2019-01-12 17:50:00,1
2019-01-12 17:51:00,1
2019-01-12 17:53:00,3
2019-01-12 17:55:00,2
