1390,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-06-17 00:00:00,1
2019-06-17 00:01:00,1
2019-06-17 00:02:00,3
2019-06-17 00:09:00,6
2019-06-17 00:10:00,1
2019-06-17 00:11:00,1
2019-06-17 00:12:00,3
2019-06-17 00:19:00,6
2019-06-17 00:20:00,1
2019-06-17 00:21:00,2
2019-06-17 00:22:00,3
2019-06-17 00:29:00,6
2019-06-17 00:30:00,1
2019-06-17 00:31:00,2
2019-06-17 00:32:00,3
2019-06-17 00:39:00,4
2019-06-17 00:40:00,1
2019-06-17 00:41:00,2
2019-06-17 00:42:00,3
2019-06-17 00:49:00,4
2019-06-17 00:50:00,1
2019-06-17 00:51:00,1
2019-06-17 00:52:00,3
2019-06-17 00:59:00,4
2019-06-17 01:00:00,1
2019-06-17 01:01:00,1
2019-06-17 01:02:00,3
2019-06-17 01:09:00,5
2019-06-17 01:10:00,1
2019-06-17 01:11:00,2
2019-06-17 01:12:00,3
2019-06-17 01:19:00,4
2019-06-17 01:20:00,1
2019-06-17 01:21:00,1
2019-06-17 01:22:00,3
2019-06-17 01:29:00,4
2019-06-17 01:30:00,1
2019-06-17 01:31:00,1
2019-06-17 01:32:00,3
2019-06-17 01:39:00,5
2019-06-17 01:40:00,1
2019-06-17 01:41:00,1
2019-06-17 01:42:00,3
2019-06-17 01:49:00,6
2019-06-17 01:50:00,1
2019-06-17 01:51:00,1
2019-06-17 01:52:00,3
2019-06-17 01:59:00,5
2019-06-17 02:00:00,1
2019-06-17 02:01:00,1
2019-06-17 02:02:00,3
2019-06-17 02:09:00,4
2019-06-17 02:10:00,1
2019-06-17 02:11:00,1
2019-06-17 02:12:00,3
2019-06-17 02:19:00,4
2019-06-17 02:20:00,1
2019-06-17 02:21:00,3
2019-06-17 02:22:00,3
2019-06-17 02:25:00,1
2019-06-17 02:29:00,4
2019-06-17 02:30:00,1
2019-06-17 02:31:00,1
2019-06-17 02:32:00,3
2019-06-17 02:39:00,4
2019-06-17 02:40:00,1
2019-06-17 02:41:00,1
2019-06-17 02:42:00,3
2019-06-17 02:49:00,4
2019-06-17 02:50:00,1
2019-06-17 02:51:00,1
2019-06-17 02:52:00,3
2019-06-17 02:59:00,4
2019-06-17 03:00:00,1
2019-06-17 03:01:00,1
2019-06-17 03:02:00,3
2019-06-17 03:09:00,4
2019-06-17 03:10:00,1
2019-06-17 03:11:00,1
2019-06-17 03:12:00,3
2019-06-17 03:19:00,4
2019-06-17 03:20:00,1
2019-06-17 03:21:00,1
2019-06-17 03:22:00,4
2019-06-17 03:29:00,4
2019-06-17 03:30:00,1
2019-06-17 03:31:00,1
2019-06-17 03:32:00,3
2019-06-17 03:39:00,4
2019-06-17 03:40:00,1
2019-06-17 03:41:00,1
2019-06-17 03:42:00,3
2019-06-17 03:49:00,6
2019-06-17 03:50:00,1
2019-06-17 03:51:00,1
2019-06-17 03:52:00,3
2019-06-17 03:59:00,7
2019-06-17 04:00:00,2
2019-06-17 04:01:00,1
2019-06-17 04:02:00,4
2019-06-17 04:09:00,4
2019-06-17 04:10:00,1
2019-06-17 04:11:00,1
2019-06-17 04:12:00,4
2019-06-17 04:19:00,4
2019-06-17 04:20:00,1
2019-06-17 04:21:00,2
2019-06-17 04:22:00,3
2019-06-17 04:29:00,4
2019-06-17 04:30:00,1
2019-06-17 04:31:00,1
2019-06-17 04:32:00,3
2019-06-17 04:39:00,4
2019-06-17 04:40:00,1
2019-06-17 04:41:00,1
2019-06-17 04:42:00,4
