30,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-12-05 15:11:00,1
2019-12-05 15:15:00,1
2019-12-05 15:20:00,1
2019-12-05 15:22:00,1
2019-12-05 15:26:00,1
2019-12-05 15:28:00,1
2019-12-05 15:33:00,1
2019-12-05 15:51:00,1
2019-12-05 16:00:00,1
2019-12-05 16:04:00,1
2019-12-05 16:20:00,1
2019-12-05 16:29:00,1
2019-12-05 16:31:00,1
2019-12-05 16:36:00,1
2019-12-05 16:43:00,1
2019-12-05 16:54:00,1
2019-12-05 17:20:00,1
2019-12-05 17:27:00,1
2019-12-05 17:29:00,1
2019-12-05 17:31:00,1
2019-12-05 17:33:00,1
2019-12-05 17:35:00,1
2019-12-05 17:37:00,1
2019-12-05 17:39:00,1
2019-12-05 17:41:00,1
2019-12-05 17:43:00,1
2019-12-05 17:46:00,1
2019-12-05 17:48:00,1
2019-12-05 17:50:00,1
2019-12-05 18:57:00,1
