92,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-10-18 00:45:00,1
2019-10-18 01:45:00,1
2019-10-18 02:45:00,1
2019-10-18 03:45:00,1
2019-10-18 04:47:00,1
2019-10-18 05:45:00,1
2019-10-18 05:53:00,9
2019-10-18 06:45:00,1
2019-10-18 06:58:00,4
2019-10-18 06:59:00,3
2019-10-18 07:00:00,3
2019-10-18 07:01:00,4
2019-10-18 07:02:00,5
2019-10-18 07:03:00,4
2019-10-18 07:04:00,3
2019-10-18 07:45:00,1
2019-10-18 08:45:00,1
2019-10-18 09:45:00,1
2019-10-18 10:24:00,3
2019-10-18 10:25:00,6
2019-10-18 10:45:00,1
2019-10-18 11:45:00,1
2019-10-18 12:45:00,1
2019-10-18 13:45:00,1
2019-10-18 14:45:00,1
2019-10-18 15:01:00,9
2019-10-18 15:33:00,9
2019-10-18 15:45:00,1
2019-10-18 16:45:00,1
2019-10-18 17:45:00,1
2019-10-18 18:24:00,1
2019-10-18 18:45:00,1
2019-10-18 19:45:00,1
2019-10-18 19:56:00,9
