139,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-05-27 00:46:00,1
2019-05-27 01:46:00,1
2019-05-27 02:44:00,1
2019-05-27 02:45:00,9
2019-05-27 02:51:00,1
2019-05-27 03:45:00,1
2019-05-27 04:44:00,1
2019-05-27 05:45:00,1
2019-05-27 06:00:00,9
2019-05-27 06:45:00,1
2019-05-27 07:45:00,1
2019-05-27 08:45:00,1
2019-05-27 09:27:00,2
2019-05-27 09:46:00,1
2019-05-27 09:47:00,2
2019-05-27 09:48:00,2
2019-05-27 09:49:00,2
2019-05-27 09:57:00,1
2019-05-27 09:58:00,1
2019-05-27 09:59:00,1
2019-05-27 10:00:00,1
2019-05-27 10:01:00,2
2019-05-27 10:02:00,2
2019-05-27 10:03:00,2
2019-05-27 10:05:00,2
2019-05-27 10:06:00,2
2019-05-27 10:07:00,1
2019-05-27 10:08:00,2
2019-05-27 10:09:00,1
2019-05-27 10:45:00,1
2019-05-27 11:45:00,1
2019-05-27 12:43:00,53
2019-05-27 12:44:00,10
2019-05-27 12:45:00,1
2019-05-27 13:45:00,1
2019-05-27 14:45:00,1
2019-05-27 15:07:00,9
2019-05-27 15:45:00,1
2019-05-27 16:45:00,1
2019-05-27 16:52:00,1
2019-05-27 17:45:00,1
2019-05-27 18:45:00,1
2019-05-27 19:45:00,1
2019-05-27 19:51:00,1
