68,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-09-14 00:01:00,9
2019-09-14 00:05:00,9
2019-09-14 00:38:00,1
2019-09-14 00:46:00,1
2019-09-14 01:08:00,5
2019-09-14 01:09:00,4
2019-09-14 01:17:00,9
2019-09-14 01:24:00,1
2019-09-14 01:46:00,1
2019-09-14 02:41:00,1
2019-09-14 02:46:00,1
2019-09-14 03:46:00,1
2019-09-14 04:47:00,1
2019-09-14 05:47:00,1
2019-09-14 06:46:00,1
2019-09-14 07:47:00,1
2019-09-14 08:46:00,1
2019-09-14 09:47:00,1
2019-09-14 10:47:00,1
2019-09-14 11:30:00,9
2019-09-14 11:47:00,1
2019-09-14 12:46:00,1
2019-09-14 13:46:00,1
2019-09-14 14:46:00,1
2019-09-14 15:46:00,1
2019-09-14 16:47:00,1
2019-09-14 17:46:00,1
2019-09-14 18:45:00,1
2019-09-14 19:45:00,1
