83,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-09-04 00:44:00,1
2019-09-04 01:44:00,1
2019-09-04 02:44:00,1
2019-09-04 02:47:00,1
2019-09-04 03:45:00,1
2019-09-04 04:45:00,1
2019-09-04 05:45:00,1
2019-09-04 06:22:00,1
2019-09-04 06:46:00,1
2019-09-04 07:45:00,1
2019-09-04 08:29:00,1
2019-09-04 08:30:00,1
2019-09-04 08:45:00,1
2019-09-04 09:44:00,1
2019-09-04 10:44:00,1
2019-09-04 10:52:00,9
2019-09-04 11:44:00,1
2019-09-04 12:02:00,9
2019-09-04 12:44:00,1
2019-09-04 13:10:00,9
2019-09-04 13:44:00,1
2019-09-04 14:45:00,1
2019-09-04 15:35:00,1
2019-09-04 15:44:00,1
2019-09-04 15:57:00,1
2019-09-04 16:08:00,9
2019-09-04 16:28:00,9
2019-09-04 16:29:00,6
2019-09-04 16:36:00,1
2019-09-04 16:37:00,1
2019-09-04 16:38:00,1
2019-09-04 16:40:00,1
2019-09-04 16:41:00,1
2019-09-04 16:44:00,1
2019-09-04 17:06:00,1
2019-09-04 17:44:00,1
2019-09-04 18:44:00,1
2019-09-04 19:44:00,1
