121,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-12-08 00:46:00,1
2019-12-08 01:46:00,1
2019-12-08 02:44:00,1
2019-12-08 03:46:00,1
2019-12-08 04:45:00,1
2019-12-08 05:21:00,13
2019-12-08 05:22:00,1
2019-12-08 05:45:00,1
2019-12-08 06:45:00,1
2019-12-08 07:45:00,1
2019-12-08 08:45:00,1
2019-12-08 09:45:00,1
2019-12-08 10:45:00,1
2019-12-08 11:28:00,10
2019-12-08 11:29:00,4
2019-12-08 11:46:00,1
2019-12-08 12:45:00,1
2019-12-08 13:32:00,2
2019-12-08 13:33:00,1
2019-12-08 13:45:00,1
2019-12-08 13:57:00,7
2019-12-08 13:59:00,7
2019-12-08 14:07:00,5
2019-12-08 14:08:00,2
2019-12-08 14:15:00,14
2019-12-08 14:46:00,1
2019-12-08 15:46:00,10
2019-12-08 16:46:00,1
2019-12-08 17:22:00,9
2019-12-08 17:45:00,10
2019-12-08 18:45:00,1
2019-12-08 18:53:00,9
