191,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-04-16 00:45:00,1
2019-04-16 01:45:00,1
2019-04-16 02:45:00,1
2019-04-16 03:51:00,1
2019-04-16 04:46:00,1
2019-04-16 05:03:00,13
2019-04-16 05:04:00,12
2019-04-16 05:05:00,2
2019-04-16 05:45:00,1
2019-04-16 06:44:00,1
2019-04-16 07:45:00,1
2019-04-16 08:15:00,9
2019-04-16 08:44:00,1
2019-04-16 09:15:00,9
2019-04-16 09:44:00,1
2019-04-16 10:45:00,10
2019-04-16 11:45:00,1
2019-04-16 12:08:00,9
2019-04-16 12:23:00,9
2019-04-16 12:44:00,1
2019-04-16 13:30:00,9
2019-04-16 13:42:00,9
2019-04-16 13:45:00,1
2019-04-16 14:37:00,9
2019-04-16 14:44:00,1
2019-04-16 15:21:00,9
2019-04-16 15:45:00,1
2019-04-16 15:46:00,9
2019-04-16 16:29:00,9
2019-04-16 16:45:00,1
2019-04-16 17:12:00,3
2019-04-16 17:13:00,6
2019-04-16 17:44:00,1
2019-04-16 18:32:00,6
2019-04-16 18:33:00,3
2019-04-16 18:37:00,9
2019-04-16 18:45:00,9
2019-04-16 18:46:00,1
2019-04-16 18:51:00,9
2019-04-16 19:45:00,1
