113,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-04-14 00:45:00,1
2019-04-14 01:45:00,1
2019-04-14 02:45:00,1
2019-04-14 03:45:00,1
2019-04-14 04:45:00,1
2019-04-14 05:42:00,9
2019-04-14 05:44:00,9
2019-04-14 05:46:00,1
2019-04-14 06:43:00,12
2019-04-14 06:46:00,1
2019-04-14 07:44:00,1
2019-04-14 08:44:00,1
2019-04-14 09:21:00,9
2019-04-14 09:44:00,1
2019-04-14 10:44:00,1
2019-04-14 11:11:00,9
2019-04-14 11:45:00,1
2019-04-14 12:45:00,1
2019-04-14 13:39:00,9
2019-04-14 13:45:00,1
2019-04-14 14:44:00,1
2019-04-14 15:26:00,9
2019-04-14 15:44:00,1
2019-04-14 16:33:00,9
2019-04-14 16:44:00,1
2019-04-14 17:44:00,9
2019-04-14 17:45:00,1
2019-04-14 18:45:00,1
2019-04-14 19:19:00,7
2019-04-14 19:20:00,2
2019-04-14 19:45:00,1
