30,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-02-08 05:16:00,1
2019-02-08 05:17:00,1
2019-02-08 07:11:00,1
2019-02-08 07:53:00,1
2019-02-08 11:06:00,2
2019-02-08 15:00:00,2
2019-02-08 15:01:00,2
2019-02-08 15:05:00,1
2019-02-08 15:06:00,2
2019-02-08 15:09:00,1
2019-02-08 15:12:00,1
2019-02-08 15:13:00,1
2019-02-08 15:15:00,1
2019-02-08 15:18:00,1
2019-02-08 18:14:00,2
2019-02-08 18:16:00,2
2019-02-08 19:09:00,1
2019-02-08 20:33:00,2
2019-02-08 22:12:00,1
2019-02-08 22:14:00,1
2019-02-08 22:26:00,1
2019-02-08 23:29:00,1
2019-02-08 23:33:00,1
