175,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-01-31 00:58:00,1
2019-01-31 01:57:00,1
2019-01-31 02:01:00,9
2019-01-31 02:56:00,1
2019-01-31 03:56:00,1
2019-01-31 04:15:00,9
2019-01-31 04:56:00,1
2019-01-31 05:57:00,1
2019-01-31 06:57:00,1
2019-01-31 07:15:00,9
2019-01-31 07:57:00,1
2019-01-31 07:58:00,9
2019-01-31 08:40:00,8
2019-01-31 08:41:00,1
2019-01-31 08:57:00,1
2019-01-31 09:21:00,1
2019-01-31 09:27:00,1
2019-01-31 09:58:00,1
2019-01-31 10:57:00,1
2019-01-31 11:23:00,9
2019-01-31 11:24:00,1
2019-01-31 11:27:00,9
2019-01-31 11:58:00,1
2019-01-31 12:02:00,9
2019-01-31 12:48:00,9
2019-01-31 12:57:00,1
2019-01-31 13:57:00,1
2019-01-31 14:38:00,8
2019-01-31 14:39:00,45
2019-01-31 14:40:00,1
2019-01-31 14:41:00,9
2019-01-31 14:58:00,1
2019-01-31 15:57:00,1
2019-01-31 16:57:00,1
2019-01-31 17:47:00,9
2019-01-31 17:57:00,1
2019-01-31 18:57:00,1
