2028,select * from PhotoObjAll where objId=#
2019-05-15 00:01:00,4
2019-05-15 00:02:00,1
2019-05-15 00:03:00,1
2019-05-15 00:04:00,1
2019-05-15 00:05:00,1
2019-05-15 00:06:00,4
2019-05-15 00:07:00,2
2019-05-15 00:08:00,2
2019-05-15 00:09:00,1
2019-05-15 00:11:00,2
2019-05-15 00:12:00,3
2019-05-15 00:13:00,2
2019-05-15 00:14:00,3
2019-05-15 00:15:00,2
2019-05-15 00:20:00,4
2019-05-15 00:21:00,2
2019-05-15 00:23:00,2
2019-05-15 00:24:00,3
2019-05-15 00:25:00,4
2019-05-15 00:28:00,3
2019-05-15 00:29:00,1
2019-05-15 00:30:00,1
2019-05-15 00:31:00,1
2019-05-15 00:33:00,3
2019-05-15 00:34:00,2
2019-05-15 00:35:00,3
2019-05-15 00:36:00,1
2019-05-15 00:37:00,2
2019-05-15 00:39:00,3
2019-05-15 00:41:00,2
2019-05-15 00:42:00,2
2019-05-15 00:43:00,1
2019-05-15 00:44:00,1
2019-05-15 00:45:00,1
2019-05-15 00:46:00,2
2019-05-15 00:47:00,1
2019-05-15 00:48:00,1
2019-05-15 00:49:00,2
2019-05-15 00:50:00,2
2019-05-15 00:51:00,3
2019-05-15 00:52:00,1
2019-05-15 00:54:00,1
2019-05-15 00:55:00,1
2019-05-15 00:57:00,3
2019-05-15 00:58:00,1
2019-05-15 00:59:00,6
2019-05-15 01:00:00,4
2019-05-15 01:01:00,2
2019-05-15 01:02:00,3
2019-05-15 01:03:00,4
2019-05-15 01:04:00,3
2019-05-15 01:06:00,1
2019-05-15 01:07:00,2
2019-05-15 01:09:00,1
2019-05-15 01:10:00,1
2019-05-15 01:11:00,2
2019-05-15 01:12:00,3
2019-05-15 01:13:00,4
2019-05-15 01:14:00,2
2019-05-15 01:15:00,1
2019-05-15 01:16:00,2
2019-05-15 01:17:00,1
2019-05-15 01:18:00,3
2019-05-15 01:20:00,2
2019-05-15 01:21:00,3
2019-05-15 01:22:00,2
2019-05-15 01:23:00,2
2019-05-15 01:24:00,4
2019-05-15 01:25:00,1
2019-05-15 01:27:00,5
2019-05-15 01:28:00,1
2019-05-15 01:29:00,2
2019-05-15 01:32:00,2
2019-05-15 01:33:00,2
2019-05-15 01:34:00,1
2019-05-15 01:35:00,3
2019-05-15 01:36:00,3
2019-05-15 01:37:00,2
2019-05-15 01:38:00,2
2019-05-15 01:39:00,2
2019-05-15 01:40:00,1
2019-05-15 01:43:00,2
2019-05-15 01:44:00,3
2019-05-15 01:46:00,1
2019-05-15 01:47:00,2
2019-05-15 01:48:00,1
2019-05-15 01:56:00,2
2019-05-15 01:58:00,2
2019-05-15 02:00:00,1
2019-05-15 02:01:00,2
2019-05-15 02:02:00,1
2019-05-15 02:03:00,3
2019-05-15 02:04:00,4
2019-05-15 02:05:00,1
2019-05-15 02:06:00,3
2019-05-15 02:07:00,3
2019-05-15 02:09:00,3
2019-05-15 02:10:00,2
2019-05-15 02:11:00,1
2019-05-15 02:12:00,2
2019-05-15 02:15:00,1
2019-05-15 02:16:00,1
2019-05-15 02:17:00,2
2019-05-15 02:18:00,2
2019-05-15 02:20:00,2
2019-05-15 02:21:00,1
2019-05-15 02:22:00,1
2019-05-15 02:23:00,1
2019-05-15 02:25:00,3
2019-05-15 02:26:00,2
2019-05-15 02:28:00,2
2019-05-15 02:29:00,1
2019-05-15 02:31:00,1
2019-05-15 02:32:00,1
2019-05-15 02:33:00,3
2019-05-15 02:34:00,1
2019-05-15 02:35:00,3
2019-05-15 02:37:00,4
2019-05-15 02:38:00,2
2019-05-15 02:39:00,2
2019-05-15 02:40:00,3
2019-05-15 02:41:00,1
2019-05-15 02:42:00,3
2019-05-15 02:43:00,2
2019-05-15 02:44:00,3
2019-05-15 02:45:00,2
2019-05-15 02:46:00,4
2019-05-15 02:47:00,1
2019-05-15 02:48:00,2
2019-05-15 02:49:00,3
2019-05-15 02:50:00,3
2019-05-15 02:51:00,3
2019-05-15 02:52:00,2
2019-05-15 02:53:00,3
2019-05-15 02:54:00,1
2019-05-15 02:55:00,2
2019-05-15 02:56:00,1
2019-05-15 02:59:00,3
2019-05-15 03:00:00,2
2019-05-15 03:01:00,1
2019-05-15 03:02:00,1
2019-05-15 03:03:00,3
2019-05-15 03:04:00,2
2019-05-15 03:05:00,2
2019-05-15 03:06:00,2
2019-05-15 03:08:00,4
2019-05-15 03:09:00,1
2019-05-15 03:10:00,1
2019-05-15 03:11:00,3
2019-05-15 03:12:00,1
2019-05-15 03:13:00,3
2019-05-15 03:14:00,1
2019-05-15 03:17:00,3
2019-05-15 03:18:00,1
2019-05-15 03:19:00,2
2019-05-15 03:20:00,2
2019-05-15 03:21:00,1
2019-05-15 03:22:00,1
2019-05-15 03:23:00,2
2019-05-15 03:24:00,2
2019-05-15 03:25:00,3
2019-05-15 03:26:00,4
2019-05-15 03:28:00,3
2019-05-15 03:29:00,1
2019-05-15 03:31:00,3
2019-05-15 03:32:00,1
2019-05-15 03:33:00,1
2019-05-15 03:34:00,1
2019-05-15 03:36:00,1
2019-05-15 03:37:00,2
2019-05-15 03:40:00,1
2019-05-15 03:41:00,1
2019-05-15 03:42:00,1
2019-05-15 03:43:00,2
2019-05-15 03:44:00,3
2019-05-15 03:45:00,1
2019-05-15 03:46:00,1
2019-05-15 03:47:00,5
2019-05-15 03:48:00,2
2019-05-15 03:50:00,4
2019-05-15 03:51:00,1
2019-05-15 03:56:00,2
2019-05-15 03:57:00,2
2019-05-15 03:58:00,3
2019-05-15 03:59:00,3
2019-05-15 04:01:00,1
2019-05-15 04:02:00,1
2019-05-15 04:03:00,2
2019-05-15 04:04:00,1
2019-05-15 04:05:00,2
2019-05-15 04:06:00,3
2019-05-15 04:07:00,3
2019-05-15 04:08:00,1
2019-05-15 04:10:00,2
2019-05-15 04:11:00,2
2019-05-15 04:12:00,3
2019-05-15 04:13:00,4
2019-05-15 04:14:00,5
2019-05-15 04:16:00,3
2019-05-15 04:17:00,2
2019-05-15 04:18:00,1
2019-05-15 04:19:00,1
2019-05-15 04:20:00,2
2019-05-15 04:21:00,3
2019-05-15 04:22:00,1
2019-05-15 04:23:00,1
2019-05-15 04:24:00,1
2019-05-15 04:25:00,3
2019-05-15 04:26:00,2
2019-05-15 04:27:00,1
2019-05-15 04:28:00,1
2019-05-15 04:29:00,1
2019-05-15 04:30:00,2
2019-05-15 04:31:00,4
2019-05-15 04:33:00,3
2019-05-15 04:34:00,4
2019-05-15 04:35:00,4
2019-05-15 04:37:00,2
2019-05-15 04:38:00,3
2019-05-15 04:39:00,1
