34,"SELECT p.ra,p.dec,   p.psfmag_g,p.psfMagErr_g,   p.psfmag_r,p.psfMagErr_r,   p.psfmag_i,p.psfMagErr_i,   p.psfmag_z,p.psfMagErr_z,   f.mjd_r,f.mjd_g,f.mjd_i,f.mjd_z   FROM PhotoObjAll p   JOIN field as f on p.fieldid = f.fieldid   WHERE ra between # and #   and dec between # and #   and p.parentID = #   order by f.mjd_r"
2019-05-15 19:30:00,1
2019-05-15 19:34:00,1
2019-05-15 19:38:00,1
2019-05-15 19:44:00,1
2019-05-15 20:15:00,2
2019-05-15 20:16:00,1
2019-05-15 20:20:00,1
2019-05-15 20:21:00,4
2019-05-15 20:22:00,1
2019-05-15 20:23:00,1
2019-05-15 21:09:00,1
2019-05-15 21:12:00,3
2019-05-15 21:13:00,2
2019-05-15 21:14:00,1
2019-05-15 21:15:00,3
2019-05-15 21:47:00,1
2019-05-15 21:48:00,1
2019-05-15 21:49:00,2
2019-05-15 21:51:00,2
2019-05-15 21:52:00,4
