56,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-01-19 00:59:00,1
2019-01-19 02:00:00,1
2019-01-19 03:00:00,1
2019-01-19 04:00:00,1
2019-01-19 05:00:00,1
2019-01-19 06:37:00,1
2019-01-19 06:59:00,1
2019-01-19 07:59:00,1
2019-01-19 08:58:00,1
2019-01-19 09:58:00,1
2019-01-19 10:59:00,1
2019-01-19 11:57:00,1
2019-01-19 12:15:00,1
2019-01-19 12:19:00,9
2019-01-19 12:57:00,1
2019-01-19 13:20:00,18
2019-01-19 13:58:00,1
2019-01-19 14:59:00,1
2019-01-19 16:00:00,1
2019-01-19 16:58:00,1
2019-01-19 17:59:00,9
2019-01-19 18:00:00,1
2019-01-19 18:59:00,1
