62,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-09-19 04:25:00,2
2019-09-19 04:35:00,1
2019-09-19 04:37:00,1
2019-09-19 05:52:00,1
2019-09-19 06:04:00,1
2019-09-19 06:23:00,1
2019-09-19 06:41:00,1
2019-09-19 07:09:00,1
2019-09-19 07:10:00,1
2019-09-19 07:17:00,1
2019-09-19 09:20:00,1
2019-09-19 09:21:00,1
2019-09-19 10:31:00,1
2019-09-19 10:34:00,1
2019-09-19 10:44:00,1
2019-09-19 14:50:00,2
2019-09-19 15:42:00,1
2019-09-19 15:43:00,7
2019-09-19 15:44:00,4
2019-09-19 15:45:00,2
2019-09-19 15:48:00,3
2019-09-19 15:49:00,3
2019-09-19 15:50:00,4
2019-09-19 15:51:00,6
2019-09-19 15:52:00,1
2019-09-19 15:53:00,4
2019-09-19 19:31:00,2
2019-09-19 19:44:00,1
2019-09-19 19:53:00,1
2019-09-19 23:16:00,1
2019-09-19 23:19:00,1
2019-09-19 23:28:00,1
2019-09-19 23:32:00,1
2019-09-19 23:34:00,1
