14768,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-05-06 00:00:00,9
2019-05-06 00:03:00,9
2019-05-06 00:05:00,10
2019-05-06 00:06:00,10
2019-05-06 00:07:00,12
2019-05-06 00:09:00,51
2019-05-06 00:10:00,9
2019-05-06 00:13:00,8
2019-05-06 00:15:00,12
2019-05-06 00:16:00,10
2019-05-06 00:17:00,10
2019-05-06 00:18:00,2
2019-05-06 00:19:00,50
2019-05-06 00:20:00,9
2019-05-06 00:23:00,8
2019-05-06 00:25:00,14
2019-05-06 00:26:00,10
2019-05-06 00:27:00,10
2019-05-06 00:28:00,2
2019-05-06 00:29:00,48
2019-05-06 00:30:00,9
2019-05-06 00:33:00,8
2019-05-06 00:35:00,12
2019-05-06 00:36:00,10
2019-05-06 00:37:00,10
2019-05-06 00:38:00,2
2019-05-06 00:39:00,50
2019-05-06 00:40:00,9
2019-05-06 00:43:00,10
2019-05-06 00:45:00,12
2019-05-06 00:46:00,10
2019-05-06 00:47:00,10
2019-05-06 00:48:00,2
2019-05-06 00:49:00,48
2019-05-06 00:50:00,9
2019-05-06 00:53:00,8
2019-05-06 00:55:00,13
2019-05-06 00:56:00,12
2019-05-06 00:57:00,10
2019-05-06 00:58:00,2
2019-05-06 00:59:00,50
2019-05-06 01:00:00,9
2019-05-06 01:03:00,8
2019-05-06 01:05:00,12
2019-05-06 01:06:00,10
2019-05-06 01:07:00,10
2019-05-06 01:08:00,2
2019-05-06 01:09:00,50
2019-05-06 01:10:00,9
2019-05-06 01:13:00,10
2019-05-06 01:15:00,12
2019-05-06 01:16:00,12
2019-05-06 01:17:00,8
2019-05-06 01:18:00,4
2019-05-06 01:19:00,52
2019-05-06 01:20:00,9
2019-05-06 01:23:00,8
2019-05-06 01:25:00,12
2019-05-06 01:26:00,10
2019-05-06 01:27:00,8
2019-05-06 01:28:00,4
2019-05-06 01:29:00,51
2019-05-06 01:30:00,9
2019-05-06 01:33:00,8
2019-05-06 01:35:00,12
2019-05-06 01:36:00,10
2019-05-06 01:37:00,8
2019-05-06 01:38:00,4
2019-05-06 01:39:00,51
2019-05-06 01:40:00,9
2019-05-06 01:43:00,9
2019-05-06 01:45:00,14
2019-05-06 01:46:00,10
2019-05-06 01:47:00,8
2019-05-06 01:48:00,4
2019-05-06 01:49:00,51
2019-05-06 01:50:00,9
2019-05-06 01:53:00,8
2019-05-06 01:55:00,12
2019-05-06 01:56:00,10
2019-05-06 01:57:00,8
2019-05-06 01:58:00,4
2019-05-06 01:59:00,53
2019-05-06 02:00:00,9
2019-05-06 02:03:00,12
2019-05-06 02:05:00,14
2019-05-06 02:06:00,10
2019-05-06 02:07:00,8
2019-05-06 02:08:00,4
2019-05-06 02:09:00,50
2019-05-06 02:10:00,9
2019-05-06 02:13:00,8
2019-05-06 02:15:00,12
2019-05-06 02:16:00,10
