260,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-12-15 00:11:00,9
2019-12-15 00:17:00,9
2019-12-15 00:45:00,1
2019-12-15 01:04:00,1
2019-12-15 01:05:00,1
2019-12-15 01:06:00,1
2019-12-15 01:13:00,1
2019-12-15 01:14:00,1
2019-12-15 01:15:00,1
2019-12-15 01:37:00,1
2019-12-15 01:45:00,1
2019-12-15 01:53:00,2
2019-12-15 01:54:00,1
2019-12-15 02:18:00,1
2019-12-15 02:19:00,1
2019-12-15 02:30:00,1
2019-12-15 02:45:00,1
2019-12-15 03:45:00,1
2019-12-15 03:51:00,1
2019-12-15 04:45:00,1
2019-12-15 05:29:00,9
2019-12-15 05:30:00,1
2019-12-15 05:31:00,1
2019-12-15 05:32:00,19
2019-12-15 05:35:00,10
2019-12-15 05:36:00,26
2019-12-15 05:38:00,27
2019-12-15 05:43:00,14
2019-12-15 05:44:00,4
2019-12-15 05:45:00,1
2019-12-15 06:22:00,14
2019-12-15 06:46:00,1
2019-12-15 06:57:00,1
2019-12-15 07:16:00,1
2019-12-15 07:17:00,1
2019-12-15 07:18:00,1
2019-12-15 07:42:00,2
2019-12-15 07:43:00,1
2019-12-15 07:45:00,1
2019-12-15 07:53:00,1
2019-12-15 07:54:00,1
2019-12-15 08:46:00,1
2019-12-15 09:24:00,1
2019-12-15 09:25:00,1
2019-12-15 09:45:00,1
2019-12-15 10:45:00,1
2019-12-15 10:57:00,9
2019-12-15 11:45:00,1
2019-12-15 11:51:00,9
2019-12-15 12:45:00,1
2019-12-15 13:45:00,1
2019-12-15 14:14:00,9
2019-12-15 14:15:00,1
2019-12-15 14:17:00,1
2019-12-15 14:18:00,1
2019-12-15 14:21:00,1
2019-12-15 14:23:00,1
2019-12-15 14:25:00,1
2019-12-15 14:40:00,1
2019-12-15 14:41:00,1
2019-12-15 14:43:00,1
2019-12-15 14:44:00,1
2019-12-15 14:45:00,1
2019-12-15 14:53:00,1
2019-12-15 14:57:00,1
2019-12-15 14:59:00,1
2019-12-15 15:01:00,1
2019-12-15 15:46:00,1
2019-12-15 16:00:00,7
2019-12-15 16:01:00,2
2019-12-15 16:45:00,1
2019-12-15 17:42:00,14
2019-12-15 17:45:00,10
2019-12-15 18:45:00,1
