30,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-11-09 02:10:00,1
2019-11-09 02:14:00,1
2019-11-09 02:17:00,1
2019-11-09 02:53:00,1
2019-11-09 06:44:00,1
2019-11-09 08:12:00,1
2019-11-09 08:14:00,1
2019-11-09 08:32:00,1
2019-11-09 08:33:00,1
2019-11-09 08:39:00,2
2019-11-09 09:01:00,1
2019-11-09 09:14:00,1
2019-11-09 09:30:00,1
2019-11-09 11:12:00,1
2019-11-09 11:20:00,1
2019-11-09 11:29:00,1
2019-11-09 11:40:00,2
2019-11-09 13:52:00,1
2019-11-09 18:25:00,1
2019-11-09 19:12:00,1
2019-11-09 19:18:00,1
2019-11-09 19:56:00,1
2019-11-09 20:06:00,2
2019-11-09 20:31:00,1
2019-11-09 20:33:00,1
2019-11-09 20:53:00,1
2019-11-09 22:13:00,1
