43,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-09-06 00:13:00,2
2019-09-06 03:41:00,1
2019-09-06 04:22:00,1
2019-09-06 04:41:00,1
2019-09-06 04:53:00,1
2019-09-06 05:01:00,1
2019-09-06 05:44:00,1
2019-09-06 06:04:00,1
2019-09-06 06:20:00,2
2019-09-06 06:56:00,1
2019-09-06 06:58:00,1
2019-09-06 07:34:00,1
2019-09-06 09:12:00,1
2019-09-06 10:25:00,1
2019-09-06 10:37:00,2
2019-09-06 11:42:00,1
2019-09-06 11:47:00,1
2019-09-06 11:56:00,1
2019-09-06 12:13:00,1
2019-09-06 12:19:00,1
2019-09-06 12:24:00,1
2019-09-06 14:21:00,2
2019-09-06 14:28:00,1
2019-09-06 16:42:00,1
2019-09-06 18:11:00,1
2019-09-06 18:14:00,1
2019-09-06 18:22:00,1
2019-09-06 18:24:00,1
2019-09-06 18:28:00,1
2019-09-06 18:30:00,1
2019-09-06 18:32:00,1
2019-09-06 18:35:00,3
2019-09-06 18:37:00,2
2019-09-06 18:38:00,1
2019-09-06 18:43:00,1
2019-09-06 20:35:00,1
