154,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-10-24 00:12:00,9
2019-10-24 00:20:00,9
2019-10-24 00:46:00,1
2019-10-24 01:45:00,1
2019-10-24 02:46:00,1
2019-10-24 03:44:00,1
2019-10-24 03:48:00,9
2019-10-24 04:44:00,1
2019-10-24 05:46:00,1
2019-10-24 06:45:00,1
2019-10-24 07:45:00,1
2019-10-24 08:45:00,1
2019-10-24 08:52:00,1
2019-10-24 09:19:00,8
2019-10-24 09:20:00,1
2019-10-24 09:29:00,7
2019-10-24 09:30:00,11
2019-10-24 09:31:00,8
2019-10-24 09:32:00,8
2019-10-24 09:33:00,2
2019-10-24 09:34:00,8
2019-10-24 09:36:00,3
2019-10-24 09:46:00,1
2019-10-24 10:32:00,2
2019-10-24 10:45:00,1
2019-10-24 11:45:00,1
2019-10-24 12:45:00,1
2019-10-24 13:46:00,1
2019-10-24 14:41:00,2
2019-10-24 14:42:00,7
2019-10-24 14:46:00,1
2019-10-24 15:25:00,6
2019-10-24 15:26:00,3
2019-10-24 15:31:00,1
2019-10-24 15:46:00,1
2019-10-24 15:48:00,1
2019-10-24 15:51:00,1
2019-10-24 16:46:00,1
2019-10-24 17:46:00,1
2019-10-24 18:46:00,1
2019-10-24 19:08:00,9
2019-10-24 19:11:00,9
2019-10-24 19:13:00,2
2019-10-24 19:14:00,7
2019-10-24 19:46:00,1
