106,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-04-21 00:47:00,1
2019-04-21 01:46:00,1
2019-04-21 02:48:00,1
2019-04-21 02:56:00,1
2019-04-21 03:48:00,1
2019-04-21 04:46:00,1
2019-04-21 05:46:00,1
2019-04-21 06:48:00,1
2019-04-21 07:25:00,9
2019-04-21 07:30:00,9
2019-04-21 07:50:00,1
2019-04-21 08:50:00,1
2019-04-21 09:06:00,18
2019-04-21 09:07:00,9
2019-04-21 09:46:00,9
2019-04-21 09:48:00,1
2019-04-21 10:50:00,1
2019-04-21 11:48:00,1
2019-04-21 11:49:00,9
2019-04-21 12:00:00,1
2019-04-21 12:01:00,1
2019-04-21 12:48:00,1
2019-04-21 13:48:00,1
2019-04-21 13:52:00,9
2019-04-21 13:58:00,1
2019-04-21 14:48:00,1
2019-04-21 15:48:00,1
2019-04-21 16:48:00,1
2019-04-21 16:54:00,9
2019-04-21 17:49:00,1
2019-04-21 17:54:00,1
2019-04-21 18:48:00,1
2019-04-21 19:48:00,1
