82,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-06-10 00:45:00,1
2019-06-10 01:45:00,1
2019-06-10 02:45:00,1
2019-06-10 03:28:00,9
2019-06-10 03:45:00,1
2019-06-10 04:45:00,1
2019-06-10 05:45:00,1
2019-06-10 06:45:00,1
2019-06-10 07:45:00,1
2019-06-10 08:45:00,1
2019-06-10 09:35:00,1
2019-06-10 09:38:00,1
2019-06-10 09:45:00,1
2019-06-10 10:43:00,1
2019-06-10 10:44:00,9
2019-06-10 10:45:00,1
2019-06-10 11:45:00,1
2019-06-10 12:45:00,1
2019-06-10 13:12:00,9
2019-06-10 13:45:00,1
2019-06-10 14:22:00,1
2019-06-10 14:23:00,1
2019-06-10 14:29:00,1
2019-06-10 14:40:00,1
2019-06-10 14:45:00,1
2019-06-10 15:05:00,9
2019-06-10 15:25:00,1
2019-06-10 15:45:00,1
2019-06-10 16:45:00,1
2019-06-10 17:33:00,9
2019-06-10 17:45:00,1
2019-06-10 18:45:00,1
2019-06-10 19:43:00,5
2019-06-10 19:44:00,4
2019-06-10 19:45:00,1
