175,select * from stellarMassPCAWiscBC0# where specObjId=#
2019-06-10 00:51:00,1
2019-06-10 08:33:00,1
2019-06-10 08:40:00,1
2019-06-10 08:44:00,1
2019-06-10 08:48:00,1
2019-06-10 08:53:00,1
2019-06-10 08:57:00,1
2019-06-10 09:02:00,1
2019-06-10 09:05:00,1
2019-06-10 09:10:00,1
2019-06-10 09:14:00,1
2019-06-10 09:18:00,1
2019-06-10 09:22:00,1
2019-06-10 09:26:00,1
2019-06-10 09:29:00,1
2019-06-10 09:33:00,1
2019-06-10 09:36:00,1
2019-06-10 09:40:00,1
2019-06-10 09:44:00,1
2019-06-10 09:48:00,1
2019-06-10 09:52:00,1
2019-06-10 09:56:00,1
2019-06-10 10:00:00,1
2019-06-10 10:04:00,1
2019-06-10 10:08:00,1
2019-06-10 10:12:00,1
2019-06-10 10:16:00,1
2019-06-10 10:19:00,1
2019-06-10 10:23:00,1
2019-06-10 10:27:00,1
2019-06-10 10:31:00,1
2019-06-10 10:34:00,1
2019-06-10 10:38:00,1
2019-06-10 10:41:00,1
2019-06-10 10:45:00,1
2019-06-10 10:49:00,1
2019-06-10 10:52:00,1
2019-06-10 10:56:00,1
2019-06-10 11:00:00,1
2019-06-10 11:04:00,1
2019-06-10 11:07:00,1
2019-06-10 11:11:00,1
2019-06-10 11:15:00,1
2019-06-10 11:19:00,1
2019-06-10 11:23:00,1
2019-06-10 11:26:00,1
2019-06-10 11:30:00,1
2019-06-10 11:32:00,1
2019-06-10 11:36:00,1
2019-06-10 11:39:00,1
2019-06-10 11:42:00,1
2019-06-10 11:45:00,1
2019-06-10 11:48:00,1
2019-06-10 11:51:00,1
2019-06-10 11:54:00,1
2019-06-10 11:57:00,1
2019-06-10 12:01:00,1
2019-06-10 12:04:00,1
2019-06-10 12:07:00,1
2019-06-10 12:10:00,1
2019-06-10 12:13:00,1
2019-06-10 12:17:00,1
2019-06-10 12:20:00,1
2019-06-10 12:23:00,1
2019-06-10 12:26:00,1
2019-06-10 12:30:00,1
2019-06-10 12:33:00,1
2019-06-10 12:37:00,1
2019-06-10 12:40:00,1
2019-06-10 12:43:00,1
2019-06-10 12:46:00,1
2019-06-10 12:50:00,1
2019-06-10 12:53:00,1
2019-06-10 12:57:00,1
2019-06-10 13:00:00,1
2019-06-10 13:04:00,1
2019-06-10 13:08:00,1
2019-06-10 13:12:00,1
2019-06-10 13:15:00,1
2019-06-10 13:19:00,1
2019-06-10 13:21:00,1
2019-06-10 13:25:00,1
2019-06-10 13:29:00,1
2019-06-10 13:33:00,1
2019-06-10 13:37:00,1
2019-06-10 13:42:00,1
2019-06-10 13:45:00,1
2019-06-10 13:49:00,1
2019-06-10 13:52:00,1
2019-06-10 13:57:00,1
2019-06-10 14:00:00,1
2019-06-10 14:04:00,1
2019-06-10 14:08:00,1
2019-06-10 14:11:00,1
2019-06-10 14:15:00,1
2019-06-10 14:18:00,1
2019-06-10 14:22:00,1
2019-06-10 14:26:00,1
2019-06-10 14:30:00,1
2019-06-10 14:33:00,2
2019-06-10 14:36:00,1
2019-06-10 14:40:00,1
2019-06-10 14:44:00,1
2019-06-10 14:48:00,1
2019-06-10 14:51:00,1
2019-06-10 14:55:00,1
2019-06-10 14:59:00,1
2019-06-10 15:02:00,1
2019-06-10 15:09:00,1
2019-06-10 15:13:00,1
2019-06-10 15:17:00,1
2019-06-10 15:21:00,1
2019-06-10 15:25:00,1
2019-06-10 15:29:00,1
2019-06-10 15:32:00,1
2019-06-10 15:36:00,1
2019-06-10 15:39:00,1
2019-06-10 15:43:00,1
2019-06-10 15:47:00,1
2019-06-10 15:50:00,1
2019-06-10 15:54:00,1
2019-06-10 15:57:00,1
2019-06-10 16:01:00,1
2019-06-10 16:05:00,1
2019-06-10 16:08:00,1
2019-06-10 16:12:00,1
2019-06-10 16:15:00,1
2019-06-10 16:18:00,1
2019-06-10 16:21:00,1
2019-06-10 16:25:00,1
2019-06-10 16:28:00,1
2019-06-10 16:31:00,1
2019-06-10 16:34:00,1
2019-06-10 16:37:00,1
2019-06-10 16:42:00,1
2019-06-10 16:46:00,1
2019-06-10 16:49:00,1
2019-06-10 16:53:00,1
2019-06-10 16:56:00,1
2019-06-10 16:59:00,1
2019-06-10 17:02:00,1
2019-06-10 17:05:00,1
2019-06-10 17:09:00,1
2019-06-10 17:12:00,1
2019-06-10 17:15:00,1
2019-06-10 17:18:00,1
2019-06-10 17:22:00,1
2019-06-10 17:25:00,1
2019-06-10 17:29:00,1
2019-06-10 17:32:00,1
2019-06-10 17:35:00,1
2019-06-10 17:39:00,1
2019-06-10 17:42:00,1
2019-06-10 17:45:00,1
2019-06-10 17:48:00,1
2019-06-10 17:52:00,1
2019-06-10 17:55:00,1
2019-06-10 17:58:00,1
2019-06-10 18:01:00,1
2019-06-10 18:05:00,1
2019-06-10 18:08:00,1
2019-06-10 18:11:00,1
2019-06-10 18:15:00,1
2019-06-10 18:18:00,1
2019-06-10 18:22:00,1
2019-06-10 18:26:00,1
2019-06-10 18:29:00,1
2019-06-10 18:33:00,1
2019-06-10 18:36:00,1
2019-06-10 18:40:00,1
2019-06-10 18:43:00,1
2019-06-10 18:47:00,1
2019-06-10 18:50:00,1
2019-06-10 18:54:00,1
