50,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-10-23 00:46:00,1
2019-10-23 01:46:00,1
2019-10-23 02:46:00,1
2019-10-23 02:53:00,1
2019-10-23 03:46:00,1
2019-10-23 04:47:00,1
2019-10-23 05:47:00,1
2019-10-23 06:00:00,1
2019-10-23 06:31:00,9
2019-10-23 06:48:00,1
2019-10-23 07:47:00,1
2019-10-23 07:56:00,1
2019-10-23 08:46:00,1
2019-10-23 09:46:00,1
2019-10-23 10:46:00,1
2019-10-23 11:46:00,1
2019-10-23 12:45:00,1
2019-10-23 13:45:00,1
2019-10-23 14:10:00,3
2019-10-23 14:11:00,6
2019-10-23 14:45:00,1
2019-10-23 15:46:00,1
2019-10-23 16:34:00,1
2019-10-23 16:35:00,8
2019-10-23 16:45:00,1
2019-10-23 17:45:00,1
2019-10-23 18:46:00,1
2019-10-23 19:46:00,1
