24,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-06-18 08:59:00,1
2019-06-18 12:42:00,1
2019-06-18 13:02:00,3
2019-06-18 13:03:00,2
2019-06-18 13:04:00,5
2019-06-18 13:06:00,1
2019-06-18 15:50:00,1
2019-06-18 18:27:00,1
2019-06-18 20:32:00,1
2019-06-18 21:38:00,1
2019-06-18 21:44:00,1
2019-06-18 21:51:00,1
2019-06-18 21:54:00,1
2019-06-18 21:59:00,1
2019-06-18 22:00:00,1
2019-06-18 22:02:00,1
2019-06-18 22:35:00,1
