66,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-08-30 00:02:00,6
2019-08-30 00:03:00,3
2019-08-30 00:45:00,1
2019-08-30 01:46:00,1
2019-08-30 02:44:00,1
2019-08-30 03:44:00,1
2019-08-30 04:45:00,1
2019-08-30 05:45:00,1
2019-08-30 06:45:00,1
2019-08-30 07:45:00,1
2019-08-30 08:16:00,9
2019-08-30 08:45:00,1
2019-08-30 09:45:00,1
2019-08-30 10:45:00,1
2019-08-30 11:44:00,1
2019-08-30 12:45:00,1
2019-08-30 13:45:00,1
2019-08-30 14:14:00,1
2019-08-30 14:45:00,1
2019-08-30 15:23:00,9
2019-08-30 15:45:00,1
2019-08-30 15:52:00,9
2019-08-30 16:45:00,1
2019-08-30 17:45:00,1
2019-08-30 18:44:00,9
2019-08-30 18:45:00,1
2019-08-30 19:45:00,1
