51,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-03-04 06:38:00,5
2019-03-04 07:42:00,5
2019-03-04 07:43:00,2
2019-03-04 08:33:00,1
2019-03-04 13:00:00,2
2019-03-04 13:01:00,1
2019-03-04 13:03:00,2
2019-03-04 13:04:00,4
2019-03-04 13:06:00,3
2019-03-04 13:07:00,2
2019-03-04 13:09:00,1
2019-03-04 15:41:00,2
2019-03-04 15:42:00,14
2019-03-04 16:40:00,5
2019-03-04 19:43:00,2
