39,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-10-13 07:54:00,1
2019-10-13 09:40:00,1
2019-10-13 09:41:00,2
2019-10-13 09:42:00,1
2019-10-13 09:43:00,2
2019-10-13 09:44:00,1
2019-10-13 09:46:00,2
2019-10-13 09:47:00,2
2019-10-13 09:53:00,2
2019-10-13 09:54:00,1
2019-10-13 09:56:00,4
2019-10-13 10:55:00,1
2019-10-13 11:10:00,1
2019-10-13 11:18:00,1
2019-10-13 11:19:00,1
2019-10-13 11:46:00,1
2019-10-13 12:45:00,1
2019-10-13 15:37:00,1
2019-10-13 15:46:00,1
2019-10-13 18:17:00,2
2019-10-13 18:26:00,4
2019-10-13 18:31:00,4
2019-10-13 18:42:00,1
2019-10-13 19:55:00,1
