21,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-12-28 15:08:00,1
2019-12-28 15:20:00,1
2019-12-28 15:23:00,1
2019-12-28 15:25:00,1
2019-12-28 15:28:00,1
2019-12-28 15:31:00,1
2019-12-28 15:36:00,1
2019-12-28 15:39:00,1
2019-12-28 20:34:00,1
2019-12-28 20:40:00,1
2019-12-28 20:42:00,1
2019-12-28 21:07:00,1
2019-12-28 21:15:00,1
2019-12-28 21:17:00,1
2019-12-28 21:47:00,1
2019-12-28 21:48:00,2
2019-12-28 21:50:00,1
2019-12-28 22:05:00,1
2019-12-28 23:01:00,1
2019-12-28 23:08:00,1
