39,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-08-28 03:24:00,1
2019-08-28 05:06:00,1
2019-08-28 05:17:00,1
2019-08-28 05:43:00,1
2019-08-28 08:02:00,2
2019-08-28 10:46:00,1
2019-08-28 10:47:00,1
2019-08-28 12:11:00,1
2019-08-28 13:05:00,1
2019-08-28 13:09:00,1
2019-08-28 14:12:00,2
2019-08-28 14:13:00,1
2019-08-28 14:16:00,1
2019-08-28 14:19:00,1
2019-08-28 14:20:00,3
2019-08-28 14:47:00,4
2019-08-28 14:56:00,1
2019-08-28 17:42:00,2
2019-08-28 17:43:00,1
2019-08-28 17:51:00,1
2019-08-28 17:55:00,1
2019-08-28 17:58:00,1
2019-08-28 18:05:00,1
2019-08-28 19:43:00,1
2019-08-28 20:27:00,1
2019-08-28 21:24:00,1
2019-08-28 22:08:00,1
2019-08-28 22:13:00,1
2019-08-28 22:16:00,1
2019-08-28 22:55:00,1
2019-08-28 23:02:00,1
